comunidades_y_ciudades_autónomas,tipo_vivienda,tipo_indicador,periodo,total,fecha,año,mes,trimestre
11 Extremadura,Vivienda segunda mano,Variación anual,2015T1,0.4,2015-01-01,2015,1,1
11 Extremadura,Vivienda segunda mano,Variación anual,2014T4,-0.5,2014-10-01,2014,10,4
11 Extremadura,Vivienda segunda mano,Variación anual,2014T3,-3.5,2014-07-01,2014,7,3
11 Extremadura,Vivienda segunda mano,Variación anual,2014T2,-3.0,2014-04-01,2014,4,2
11 Extremadura,Vivienda segunda mano,Variación anual,2014T1,-5.9,2014-01-01,2014,1,1
11 Extremadura,Vivienda segunda mano,Variación anual,2013T4,-14.2,2013-10-01,2013,10,4
11 Extremadura,Vivienda segunda mano,Variación anual,2013T3,-11.6,2013-07-01,2013,7,3
11 Extremadura,Vivienda segunda mano,Variación anual,2013T2,-14.4,2013-04-01,2013,4,2
11 Extremadura,Vivienda segunda mano,Variación anual,2013T1,-13.3,2013-01-01,2013,1,1
11 Extremadura,Vivienda segunda mano,Variación anual,2012T4,-8.4,2012-10-01,2012,10,4
11 Extremadura,Vivienda segunda mano,Variación anual,2012T3,-12.5,2012-07-01,2012,7,3
11 Extremadura,Vivienda segunda mano,Variación anual,2012T2,-8.2,2012-04-01,2012,4,2
11 Extremadura,Vivienda segunda mano,Variación anual,2012T1,-8.0,2012-01-01,2012,1,1
11 Extremadura,Vivienda segunda mano,Variación anual,2011T4,-12.4,2011-10-01,2011,10,4
11 Extremadura,Vivienda segunda mano,Variación anual,2011T3,-8.1,2011-07-01,2011,7,3
11 Extremadura,Vivienda segunda mano,Variación anual,2011T2,-10.0,2011-04-01,2011,4,2
11 Extremadura,Vivienda segunda mano,Variación anual,2011T1,-7.2,2011-01-01,2011,1,1
11 Extremadura,Vivienda segunda mano,Variación anual,2010T4,0.8,2010-10-01,2010,10,4
11 Extremadura,Vivienda segunda mano,Variación anual,2010T3,-2.3,2010-07-01,2010,7,3
11 Extremadura,Vivienda segunda mano,Variación anual,2010T2,0.3,2010-04-01,2010,4,2
11 Extremadura,Vivienda segunda mano,Variación anual,2010T1,1.2,2010-01-01,2010,1,1
11 Extremadura,Vivienda segunda mano,Variación anual,2009T4,2.0,2009-10-01,2009,10,4
11 Extremadura,Vivienda segunda mano,Variación anual,2009T3,-0.6,2009-07-01,2009,7,3
11 Extremadura,Vivienda segunda mano,Variación anual,2009T2,-3.2,2009-04-01,2009,4,2
11 Extremadura,Vivienda segunda mano,Variación anual,2009T1,-6.2,2009-01-01,2009,1,1
11 Extremadura,Vivienda segunda mano,Variación anual,2008T4,-5.9,2008-10-01,2008,10,4
11 Extremadura,Vivienda segunda mano,Variación anual,2008T3,-2.2,2008-07-01,2008,7,3
11 Extremadura,Vivienda segunda mano,Variación anual,2008T2,2.0,2008-04-01,2008,4,2
11 Extremadura,Vivienda segunda mano,Variación anual,2008T1,5.2,2008-01-01,2008,1,1
11 Extremadura,Vivienda segunda mano,Variación anual,2007T4,4.8,2007-10-01,2007,10,4
11 Extremadura,Vivienda segunda mano,Variación anual,2007T3,11.5,2007-07-01,2007,7,3
11 Extremadura,Vivienda segunda mano,Variación anual,2007T2,13.3,2007-04-01,2007,4,2
11 Extremadura,Vivienda segunda mano,Variación anual,2007T1,13.4,2007-01-01,2007,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2025T1,3.9,2025-01-01,2025,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2024T4,9.2,2024-10-01,2024,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2024T3,8.6,2024-07-01,2024,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2024T2,6.1,2024-04-01,2024,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2024T1,2.3,2024-01-01,2024,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2023T4,2.2,2023-10-01,2023,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2023T3,2.5,2023-07-01,2023,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2023T2,1.8,2023-04-01,2023,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2023T1,-1.2,2023-01-01,2023,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2022T4,2.7,2022-10-01,2022,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2022T3,4.2,2022-07-01,2022,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2022T2,2.8,2022-04-01,2022,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2022T1,0.4,2022-01-01,2022,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2021T4,4.8,2021-10-01,2021,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2021T3,2.5,2021-07-01,2021,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2021T2,2.5,2021-04-01,2021,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2021T1,-1.4,2021-01-01,2021,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2020T4,0.7,2020-10-01,2020,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2020T3,0.3,2020-07-01,2020,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2020T2,1.6,2020-04-01,2020,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2020T1,-0.8,2020-01-01,2020,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2019T4,1.7,2019-10-01,2019,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2019T3,2.0,2019-07-01,2019,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2019T2,1.9,2019-04-01,2019,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2019T1,0.7,2019-01-01,2019,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2018T4,2.2,2018-10-01,2018,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2018T3,3.1,2018-07-01,2018,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2018T2,2.7,2018-04-01,2018,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2018T1,1.1,2018-01-01,2018,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2017T4,0.2,2017-10-01,2017,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2017T3,1.4,2017-07-01,2017,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2017T2,0.9,2017-04-01,2017,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2017T1,1.1,2017-01-01,2017,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2016T4,-0.1,2016-10-01,2016,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2016T3,1.1,2016-07-01,2016,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2016T2,0.6,2016-04-01,2016,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2016T1,0.7,2016-01-01,2016,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2015T4,1.9,2015-10-01,2015,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2015T3,2.4,2015-07-01,2015,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2015T2,2.4,2015-04-01,2015,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2015T1,1.3,2015-01-01,2015,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2014T4,-0.5,2014-10-01,2014,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2014T3,-1.1,2014-07-01,2014,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2014T2,1.6,2014-04-01,2014,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2014T1,0.3,2014-01-01,2014,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2013T4,-14.2,2013-10-01,2013,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2013T3,-12.1,2013-07-01,2013,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2013T2,-10.2,2013-04-01,2013,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2013T1,-8.5,2013-01-01,2013,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2012T4,-8.4,2012-10-01,2012,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2012T3,-9.0,2012-07-01,2012,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2012T2,-3.9,2012-04-01,2012,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2012T1,-3.4,2012-01-01,2012,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2011T4,-12.4,2011-10-01,2011,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2011T3,-8.8,2011-07-01,2011,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2011T2,-8.3,2011-04-01,2011,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2011T1,-8.0,2011-01-01,2011,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2010T4,0.8,2010-10-01,2010,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2010T3,0.0,2010-07-01,2010,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2010T2,2.7,2010-04-01,2010,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2010T1,-0.1,2010-01-01,2010,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2009T4,2.0,2009-10-01,2009,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2009T3,4.3,2009-07-01,2009,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2009T2,4.5,2009-04-01,2009,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2009T1,0.7,2009-01-01,2009,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2008T4,-5.9,2008-10-01,2008,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2008T3,-1.3,2008-07-01,2008,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2008T2,1.6,2008-04-01,2008,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2008T1,0.9,2008-01-01,2008,1,1
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2007T4,4.8,2007-10-01,2007,10,4
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2007T3,5.8,2007-07-01,2007,7,3
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2007T2,4.3,2007-04-01,2007,4,2
11 Extremadura,Vivienda segunda mano,Variación en lo que va de año,2007T1,0.6,2007-01-01,2007,1,1
12 Galicia,General,Índice,2025T1,151.721,2025-01-01,2025,1,1
12 Galicia,General,Índice,2024T4,146.552,2024-10-01,2024,10,4
12 Galicia,General,Índice,2024T3,144.703,2024-07-01,2024,7,3
12 Galicia,General,Índice,2024T2,140.946,2024-04-01,2024,4,2
12 Galicia,General,Índice,2024T1,136.417,2024-01-01,2024,1,1
12 Galicia,General,Índice,2023T4,132.57,2023-10-01,2023,10,4
12 Galicia,General,Índice,2023T3,134.796,2023-07-01,2023,7,3
12 Galicia,General,Índice,2023T2,132.073,2023-04-01,2023,4,2
12 Galicia,General,Índice,2023T1,129.786,2023-01-01,2023,1,1
12 Galicia,General,Índice,2022T4,128.172,2022-10-01,2022,10,4
12 Galicia,General,Índice,2022T3,128.919,2022-07-01,2022,7,3
12 Galicia,General,Índice,2022T2,128.08,2022-04-01,2022,4,2
12 Galicia,General,Índice,2022T1,125.568,2022-01-01,2022,1,1
12 Galicia,General,Índice,2021T4,122.678,2021-10-01,2021,10,4
12 Galicia,General,Índice,2021T3,121.53,2021-07-01,2021,7,3
12 Galicia,General,Índice,2021T2,118.952,2021-04-01,2021,4,2
12 Galicia,General,Índice,2021T1,115.961,2021-01-01,2021,1,1
12 Galicia,General,Índice,2020T4,114.833,2020-10-01,2020,10,4
12 Galicia,General,Índice,2020T3,114.881,2020-07-01,2020,7,3
12 Galicia,General,Índice,2020T2,114.935,2020-04-01,2020,4,2
12 Galicia,General,Índice,2020T1,113.415,2020-01-01,2020,1,1
12 Galicia,General,Índice,2019T4,113.514,2019-10-01,2019,10,4
12 Galicia,General,Índice,2019T3,112.716,2019-07-01,2019,7,3
12 Galicia,General,Índice,2019T2,111.946,2019-04-01,2019,4,2
12 Galicia,General,Índice,2019T1,109.816,2019-01-01,2019,1,1
12 Galicia,General,Índice,2018T4,109.235,2018-10-01,2018,10,4
12 Galicia,General,Índice,2018T3,108.643,2018-07-01,2018,7,3
12 Galicia,General,Índice,2018T2,106.771,2018-04-01,2018,4,2
12 Galicia,General,Índice,2018T1,106.043,2018-01-01,2018,1,1
12 Galicia,General,Índice,2017T4,104.973,2017-10-01,2017,10,4
12 Galicia,General,Índice,2017T3,104.396,2017-07-01,2017,7,3
12 Galicia,General,Índice,2017T2,102.744,2017-04-01,2017,4,2
12 Galicia,General,Índice,2017T1,102.753,2017-01-01,2017,1,1
12 Galicia,General,Índice,2016T4,102.027,2016-10-01,2016,10,4
12 Galicia,General,Índice,2016T3,102.621,2016-07-01,2016,7,3
12 Galicia,General,Índice,2016T2,101.768,2016-04-01,2016,4,2
12 Galicia,General,Índice,2016T1,101.412,2016-01-01,2016,1,1
12 Galicia,General,Índice,2015T4,99.954,2015-10-01,2015,10,4
12 Galicia,General,Índice,2015T3,101.341,2015-07-01,2015,7,3
12 Galicia,General,Índice,2015T2,100.529,2015-04-01,2015,4,2
12 Galicia,General,Índice,2015T1,98.176,2015-01-01,2015,1,1
12 Galicia,General,Índice,2014T4,98.318,2014-10-01,2014,10,4
12 Galicia,General,Índice,2014T3,98.902,2014-07-01,2014,7,3
12 Galicia,General,Índice,2014T2,99.732,2014-04-01,2014,4,2
12 Galicia,General,Índice,2014T1,97.668,2014-01-01,2014,1,1
12 Galicia,General,Índice,2013T4,97.337,2013-10-01,2013,10,4
12 Galicia,General,Índice,2013T3,100.894,2013-07-01,2013,7,3
12 Galicia,General,Índice,2013T2,99.665,2013-04-01,2013,4,2
12 Galicia,General,Índice,2013T1,101.441,2013-01-01,2013,1,1
12 Galicia,General,Índice,2012T4,109.198,2012-10-01,2012,10,4
12 Galicia,General,Índice,2012T3,108.648,2012-07-01,2012,7,3
12 Galicia,General,Índice,2012T2,114.5,2012-04-01,2012,4,2
12 Galicia,General,Índice,2012T1,117.192,2012-01-01,2012,1,1
12 Galicia,General,Índice,2011T4,124.974,2011-10-01,2011,10,4
12 Galicia,General,Índice,2011T3,128.343,2011-07-01,2011,7,3
12 Galicia,General,Índice,2011T2,131.202,2011-04-01,2011,4,2
12 Galicia,General,Índice,2011T1,131.894,2011-01-01,2011,1,1
12 Galicia,General,Índice,2010T4,135.699,2010-10-01,2010,10,4
12 Galicia,General,Índice,2010T3,133.637,2010-07-01,2010,7,3
12 Galicia,General,Índice,2010T2,138.785,2010-04-01,2010,4,2
12 Galicia,General,Índice,2010T1,135.923,2010-01-01,2010,1,1
12 Galicia,General,Índice,2009T4,137.605,2009-10-01,2009,10,4
12 Galicia,General,Índice,2009T3,138.109,2009-07-01,2009,7,3
12 Galicia,General,Índice,2009T2,139.875,2009-04-01,2009,4,2
12 Galicia,General,Índice,2009T1,139.291,2009-01-01,2009,1,1
12 Galicia,General,Índice,2008T4,139.658,2008-10-01,2008,10,4
12 Galicia,General,Índice,2008T3,140.975,2008-07-01,2008,7,3
12 Galicia,General,Índice,2008T2,141.072,2008-04-01,2008,4,2
12 Galicia,General,Índice,2008T1,140.052,2008-01-01,2008,1,1
12 Galicia,General,Índice,2007T4,140.231,2007-10-01,2007,10,4
12 Galicia,General,Índice,2007T3,137.692,2007-07-01,2007,7,3
12 Galicia,General,Índice,2007T2,134.662,2007-04-01,2007,4,2
12 Galicia,General,Índice,2007T1,130.573,2007-01-01,2007,1,1
12 Galicia,General,Variación trimestral,2025T1,3.5,2025-01-01,2025,1,1
12 Galicia,General,Variación trimestral,2024T4,1.3,2024-10-01,2024,10,4
12 Galicia,General,Variación trimestral,2024T3,2.7,2024-07-01,2024,7,3
12 Galicia,General,Variación trimestral,2024T2,3.3,2024-04-01,2024,4,2
12 Galicia,General,Variación trimestral,2024T1,2.9,2024-01-01,2024,1,1
12 Galicia,General,Variación trimestral,2023T4,-1.7,2023-10-01,2023,10,4
12 Galicia,General,Variación trimestral,2023T3,2.1,2023-07-01,2023,7,3
12 Galicia,General,Variación trimestral,2023T2,1.8,2023-04-01,2023,4,2
12 Galicia,General,Variación trimestral,2023T1,1.3,2023-01-01,2023,1,1
12 Galicia,General,Variación trimestral,2022T4,-0.6,2022-10-01,2022,10,4
12 Galicia,General,Variación trimestral,2022T3,0.7,2022-07-01,2022,7,3
12 Galicia,General,Variación trimestral,2022T2,2.0,2022-04-01,2022,4,2
12 Galicia,General,Variación trimestral,2022T1,2.4,2022-01-01,2022,1,1
12 Galicia,General,Variación trimestral,2021T4,0.9,2021-10-01,2021,10,4
12 Galicia,General,Variación trimestral,2021T3,2.2,2021-07-01,2021,7,3
12 Galicia,General,Variación trimestral,2021T2,2.6,2021-04-01,2021,4,2
12 Galicia,General,Variación trimestral,2021T1,1.0,2021-01-01,2021,1,1
12 Galicia,General,Variación trimestral,2020T4,0.0,2020-10-01,2020,10,4
12 Galicia,General,Variación trimestral,2020T3,0.0,2020-07-01,2020,7,3
12 Galicia,General,Variación trimestral,2020T2,1.3,2020-04-01,2020,4,2
12 Galicia,General,Variación trimestral,2020T1,-0.1,2020-01-01,2020,1,1
12 Galicia,General,Variación trimestral,2019T4,0.7,2019-10-01,2019,10,4
12 Galicia,General,Variación trimestral,2019T3,0.7,2019-07-01,2019,7,3
12 Galicia,General,Variación trimestral,2019T2,1.9,2019-04-01,2019,4,2
12 Galicia,General,Variación trimestral,2019T1,0.5,2019-01-01,2019,1,1
12 Galicia,General,Variación trimestral,2018T4,0.5,2018-10-01,2018,10,4
12 Galicia,General,Variación trimestral,2018T3,1.8,2018-07-01,2018,7,3
12 Galicia,General,Variación trimestral,2018T2,0.7,2018-04-01,2018,4,2
12 Galicia,General,Variación trimestral,2018T1,1.0,2018-01-01,2018,1,1
12 Galicia,General,Variación trimestral,2017T4,0.6,2017-10-01,2017,10,4
12 Galicia,General,Variación trimestral,2017T3,1.6,2017-07-01,2017,7,3
12 Galicia,General,Variación trimestral,2017T2,0.0,2017-04-01,2017,4,2
12 Galicia,General,Variación trimestral,2017T1,0.7,2017-01-01,2017,1,1
12 Galicia,General,Variación trimestral,2016T4,-0.6,2016-10-01,2016,10,4
12 Galicia,General,Variación trimestral,2016T3,0.8,2016-07-01,2016,7,3
12 Galicia,General,Variación trimestral,2016T2,0.4,2016-04-01,2016,4,2
12 Galicia,General,Variación trimestral,2016T1,1.5,2016-01-01,2016,1,1
12 Galicia,General,Variación trimestral,2015T4,-1.4,2015-10-01,2015,10,4
12 Galicia,General,Variación trimestral,2015T3,0.8,2015-07-01,2015,7,3
12 Galicia,General,Variación trimestral,2015T2,2.4,2015-04-01,2015,4,2
12 Galicia,General,Variación trimestral,2015T1,-0.1,2015-01-01,2015,1,1
12 Galicia,General,Variación trimestral,2014T4,-0.6,2014-10-01,2014,10,4
12 Galicia,General,Variación trimestral,2014T3,-0.8,2014-07-01,2014,7,3
12 Galicia,General,Variación trimestral,2014T2,2.1,2014-04-01,2014,4,2
12 Galicia,General,Variación trimestral,2014T1,0.3,2014-01-01,2014,1,1
12 Galicia,General,Variación trimestral,2013T4,-3.5,2013-10-01,2013,10,4
12 Galicia,General,Variación trimestral,2013T3,1.2,2013-07-01,2013,7,3
12 Galicia,General,Variación trimestral,2013T2,-1.8,2013-04-01,2013,4,2
12 Galicia,General,Variación trimestral,2013T1,-7.1,2013-01-01,2013,1,1
12 Galicia,General,Variación trimestral,2012T4,0.5,2012-10-01,2012,10,4
12 Galicia,General,Variación trimestral,2012T3,-5.1,2012-07-01,2012,7,3
12 Galicia,General,Variación trimestral,2012T2,-2.3,2012-04-01,2012,4,2
12 Galicia,General,Variación trimestral,2012T1,-6.2,2012-01-01,2012,1,1
12 Galicia,General,Variación trimestral,2011T4,-2.6,2011-10-01,2011,10,4
12 Galicia,General,Variación trimestral,2011T3,-2.2,2011-07-01,2011,7,3
12 Galicia,General,Variación trimestral,2011T2,-0.5,2011-04-01,2011,4,2
12 Galicia,General,Variación trimestral,2011T1,-2.8,2011-01-01,2011,1,1
12 Galicia,General,Variación trimestral,2010T4,1.5,2010-10-01,2010,10,4
12 Galicia,General,Variación trimestral,2010T3,-3.7,2010-07-01,2010,7,3
12 Galicia,General,Variación trimestral,2010T2,2.1,2010-04-01,2010,4,2
12 Galicia,General,Variación trimestral,2010T1,-1.2,2010-01-01,2010,1,1
12 Galicia,General,Variación trimestral,2009T4,-0.4,2009-10-01,2009,10,4
12 Galicia,General,Variación trimestral,2009T3,-1.3,2009-07-01,2009,7,3
12 Galicia,General,Variación trimestral,2009T2,0.4,2009-04-01,2009,4,2
12 Galicia,General,Variación trimestral,2009T1,-0.3,2009-01-01,2009,1,1
12 Galicia,General,Variación trimestral,2008T4,-0.9,2008-10-01,2008,10,4
12 Galicia,General,Variación trimestral,2008T3,-0.1,2008-07-01,2008,7,3
12 Galicia,General,Variación trimestral,2008T2,0.7,2008-04-01,2008,4,2
12 Galicia,General,Variación trimestral,2008T1,-0.1,2008-01-01,2008,1,1
12 Galicia,General,Variación trimestral,2007T4,1.8,2007-10-01,2007,10,4
12 Galicia,General,Variación trimestral,2007T3,2.2,2007-07-01,2007,7,3
12 Galicia,General,Variación trimestral,2007T2,3.1,2007-04-01,2007,4,2
12 Galicia,General,Variación trimestral,2007T1,2.3,2007-01-01,2007,1,1
12 Galicia,General,Variación anual,2025T1,11.2,2025-01-01,2025,1,1
12 Galicia,General,Variación anual,2024T4,10.5,2024-10-01,2024,10,4
12 Galicia,General,Variación anual,2024T3,7.3,2024-07-01,2024,7,3
12 Galicia,General,Variación anual,2024T2,6.7,2024-04-01,2024,4,2
12 Galicia,General,Variación anual,2024T1,5.1,2024-01-01,2024,1,1
12 Galicia,General,Variación anual,2023T4,3.4,2023-10-01,2023,10,4
12 Galicia,General,Variación anual,2023T3,4.6,2023-07-01,2023,7,3
12 Galicia,General,Variación anual,2023T2,3.1,2023-04-01,2023,4,2
12 Galicia,General,Variación anual,2023T1,3.4,2023-01-01,2023,1,1
12 Galicia,General,Variación anual,2022T4,4.5,2022-10-01,2022,10,4
12 Galicia,General,Variación anual,2022T3,6.1,2022-07-01,2022,7,3
12 Galicia,General,Variación anual,2022T2,7.7,2022-04-01,2022,4,2
12 Galicia,General,Variación anual,2022T1,8.3,2022-01-01,2022,1,1
12 Galicia,General,Variación anual,2021T4,6.8,2021-10-01,2021,10,4
12 Galicia,General,Variación anual,2021T3,5.8,2021-07-01,2021,7,3
12 Galicia,General,Variación anual,2021T2,3.5,2021-04-01,2021,4,2
12 Galicia,General,Variación anual,2021T1,2.2,2021-01-01,2021,1,1
12 Galicia,General,Variación anual,2020T4,1.2,2020-10-01,2020,10,4
12 Galicia,General,Variación anual,2020T3,1.9,2020-07-01,2020,7,3
12 Galicia,General,Variación anual,2020T2,2.7,2020-04-01,2020,4,2
12 Galicia,General,Variación anual,2020T1,3.3,2020-01-01,2020,1,1
12 Galicia,General,Variación anual,2019T4,3.9,2019-10-01,2019,10,4
12 Galicia,General,Variación anual,2019T3,3.7,2019-07-01,2019,7,3
12 Galicia,General,Variación anual,2019T2,4.8,2019-04-01,2019,4,2
12 Galicia,General,Variación anual,2019T1,3.6,2019-01-01,2019,1,1
12 Galicia,General,Variación anual,2018T4,4.1,2018-10-01,2018,10,4
12 Galicia,General,Variación anual,2018T3,4.1,2018-07-01,2018,7,3
12 Galicia,General,Variación anual,2018T2,3.9,2018-04-01,2018,4,2
12 Galicia,General,Variación anual,2018T1,3.2,2018-01-01,2018,1,1
12 Galicia,General,Variación anual,2017T4,2.9,2017-10-01,2017,10,4
12 Galicia,General,Variación anual,2017T3,1.7,2017-07-01,2017,7,3
12 Galicia,General,Variación anual,2017T2,1.0,2017-04-01,2017,4,2
12 Galicia,General,Variación anual,2017T1,1.3,2017-01-01,2017,1,1
12 Galicia,General,Variación anual,2016T4,2.1,2016-10-01,2016,10,4
12 Galicia,General,Variación anual,2016T3,1.3,2016-07-01,2016,7,3
12 Galicia,General,Variación anual,2016T2,1.2,2016-04-01,2016,4,2
12 Galicia,General,Variación anual,2016T1,3.3,2016-01-01,2016,1,1
12 Galicia,General,Variación anual,2015T4,1.7,2015-10-01,2015,10,4
12 Galicia,General,Variación anual,2015T3,2.5,2015-07-01,2015,7,3
12 Galicia,General,Variación anual,2015T2,0.8,2015-04-01,2015,4,2
12 Galicia,General,Variación anual,2015T1,0.5,2015-01-01,2015,1,1
12 Galicia,General,Variación anual,2014T4,1.0,2014-10-01,2014,10,4
12 Galicia,General,Variación anual,2014T3,-2.0,2014-07-01,2014,7,3
12 Galicia,General,Variación anual,2014T2,0.1,2014-04-01,2014,4,2
12 Galicia,General,Variación anual,2014T1,-3.7,2014-01-01,2014,1,1
12 Galicia,General,Variación anual,2013T4,-10.9,2013-10-01,2013,10,4
12 Galicia,General,Variación anual,2013T3,-7.1,2013-07-01,2013,7,3
12 Galicia,General,Variación anual,2013T2,-13.0,2013-04-01,2013,4,2
12 Galicia,General,Variación anual,2013T1,-13.4,2013-01-01,2013,1,1
12 Galicia,General,Variación anual,2012T4,-12.6,2012-10-01,2012,10,4
12 Galicia,General,Variación anual,2012T3,-15.3,2012-07-01,2012,7,3
12 Galicia,General,Variación anual,2012T2,-12.7,2012-04-01,2012,4,2
12 Galicia,General,Variación anual,2012T1,-11.1,2012-01-01,2012,1,1
12 Galicia,General,Variación anual,2011T4,-7.9,2011-10-01,2011,10,4
12 Galicia,General,Variación anual,2011T3,-4.0,2011-07-01,2011,7,3
12 Galicia,General,Variación anual,2011T2,-5.5,2011-04-01,2011,4,2
12 Galicia,General,Variación anual,2011T1,-3.0,2011-01-01,2011,1,1
12 Galicia,General,Variación anual,2010T4,-1.4,2010-10-01,2010,10,4
12 Galicia,General,Variación anual,2010T3,-3.2,2010-07-01,2010,7,3
12 Galicia,General,Variación anual,2010T2,-0.8,2010-04-01,2010,4,2
12 Galicia,General,Variación anual,2010T1,-2.4,2010-01-01,2010,1,1
12 Galicia,General,Variación anual,2009T4,-1.5,2009-10-01,2009,10,4
12 Galicia,General,Variación anual,2009T3,-2.0,2009-07-01,2009,7,3
12 Galicia,General,Variación anual,2009T2,-0.8,2009-04-01,2009,4,2
12 Galicia,General,Variación anual,2009T1,-0.5,2009-01-01,2009,1,1
12 Galicia,General,Variación anual,2008T4,-0.4,2008-10-01,2008,10,4
12 Galicia,General,Variación anual,2008T3,2.4,2008-07-01,2008,7,3
12 Galicia,General,Variación anual,2008T2,4.8,2008-04-01,2008,4,2
12 Galicia,General,Variación anual,2008T1,7.3,2008-01-01,2008,1,1
12 Galicia,General,Variación anual,2007T4,9.8,2007-10-01,2007,10,4
12 Galicia,General,Variación anual,2007T3,10.2,2007-07-01,2007,7,3
12 Galicia,General,Variación anual,2007T2,12.3,2007-04-01,2007,4,2
12 Galicia,General,Variación anual,2007T1,13.7,2007-01-01,2007,1,1
12 Galicia,General,Variación en lo que va de año,2025T1,3.5,2025-01-01,2025,1,1
