comunidades_y_ciudades_autónomas,tipo_vivienda,tipo_indicador,periodo,total,fecha,año,mes,trimestre
"04 Balears, Illes",General,Variación anual,2012T4,-11.4,2012-10-01,2012,10,4
"04 Balears, Illes",General,Variación anual,2012T3,-14.0,2012-07-01,2012,7,3
"04 Balears, Illes",General,Variación anual,2012T2,-15.0,2012-04-01,2012,4,2
"04 Balears, Illes",General,Variación anual,2012T1,-14.8,2012-01-01,2012,1,1
"04 Balears, Illes",General,Variación anual,2011T4,-9.8,2011-10-01,2011,10,4
"04 Balears, Illes",General,Variación anual,2011T3,-5.2,2011-07-01,2011,7,3
"04 Balears, Illes",General,Variación anual,2011T2,-3.9,2011-04-01,2011,4,2
"04 Balears, Illes",General,Variación anual,2011T1,-3.0,2011-01-01,2011,1,1
"04 Balears, Illes",General,Variación anual,2010T4,-1.3,2010-10-01,2010,10,4
"04 Balears, Illes",General,Variación anual,2010T3,-2.0,2010-07-01,2010,7,3
"04 Balears, Illes",General,Variación anual,2010T2,-2.0,2010-04-01,2010,4,2
"04 Balears, Illes",General,Variación anual,2010T1,-2.7,2010-01-01,2010,1,1
"04 Balears, Illes",General,Variación anual,2009T4,-5.6,2009-10-01,2009,10,4
"04 Balears, Illes",General,Variación anual,2009T3,-9.2,2009-07-01,2009,7,3
"04 Balears, Illes",General,Variación anual,2009T2,-9.7,2009-04-01,2009,4,2
"04 Balears, Illes",General,Variación anual,2009T1,-8.1,2009-01-01,2009,1,1
"04 Balears, Illes",General,Variación anual,2008T4,-6.3,2008-10-01,2008,10,4
"04 Balears, Illes",General,Variación anual,2008T3,-2.6,2008-07-01,2008,7,3
"04 Balears, Illes",General,Variación anual,2008T2,1.2,2008-04-01,2008,4,2
"04 Balears, Illes",General,Variación anual,2008T1,3.8,2008-01-01,2008,1,1
"04 Balears, Illes",General,Variación anual,2007T4,7.2,2007-10-01,2007,10,4
"04 Balears, Illes",General,Variación anual,2007T3,10.1,2007-07-01,2007,7,3
"04 Balears, Illes",General,Variación anual,2007T2,10.9,2007-04-01,2007,4,2
"04 Balears, Illes",General,Variación anual,2007T1,13.6,2007-01-01,2007,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2025T1,3.1,2025-01-01,2025,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2024T4,8.6,2024-10-01,2024,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2024T3,7.1,2024-07-01,2024,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2024T2,4.2,2024-04-01,2024,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2024T1,1.8,2024-01-01,2024,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2023T4,4.4,2023-10-01,2023,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2023T3,5.7,2023-07-01,2023,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2023T2,2.5,2023-04-01,2023,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2023T1,0.5,2023-01-01,2023,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2022T4,5.9,2022-10-01,2022,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2022T3,7.1,2022-07-01,2022,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2022T2,5.1,2022-04-01,2022,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2022T1,2.1,2022-01-01,2022,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2021T4,9.6,2021-10-01,2021,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2021T3,8.4,2021-07-01,2021,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2021T2,3.9,2021-04-01,2021,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2021T1,-0.1,2021-01-01,2021,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2020T4,2.4,2020-10-01,2020,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2020T3,4.0,2020-07-01,2020,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2020T2,0.7,2020-04-01,2020,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2020T1,1.2,2020-01-01,2020,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2019T4,5.5,2019-10-01,2019,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2019T3,6.1,2019-07-01,2019,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2019T2,1.6,2019-04-01,2019,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2019T1,0.8,2019-01-01,2019,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2018T4,6.4,2018-10-01,2018,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2018T3,6.5,2018-07-01,2018,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2018T2,2.7,2018-04-01,2018,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2018T1,-0.1,2018-01-01,2018,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2017T4,9.8,2017-10-01,2017,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2017T3,9.2,2017-07-01,2017,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2017T2,3.9,2017-04-01,2017,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2017T1,1.3,2017-01-01,2017,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2016T4,5.7,2016-10-01,2016,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2016T3,5.8,2016-07-01,2016,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2016T2,2.3,2016-04-01,2016,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2016T1,1.5,2016-01-01,2016,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2015T4,7.0,2015-10-01,2015,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2015T3,7.5,2015-07-01,2015,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2015T2,4.2,2015-04-01,2015,4,2
"04 Balears, Illes",General,Variación en lo que va de año,2015T1,-0.2,2015-01-01,2015,1,1
"04 Balears, Illes",General,Variación en lo que va de año,2014T4,0.7,2014-10-01,2014,10,4
"04 Balears, Illes",General,Variación en lo que va de año,2014T3,-0.2,2014-07-01,2014,7,3
"04 Balears, Illes",General,Variación en lo que va de año,2014T2,-2.2,2014-04-01,2014,4,2
