comunidades_y_ciudades_autónomas,superficie_util,tamaño_hogar,año,total,estimado
"14 Murcia, Region De",Menos de 46 m2,4 personas,2020,0.9,False
"14 Murcia, Region De",Menos de 46 m2,4 personas,2019,1.2,False
"14 Murcia, Region De",Menos de 46 m2,4 personas,2018,0.5,False
"14 Murcia, Region De",Menos de 46 m2,4 personas,2017,0.5,False
"14 Murcia, Region De",Menos de 46 m2,4 personas,2013,1.6,False
"14 Murcia, Region De",Menos de 46 m2,6 personas,2014,0.8,False
"14 Murcia, Region De",Entre 46 y 75 m2,Total,2020,66.7,False
"14 Murcia, Region De",Entre 46 y 75 m2,Total,2019,71.6,False
"14 Murcia, Region De",Entre 46 y 75 m2,Total,2018,87.1,False
"14 Murcia, Region De",Entre 46 y 75 m2,Total,2017,87.9,False
"14 Murcia, Region De",Entre 46 y 75 m2,Total,2016,83.4,False
"14 Murcia, Region De",Entre 46 y 75 m2,Total,2015,76.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,Total,2014,81.5,False
"14 Murcia, Region De",Entre 46 y 75 m2,Total,2013,98.7,False
"14 Murcia, Region De",Entre 46 y 75 m2,1 persona,2020,21.7,False
"14 Murcia, Region De",Entre 46 y 75 m2,1 persona,2019,26.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,1 persona,2018,26.6,False
"14 Murcia, Region De",Entre 46 y 75 m2,1 persona,2017,29.8,False
"14 Murcia, Region De",Entre 46 y 75 m2,1 persona,2016,26.8,False
"14 Murcia, Region De",Entre 46 y 75 m2,1 persona,2015,27.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,1 persona,2014,26.3,False
"14 Murcia, Region De",Entre 46 y 75 m2,1 persona,2013,32.0,False
"14 Murcia, Region De",Entre 46 y 75 m2,2 personas,2020,20.5,False
"14 Murcia, Region De",Entre 46 y 75 m2,2 personas,2019,16.0,False
"14 Murcia, Region De",Entre 46 y 75 m2,2 personas,2018,31.4,False
"14 Murcia, Region De",Entre 46 y 75 m2,2 personas,2017,25.9,False
"14 Murcia, Region De",Entre 46 y 75 m2,2 personas,2016,28.1,False
"14 Murcia, Region De",Entre 46 y 75 m2,2 personas,2015,24.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,2 personas,2014,25.0,False
"14 Murcia, Region De",Entre 46 y 75 m2,2 personas,2013,33.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,3 personas,2020,11.4,False
"14 Murcia, Region De",Entre 46 y 75 m2,3 personas,2019,11.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,3 personas,2018,12.9,False
"14 Murcia, Region De",Entre 46 y 75 m2,3 personas,2017,14.5,False
"14 Murcia, Region De",Entre 46 y 75 m2,3 personas,2016,14.1,False
"14 Murcia, Region De",Entre 46 y 75 m2,3 personas,2015,13.1,False
"14 Murcia, Region De",Entre 46 y 75 m2,3 personas,2014,17.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,3 personas,2013,19.6,False
"14 Murcia, Region De",Entre 46 y 75 m2,4 personas,2020,11.3,False
"14 Murcia, Region De",Entre 46 y 75 m2,4 personas,2019,8.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,4 personas,2018,10.5,False
"14 Murcia, Region De",Entre 46 y 75 m2,4 personas,2017,12.5,False
"14 Murcia, Region De",Entre 46 y 75 m2,4 personas,2016,8.6,False
"14 Murcia, Region De",Entre 46 y 75 m2,4 personas,2015,8.8,False
"14 Murcia, Region De",Entre 46 y 75 m2,4 personas,2014,9.7,False
"14 Murcia, Region De",Entre 46 y 75 m2,4 personas,2013,10.0,False
"14 Murcia, Region De",Entre 46 y 75 m2,5 personas,2020,1.8,False
"14 Murcia, Region De",Entre 46 y 75 m2,5 personas,2019,7.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,5 personas,2018,3.1,False
"14 Murcia, Region De",Entre 46 y 75 m2,5 personas,2017,3.9,False
"14 Murcia, Region De",Entre 46 y 75 m2,5 personas,2016,4.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,5 personas,2015,2.1,False
"14 Murcia, Region De",Entre 46 y 75 m2,5 personas,2014,3.0,False
"14 Murcia, Region De",Entre 46 y 75 m2,5 personas,2013,2.8,False
"14 Murcia, Region De",Entre 46 y 75 m2,6 personas,2019,0.5,False
"14 Murcia, Region De",Entre 46 y 75 m2,6 personas,2018,2.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,6 personas,2017,0.9,False
"14 Murcia, Region De",Entre 46 y 75 m2,6 personas,2016,0.9,False
"14 Murcia, Region De",Entre 46 y 75 m2,6 personas,2015,0.8,False
"14 Murcia, Region De",Entre 46 y 75 m2,6 personas,2014,0.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,6 personas,2013,0.5,False
"14 Murcia, Region De",Entre 46 y 75 m2,7 personas,2019,2.2,False
"14 Murcia, Region De",Entre 46 y 75 m2,7 personas,2018,0.3,False
"14 Murcia, Region De",Entre 46 y 75 m2,7 personas,2017,0.4,False
"14 Murcia, Region De",Entre 46 y 75 m2,7 personas,2016,0.8,False
"14 Murcia, Region De",Entre 46 y 75 m2,7 personas,2015,0.1,False
"14 Murcia, Region De",Entre 46 y 75 m2,7 personas,2013,0.6,False
"14 Murcia, Region De",Entre 46 y 75 m2,8 personas o más,2018,0.1,False
"14 Murcia, Region De",Entre 76 y 105 m2,Total,2020,286.8,False
"14 Murcia, Region De",Entre 76 y 105 m2,Total,2019,284.7,False
"14 Murcia, Region De",Entre 76 y 105 m2,Total,2018,276.9,False
"14 Murcia, Region De",Entre 76 y 105 m2,Total,2017,283.9,False
"14 Murcia, Region De",Entre 76 y 105 m2,Total,2016,267.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,Total,2015,268.8,False
"14 Murcia, Region De",Entre 76 y 105 m2,Total,2014,277.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,Total,2013,262.9,False
"14 Murcia, Region De",Entre 76 y 105 m2,1 persona,2020,63.2,False
"14 Murcia, Region De",Entre 76 y 105 m2,1 persona,2019,57.6,False
"14 Murcia, Region De",Entre 76 y 105 m2,1 persona,2018,52.4,False
"14 Murcia, Region De",Entre 76 y 105 m2,1 persona,2017,51.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,1 persona,2016,49.1,False
"14 Murcia, Region De",Entre 76 y 105 m2,1 persona,2015,54.0,False
"14 Murcia, Region De",Entre 76 y 105 m2,1 persona,2014,53.4,False
"14 Murcia, Region De",Entre 76 y 105 m2,1 persona,2013,47.7,False
"14 Murcia, Region De",Entre 76 y 105 m2,2 personas,2020,75.2,False
"14 Murcia, Region De",Entre 76 y 105 m2,2 personas,2019,84.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,2 personas,2018,75.8,False
"14 Murcia, Region De",Entre 76 y 105 m2,2 personas,2017,83.6,False
"14 Murcia, Region De",Entre 76 y 105 m2,2 personas,2016,71.3,False
"14 Murcia, Region De",Entre 76 y 105 m2,2 personas,2015,77.4,False
"14 Murcia, Region De",Entre 76 y 105 m2,2 personas,2014,81.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,2 personas,2013,70.6,False
"14 Murcia, Region De",Entre 76 y 105 m2,3 personas,2020,66.6,False
"14 Murcia, Region De",Entre 76 y 105 m2,3 personas,2019,60.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,3 personas,2018,65.9,False
"14 Murcia, Region De",Entre 76 y 105 m2,3 personas,2017,58.9,False
"14 Murcia, Region De",Entre 76 y 105 m2,3 personas,2016,63.4,False
"14 Murcia, Region De",Entre 76 y 105 m2,3 personas,2015,60.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,3 personas,2014,59.1,False
"14 Murcia, Region De",Entre 76 y 105 m2,3 personas,2013,55.3,False
"14 Murcia, Region De",Entre 76 y 105 m2,4 personas,2020,54.0,False
"14 Murcia, Region De",Entre 76 y 105 m2,4 personas,2019,60.3,False
"14 Murcia, Region De",Entre 76 y 105 m2,4 personas,2018,61.4,False
"14 Murcia, Region De",Entre 76 y 105 m2,4 personas,2017,62.7,False
"14 Murcia, Region De",Entre 76 y 105 m2,4 personas,2016,63.7,False
"14 Murcia, Region De",Entre 76 y 105 m2,4 personas,2015,55.1,False
"14 Murcia, Region De",Entre 76 y 105 m2,4 personas,2014,60.3,False
"14 Murcia, Region De",Entre 76 y 105 m2,4 personas,2013,65.8,False
"14 Murcia, Region De",Entre 76 y 105 m2,5 personas,2020,14.8,False
"14 Murcia, Region De",Entre 76 y 105 m2,5 personas,2019,15.0,False
"14 Murcia, Region De",Entre 76 y 105 m2,5 personas,2018,15.6,False
"14 Murcia, Region De",Entre 76 y 105 m2,5 personas,2017,22.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,5 personas,2016,15.1,False
"14 Murcia, Region De",Entre 76 y 105 m2,5 personas,2015,17.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,5 personas,2014,15.8,False
"14 Murcia, Region De",Entre 76 y 105 m2,5 personas,2013,17.8,False
"14 Murcia, Region De",Entre 76 y 105 m2,6 personas,2020,9.8,False
"14 Murcia, Region De",Entre 76 y 105 m2,6 personas,2019,5.4,False
"14 Murcia, Region De",Entre 76 y 105 m2,6 personas,2018,4.3,False
"14 Murcia, Region De",Entre 76 y 105 m2,6 personas,2017,3.6,False
"14 Murcia, Region De",Entre 76 y 105 m2,6 personas,2016,3.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,6 personas,2015,3.1,False
"14 Murcia, Region De",Entre 76 y 105 m2,6 personas,2014,5.1,False
"14 Murcia, Region De",Entre 76 y 105 m2,6 personas,2013,3.7,False
"14 Murcia, Region De",Entre 76 y 105 m2,7 personas,2020,1.4,False
"14 Murcia, Region De",Entre 76 y 105 m2,7 personas,2019,1.3,False
"14 Murcia, Region De",Entre 76 y 105 m2,7 personas,2018,1.1,False
"14 Murcia, Region De",Entre 76 y 105 m2,7 personas,2017,1.0,False
"14 Murcia, Region De",Entre 76 y 105 m2,7 personas,2016,1.0,False
"14 Murcia, Region De",Entre 76 y 105 m2,7 personas,2015,0.7,False
"14 Murcia, Region De",Entre 76 y 105 m2,7 personas,2014,1.3,False
"14 Murcia, Region De",Entre 76 y 105 m2,7 personas,2013,0.6,False
"14 Murcia, Region De",Entre 76 y 105 m2,8 personas o más,2020,1.9,False
"14 Murcia, Region De",Entre 76 y 105 m2,8 personas o más,2018,0.3,False
"14 Murcia, Region De",Entre 76 y 105 m2,8 personas o más,2017,0.1,False
"14 Murcia, Region De",Entre 76 y 105 m2,8 personas o más,2016,0.5,False
"14 Murcia, Region De",Entre 76 y 105 m2,8 personas o más,2015,0.6,False
"14 Murcia, Region De",Entre 76 y 105 m2,8 personas o más,2014,1.0,False
"14 Murcia, Region De",Entre 76 y 105 m2,8 personas o más,2013,1.4,False
"14 Murcia, Region De",Entre 106 y 150 m2,Total,2020,132.1,False
"14 Murcia, Region De",Entre 106 y 150 m2,Total,2019,124.4,False
"14 Murcia, Region De",Entre 106 y 150 m2,Total,2018,128.8,False
"14 Murcia, Region De",Entre 106 y 150 m2,Total,2017,116.0,False
"14 Murcia, Region De",Entre 106 y 150 m2,Total,2016,128.0,False
"14 Murcia, Region De",Entre 106 y 150 m2,Total,2015,131.8,False
"14 Murcia, Region De",Entre 106 y 150 m2,Total,2014,120.0,False
"14 Murcia, Region De",Entre 106 y 150 m2,Total,2013,104.7,False
"14 Murcia, Region De",Entre 106 y 150 m2,1 persona,2020,25.3,False
"14 Murcia, Region De",Entre 106 y 150 m2,1 persona,2019,19.2,False
"14 Murcia, Region De",Entre 106 y 150 m2,1 persona,2018,22.4,False
"14 Murcia, Region De",Entre 106 y 150 m2,1 persona,2017,20.5,False
"14 Murcia, Region De",Entre 106 y 150 m2,1 persona,2016,25.2,False
"14 Murcia, Region De",Entre 106 y 150 m2,1 persona,2015,19.0,False
"14 Murcia, Region De",Entre 106 y 150 m2,1 persona,2014,20.1,False
"14 Murcia, Region De",Entre 106 y 150 m2,1 persona,2013,12.7,False
"14 Murcia, Region De",Entre 106 y 150 m2,2 personas,2020,39.6,False
"14 Murcia, Region De",Entre 106 y 150 m2,2 personas,2019,35.2,False
"14 Murcia, Region De",Entre 106 y 150 m2,2 personas,2018,36.8,False
"14 Murcia, Region De",Entre 106 y 150 m2,2 personas,2017,31.1,False
"14 Murcia, Region De",Entre 106 y 150 m2,2 personas,2016,34.8,False
"14 Murcia, Region De",Entre 106 y 150 m2,2 personas,2015,35.0,False
"14 Murcia, Region De",Entre 106 y 150 m2,2 personas,2014,32.3,False
"14 Murcia, Region De",Entre 106 y 150 m2,2 personas,2013,29.5,False
"14 Murcia, Region De",Entre 106 y 150 m2,3 personas,2020,24.3,False
"14 Murcia, Region De",Entre 106 y 150 m2,3 personas,2019,26.7,False
"14 Murcia, Region De",Entre 106 y 150 m2,3 personas,2018,26.2,False
"14 Murcia, Region De",Entre 106 y 150 m2,3 personas,2017,27.7,False
"14 Murcia, Region De",Entre 106 y 150 m2,3 personas,2016,26.9,False
"14 Murcia, Region De",Entre 106 y 150 m2,3 personas,2015,30.3,False
"14 Murcia, Region De",Entre 106 y 150 m2,3 personas,2014,23.0,False
"14 Murcia, Region De",Entre 106 y 150 m2,3 personas,2013,23.9,False
"14 Murcia, Region De",Entre 106 y 150 m2,4 personas,2020,29.4,False
"14 Murcia, Region De",Entre 106 y 150 m2,4 personas,2019,30.1,False
"14 Murcia, Region De",Entre 106 y 150 m2,4 personas,2018,26.8,False
"14 Murcia, Region De",Entre 106 y 150 m2,4 personas,2017,26.5,False
"14 Murcia, Region De",Entre 106 y 150 m2,4 personas,2016,28.1,False
"14 Murcia, Region De",Entre 106 y 150 m2,4 personas,2015,33.7,False
"14 Murcia, Region De",Entre 106 y 150 m2,4 personas,2014,28.5,False
"14 Murcia, Region De",Entre 106 y 150 m2,4 personas,2013,24.7,False
"14 Murcia, Region De",Entre 106 y 150 m2,5 personas,2020,11.3,False
"14 Murcia, Region De",Entre 106 y 150 m2,5 personas,2019,5.8,False
"14 Murcia, Region De",Entre 106 y 150 m2,5 personas,2018,13.2,False
"14 Murcia, Region De",Entre 106 y 150 m2,5 personas,2017,6.6,False
"14 Murcia, Region De",Entre 106 y 150 m2,5 personas,2016,10.4,False
"14 Murcia, Region De",Entre 106 y 150 m2,5 personas,2015,10.6,False
"14 Murcia, Region De",Entre 106 y 150 m2,5 personas,2014,12.2,False
"14 Murcia, Region De",Entre 106 y 150 m2,5 personas,2013,10.6,False
"14 Murcia, Region De",Entre 106 y 150 m2,6 personas,2020,2.2,False
"14 Murcia, Region De",Entre 106 y 150 m2,6 personas,2019,4.6,False
"14 Murcia, Region De",Entre 106 y 150 m2,6 personas,2018,2.5,False
"14 Murcia, Region De",Entre 106 y 150 m2,6 personas,2017,2.1,False
"14 Murcia, Region De",Entre 106 y 150 m2,6 personas,2016,2.0,False
"14 Murcia, Region De",Entre 106 y 150 m2,6 personas,2015,2.1,False
"14 Murcia, Region De",Entre 106 y 150 m2,6 personas,2014,3.7,False
"14 Murcia, Region De",Entre 106 y 150 m2,6 personas,2013,1.9,False
"14 Murcia, Region De",Entre 106 y 150 m2,7 personas,2019,1.2,False
"14 Murcia, Region De",Entre 106 y 150 m2,7 personas,2018,0.8,False
"14 Murcia, Region De",Entre 106 y 150 m2,7 personas,2017,1.3,False
"14 Murcia, Region De",Entre 106 y 150 m2,7 personas,2016,0.5,False
"14 Murcia, Region De",Entre 106 y 150 m2,7 personas,2015,0.4,False
"14 Murcia, Region De",Entre 106 y 150 m2,7 personas,2014,0.2,False
"14 Murcia, Region De",Entre 106 y 150 m2,7 personas,2013,0.8,False
"14 Murcia, Region De",Entre 106 y 150 m2,8 personas o más,2019,1.6,False
"14 Murcia, Region De",Entre 106 y 150 m2,8 personas o más,2018,0.1,False
"14 Murcia, Region De",Entre 106 y 150 m2,8 personas o más,2017,0.3,False
"14 Murcia, Region De",Entre 106 y 150 m2,8 personas o más,2016,0.1,False
"14 Murcia, Region De",Entre 106 y 150 m2,8 personas o más,2015,0.7,False
"14 Murcia, Region De",Entre 106 y 150 m2,8 personas o más,2013,0.5,False
"14 Murcia, Region De",Más de 150 m2,Total,2020,61.5,False
"14 Murcia, Region De",Más de 150 m2,Total,2019,55.5,False
"14 Murcia, Region De",Más de 150 m2,Total,2018,41.8,False
"14 Murcia, Region De",Más de 150 m2,Total,2017,43.2,False
"14 Murcia, Region De",Más de 150 m2,Total,2016,52.5,False
"14 Murcia, Region De",Más de 150 m2,Total,2015,53.4,False
"14 Murcia, Region De",Más de 150 m2,Total,2014,46.9,False
"14 Murcia, Region De",Más de 150 m2,Total,2013,50.6,False
"14 Murcia, Region De",Más de 150 m2,1 persona,2020,5.8,False
"14 Murcia, Region De",Más de 150 m2,1 persona,2019,9.0,False
"14 Murcia, Region De",Más de 150 m2,1 persona,2018,7.2,False
"14 Murcia, Region De",Más de 150 m2,1 persona,2017,5.8,False
"14 Murcia, Region De",Más de 150 m2,1 persona,2016,6.9,False
"14 Murcia, Region De",Más de 150 m2,1 persona,2015,7.4,False
"14 Murcia, Region De",Más de 150 m2,1 persona,2014,3.9,False
"14 Murcia, Region De",Más de 150 m2,1 persona,2013,8.3,False
"14 Murcia, Region De",Más de 150 m2,2 personas,2020,21.9,False
"14 Murcia, Region De",Más de 150 m2,2 personas,2019,16.8,False
"14 Murcia, Region De",Más de 150 m2,2 personas,2018,9.2,False
"14 Murcia, Region De",Más de 150 m2,2 personas,2017,10.9,False
"14 Murcia, Region De",Más de 150 m2,2 personas,2016,16.9,False
"14 Murcia, Region De",Más de 150 m2,2 personas,2015,14.2,False
"14 Murcia, Region De",Más de 150 m2,2 personas,2014,12.6,False
"14 Murcia, Region De",Más de 150 m2,2 personas,2013,13.6,False
"14 Murcia, Region De",Más de 150 m2,3 personas,2020,11.1,False
"14 Murcia, Region De",Más de 150 m2,3 personas,2019,13.6,False
"14 Murcia, Region De",Más de 150 m2,3 personas,2018,7.6,False
"14 Murcia, Region De",Más de 150 m2,3 personas,2017,11.2,False
"14 Murcia, Region De",Más de 150 m2,3 personas,2016,8.5,False
"14 Murcia, Region De",Más de 150 m2,3 personas,2015,8.7,False
"14 Murcia, Region De",Más de 150 m2,3 personas,2014,12.8,False
"14 Murcia, Region De",Más de 150 m2,3 personas,2013,10.7,False
"14 Murcia, Region De",Más de 150 m2,4 personas,2020,15.3,False
"14 Murcia, Region De",Más de 150 m2,4 personas,2019,11.3,False
"14 Murcia, Region De",Más de 150 m2,4 personas,2018,12.8,False
"14 Murcia, Region De",Más de 150 m2,4 personas,2017,9.8,False
"14 Murcia, Region De",Más de 150 m2,4 personas,2016,11.4,False
"14 Murcia, Region De",Más de 150 m2,4 personas,2015,13.9,False
"14 Murcia, Region De",Más de 150 m2,4 personas,2014,12.6,False
"14 Murcia, Region De",Más de 150 m2,4 personas,2013,9.7,False
"14 Murcia, Region De",Más de 150 m2,5 personas,2020,3.7,False
"14 Murcia, Region De",Más de 150 m2,5 personas,2019,2.9,False
"14 Murcia, Region De",Más de 150 m2,5 personas,2018,3.3,False
"14 Murcia, Region De",Más de 150 m2,5 personas,2017,3.7,False
"14 Murcia, Region De",Más de 150 m2,5 personas,2016,6.7,False
"14 Murcia, Region De",Más de 150 m2,5 personas,2015,6.0,False
"14 Murcia, Region De",Más de 150 m2,5 personas,2014,2.5,False
"14 Murcia, Region De",Más de 150 m2,5 personas,2013,5.2,False
"14 Murcia, Region De",Más de 150 m2,6 personas,2020,0.9,False
"14 Murcia, Region De",Más de 150 m2,6 personas,2019,1.1,False
"14 Murcia, Region De",Más de 150 m2,6 personas,2018,0.8,False
"14 Murcia, Region De",Más de 150 m2,6 personas,2017,0.8,False
"14 Murcia, Region De",Más de 150 m2,6 personas,2016,1.7,False
"14 Murcia, Region De",Más de 150 m2,6 personas,2015,1.8,False
"14 Murcia, Region De",Más de 150 m2,6 personas,2014,2.3,False
"14 Murcia, Region De",Más de 150 m2,6 personas,2013,2.5,False
"14 Murcia, Region De",Más de 150 m2,7 personas,2020,0.8,False
"14 Murcia, Region De",Más de 150 m2,7 personas,2019,0.8,False
"14 Murcia, Region De",Más de 150 m2,7 personas,2018,0.6,False
"14 Murcia, Region De",Más de 150 m2,7 personas,2017,0.5,False
"14 Murcia, Region De",Más de 150 m2,7 personas,2016,0.2,False
"14 Murcia, Region De",Más de 150 m2,7 personas,2015,0.9,False
"14 Murcia, Region De",Más de 150 m2,7 personas,2013,0.2,False
"14 Murcia, Region De",Más de 150 m2,8 personas o más,2020,1.9,False
"14 Murcia, Region De",Más de 150 m2,8 personas o más,2018,0.3,False
"14 Murcia, Region De",Más de 150 m2,8 personas o más,2017,0.6,False
"14 Murcia, Region De",Más de 150 m2,8 personas o más,2016,0.3,False
"14 Murcia, Region De",Más de 150 m2,8 personas o más,2015,0.4,False
"14 Murcia, Region De",Más de 150 m2,8 personas o más,2014,0.2,False
"14 Murcia, Region De",Más de 150 m2,8 personas o más,2013,0.5,False
"15 Navarra, Comunidad Foral De",Total,Total,2020,258.8,False
"15 Navarra, Comunidad Foral De",Total,Total,2019,256.9,False
"15 Navarra, Comunidad Foral De",Total,Total,2018,256.4,False
"15 Navarra, Comunidad Foral De",Total,Total,2017,255.5,False
"15 Navarra, Comunidad Foral De",Total,Total,2016,254.3,False
"15 Navarra, Comunidad Foral De",Total,Total,2015,252.9,False
"15 Navarra, Comunidad Foral De",Total,Total,2014,251.8,False
"15 Navarra, Comunidad Foral De",Total,Total,2013,250.2,False
"15 Navarra, Comunidad Foral De",Total,1 persona,2020,70.2,False
"15 Navarra, Comunidad Foral De",Total,1 persona,2019,69.1,False
"15 Navarra, Comunidad Foral De",Total,1 persona,2018,68.6,False
"15 Navarra, Comunidad Foral De",Total,1 persona,2017,68.7,False
"15 Navarra, Comunidad Foral De",Total,1 persona,2016,68.4,False
"15 Navarra, Comunidad Foral De",Total,1 persona,2015,67.3,False
"15 Navarra, Comunidad Foral De",Total,1 persona,2014,66.2,False
"15 Navarra, Comunidad Foral De",Total,1 persona,2013,64.2,False
"15 Navarra, Comunidad Foral De",Total,2 personas,2020,76.9,False
"15 Navarra, Comunidad Foral De",Total,2 personas,2019,76.4,False
"15 Navarra, Comunidad Foral De",Total,2 personas,2018,76.1,False
"15 Navarra, Comunidad Foral De",Total,2 personas,2017,75.8,False
"15 Navarra, Comunidad Foral De",Total,2 personas,2016,75.7,False
"15 Navarra, Comunidad Foral De",Total,2 personas,2015,75.5,False
"15 Navarra, Comunidad Foral De",Total,2 personas,2014,75.1,False
"15 Navarra, Comunidad Foral De",Total,2 personas,2013,74.4,False
"15 Navarra, Comunidad Foral De",Total,3 personas,2020,49.8,False
"15 Navarra, Comunidad Foral De",Total,3 personas,2019,49.8,False
"15 Navarra, Comunidad Foral De",Total,3 personas,2018,49.9,False
"15 Navarra, Comunidad Foral De",Total,3 personas,2017,50.0,False
"15 Navarra, Comunidad Foral De",Total,3 personas,2016,49.8,False
"15 Navarra, Comunidad Foral De",Total,3 personas,2015,49.8,False
"15 Navarra, Comunidad Foral De",Total,3 personas,2014,50.0,False
"15 Navarra, Comunidad Foral De",Total,3 personas,2013,50.2,False
"15 Navarra, Comunidad Foral De",Total,4 personas,2020,46.2,False
"15 Navarra, Comunidad Foral De",Total,4 personas,2019,46.2,False
"15 Navarra, Comunidad Foral De",Total,4 personas,2018,46.9,False
"15 Navarra, Comunidad Foral De",Total,4 personas,2017,46.6,False
"15 Navarra, Comunidad Foral De",Total,4 personas,2016,46.3,False
"15 Navarra, Comunidad Foral De",Total,4 personas,2015,46.2,False
"15 Navarra, Comunidad Foral De",Total,4 personas,2014,46.4,False
"15 Navarra, Comunidad Foral De",Total,4 personas,2013,46.8,False
"15 Navarra, Comunidad Foral De",Total,5 personas,2020,9.0,False
"15 Navarra, Comunidad Foral De",Total,5 personas,2019,9.3,False
"15 Navarra, Comunidad Foral De",Total,5 personas,2018,11.4,False
"15 Navarra, Comunidad Foral De",Total,5 personas,2017,11.6,False
"15 Navarra, Comunidad Foral De",Total,5 personas,2016,10.8,False
"15 Navarra, Comunidad Foral De",Total,5 personas,2015,10.9,False
"15 Navarra, Comunidad Foral De",Total,5 personas,2014,10.9,False
"15 Navarra, Comunidad Foral De",Total,5 personas,2013,11.0,False
"15 Navarra, Comunidad Foral De",Total,6 personas,2020,3.5,False
"15 Navarra, Comunidad Foral De",Total,6 personas,2019,3.8,False
"15 Navarra, Comunidad Foral De",Total,6 personas,2018,2.9,False
"15 Navarra, Comunidad Foral De",Total,6 personas,2017,2.2,False
"15 Navarra, Comunidad Foral De",Total,6 personas,2016,2.5,False
"15 Navarra, Comunidad Foral De",Total,6 personas,2015,1.7,False
"15 Navarra, Comunidad Foral De",Total,6 personas,2014,2.6,False
"15 Navarra, Comunidad Foral De",Total,6 personas,2013,3.0,False
"15 Navarra, Comunidad Foral De",Total,7 personas,2020,1.4,False
"15 Navarra, Comunidad Foral De",Total,7 personas,2019,1.4,False
"15 Navarra, Comunidad Foral De",Total,7 personas,2018,0.2,False
"15 Navarra, Comunidad Foral De",Total,7 personas,2017,0.6,False
"15 Navarra, Comunidad Foral De",Total,7 personas,2016,0.5,False
"15 Navarra, Comunidad Foral De",Total,7 personas,2015,0.9,False
"15 Navarra, Comunidad Foral De",Total,7 personas,2014,0.4,False
"15 Navarra, Comunidad Foral De",Total,7 personas,2013,0.4,False
"15 Navarra, Comunidad Foral De",Total,8 personas o más,2020,1.8,False
"15 Navarra, Comunidad Foral De",Total,8 personas o más,2019,1.0,False
"15 Navarra, Comunidad Foral De",Total,8 personas o más,2018,0.4,False
"15 Navarra, Comunidad Foral De",Total,8 personas o más,2017,0.1,False
"15 Navarra, Comunidad Foral De",Total,8 personas o más,2016,0.3,False
"15 Navarra, Comunidad Foral De",Total,8 personas o más,2015,0.5,False
"15 Navarra, Comunidad Foral De",Total,8 personas o más,2014,0.3,False
"15 Navarra, Comunidad Foral De",Total,8 personas o más,2013,0.2,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,Total,2020,0.8,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,Total,2019,4.5,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,Total,2018,2.8,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,Total,2017,2.1,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,Total,2016,3.6,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,Total,2015,3.1,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,Total,2014,2.6,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,Total,2013,3.7,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,1 persona,2020,0.8,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,1 persona,2019,3.2,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,1 persona,2018,1.9,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,1 persona,2017,1.5,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,1 persona,2016,2.1,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,1 persona,2015,2.2,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,1 persona,2014,2.1,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,1 persona,2013,2.2,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,2 personas,2019,0.5,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,2 personas,2018,0.6,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,2 personas,2017,0.3,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,2 personas,2016,0.7,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,2 personas,2015,0.4,False
"15 Navarra, Comunidad Foral De",Menos de 46 m2,2 personas,2014,0.4,False
