Comunidades y Ciudades Autónomas,Tipo Vivienda,Tipo Indicador,Periodo,Total
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2016T2,5.6
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2016T1,2.6
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2015T4,7.4
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2015T3,7.2
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2015T2,6.0
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2015T1,0.3
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2014T4,3.0
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2014T3,3.5
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2014T2,3.1
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2014T1,1.3
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2013T4,-7.3
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2013T3,-6.3
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2013T2,-5.4
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2013T1,-6.6
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2012T4,-14.5
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2012T3,-12.4
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2012T2,-7.6
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2012T1,-3.1
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2011T4,-16.8
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2011T3,-10.6
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2011T2,-7.4
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2011T1,-6.3
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2010T4,-0.3
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2010T3,-0.8
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2010T2,1.6
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2010T1,-0.1
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2009T4,-2.9
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2009T3,-2.6
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2009T2,-3.0
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2009T1,-1.6
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2008T4,-12.9
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2008T3,-7.3
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2008T2,-3.2
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2008T1,-2.2
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2007T4,-2.0
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2007T3,3.5
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2007T2,4.2
"13 Madrid, Comunidad de",Vivienda segunda mano,Variación en lo que va de año,2007T1,2.2
"14 Murcia, Región de",General,Índice,2025T1,154.993
"14 Murcia, Región de",General,Índice,2024T4,150.18
"14 Murcia, Región de",General,Índice,2024T3,146.067
"14 Murcia, Región de",General,Índice,2024T2,141.981
"14 Murcia, Región de",General,Índice,2024T1,136.839
"14 Murcia, Región de",General,Índice,2023T4,134.506
"14 Murcia, Región de",General,Índice,2023T3,133.986
"14 Murcia, Región de",General,Índice,2023T2,132.087
"14 Murcia, Región de",General,Índice,2023T1,129.441
"14 Murcia, Región de",General,Índice,2022T4,129.533
"14 Murcia, Región de",General,Índice,2022T3,131.001
"14 Murcia, Región de",General,Índice,2022T2,130.258
"14 Murcia, Región de",General,Índice,2022T1,127.267
"14 Murcia, Región de",General,Índice,2021T4,123.591
"14 Murcia, Región de",General,Índice,2021T3,122.36
"14 Murcia, Región de",General,Índice,2021T2,119.124
"14 Murcia, Región de",General,Índice,2021T1,116.235
"14 Murcia, Región de",General,Índice,2020T4,115.914
"14 Murcia, Región de",General,Índice,2020T3,115.122
"14 Murcia, Región de",General,Índice,2020T2,114.141
"14 Murcia, Región de",General,Índice,2020T1,112.336
"14 Murcia, Región de",General,Índice,2019T4,112.501
"14 Murcia, Región de",General,Índice,2019T3,111.729
"14 Murcia, Región de",General,Índice,2019T2,110.954
"14 Murcia, Región de",General,Índice,2019T1,108.708
"14 Murcia, Región de",General,Índice,2018T4,107.538
"14 Murcia, Región de",General,Índice,2018T3,107.79
"14 Murcia, Región de",General,Índice,2018T2,105.157
"14 Murcia, Región de",General,Índice,2018T1,104.075
"14 Murcia, Región de",General,Índice,2017T4,102.93
"14 Murcia, Región de",General,Índice,2017T3,103.736
"14 Murcia, Región de",General,Índice,2017T2,102.469
"14 Murcia, Región de",General,Índice,2017T1,101.313
"14 Murcia, Región de",General,Índice,2016T4,101.059
"14 Murcia, Región de",General,Índice,2016T3,101.927
"14 Murcia, Región de",General,Índice,2016T2,102.195
"14 Murcia, Región de",General,Índice,2016T1,100.406
"14 Murcia, Región de",General,Índice,2015T4,100.359
"14 Murcia, Región de",General,Índice,2015T3,101.213
"14 Murcia, Región de",General,Índice,2015T2,100.826
"14 Murcia, Región de",General,Índice,2015T1,97.602
"14 Murcia, Región de",General,Índice,2014T4,98.602
"14 Murcia, Región de",General,Índice,2014T3,99.465
"14 Murcia, Región de",General,Índice,2014T2,98.955
"14 Murcia, Región de",General,Índice,2014T1,96.438
"14 Murcia, Región de",General,Índice,2013T4,95.977
"14 Murcia, Región de",General,Índice,2013T3,98.027
"14 Murcia, Región de",General,Índice,2013T2,97.829
"14 Murcia, Región de",General,Índice,2013T1,100.888
"14 Murcia, Región de",General,Índice,2012T4,111.335
"14 Murcia, Región de",General,Índice,2012T3,115.391
"14 Murcia, Región de",General,Índice,2012T2,117.283
"14 Murcia, Región de",General,Índice,2012T1,119.693
"14 Murcia, Región de",General,Índice,2011T4,125.867
"14 Murcia, Región de",General,Índice,2011T3,130.042
"14 Murcia, Región de",General,Índice,2011T2,132.44
"14 Murcia, Región de",General,Índice,2011T1,133.638
"14 Murcia, Región de",General,Índice,2010T4,135.542
"14 Murcia, Región de",General,Índice,2010T3,137.569
"14 Murcia, Región de",General,Índice,2010T2,139.726
"14 Murcia, Región de",General,Índice,2010T1,136.937
"14 Murcia, Región de",General,Índice,2009T4,139.149
"14 Murcia, Región de",General,Índice,2009T3,139.236
"14 Murcia, Región de",General,Índice,2009T2,138.688
"14 Murcia, Región de",General,Índice,2009T1,138.454
"14 Murcia, Región de",General,Índice,2008T4,139.19
"14 Murcia, Región de",General,Índice,2008T3,140.779
"14 Murcia, Región de",General,Índice,2008T2,140.492
"14 Murcia, Región de",General,Índice,2008T1,140.751
"14 Murcia, Región de",General,Índice,2007T4,140.362
"14 Murcia, Región de",General,Índice,2007T3,137.832
"14 Murcia, Región de",General,Índice,2007T2,134.346
"14 Murcia, Región de",General,Índice,2007T1,129.674
"14 Murcia, Región de",General,Variación trimestral,2025T1,3.2
"14 Murcia, Región de",General,Variación trimestral,2024T4,2.8
"14 Murcia, Región de",General,Variación trimestral,2024T3,2.9
"14 Murcia, Región de",General,Variación trimestral,2024T2,3.8
"14 Murcia, Región de",General,Variación trimestral,2024T1,1.7
"14 Murcia, Región de",General,Variación trimestral,2023T4,0.4
"14 Murcia, Región de",General,Variación trimestral,2023T3,1.4
"14 Murcia, Región de",General,Variación trimestral,2023T2,2.0
"14 Murcia, Región de",General,Variación trimestral,2023T1,-0.1
"14 Murcia, Región de",General,Variación trimestral,2022T4,-1.1
"14 Murcia, Región de",General,Variación trimestral,2022T3,0.6
"14 Murcia, Región de",General,Variación trimestral,2022T2,2.4
"14 Murcia, Región de",General,Variación trimestral,2022T1,3.0
"14 Murcia, Región de",General,Variación trimestral,2021T4,1.0
"14 Murcia, Región de",General,Variación trimestral,2021T3,2.7
"14 Murcia, Región de",General,Variación trimestral,2021T2,2.5
"14 Murcia, Región de",General,Variación trimestral,2021T1,0.3
"14 Murcia, Región de",General,Variación trimestral,2020T4,0.7
"14 Murcia, Región de",General,Variación trimestral,2020T3,0.9
"14 Murcia, Región de",General,Variación trimestral,2020T2,1.6
"14 Murcia, Región de",General,Variación trimestral,2020T1,-0.1
"14 Murcia, Región de",General,Variación trimestral,2019T4,0.7
"14 Murcia, Región de",General,Variación trimestral,2019T3,0.7
"14 Murcia, Región de",General,Variación trimestral,2019T2,2.1
"14 Murcia, Región de",General,Variación trimestral,2019T1,1.1
"14 Murcia, Región de",General,Variación trimestral,2018T4,-0.2
"14 Murcia, Región de",General,Variación trimestral,2018T3,2.5
"14 Murcia, Región de",General,Variación trimestral,2018T2,1.0
"14 Murcia, Región de",General,Variación trimestral,2018T1,1.1
"14 Murcia, Región de",General,Variación trimestral,2017T4,-0.8
"14 Murcia, Región de",General,Variación trimestral,2017T3,1.2
"14 Murcia, Región de",General,Variación trimestral,2017T2,1.1
"14 Murcia, Región de",General,Variación trimestral,2017T1,0.3
"14 Murcia, Región de",General,Variación trimestral,2016T4,-0.9
"14 Murcia, Región de",General,Variación trimestral,2016T3,-0.3
"14 Murcia, Región de",General,Variación trimestral,2016T2,1.8
"14 Murcia, Región de",General,Variación trimestral,2016T1,0.0
"14 Murcia, Región de",General,Variación trimestral,2015T4,-0.8
"14 Murcia, Región de",General,Variación trimestral,2015T3,0.4
"14 Murcia, Región de",General,Variación trimestral,2015T2,3.3
"14 Murcia, Región de",General,Variación trimestral,2015T1,-1.0
"14 Murcia, Región de",General,Variación trimestral,2014T4,-0.9
"14 Murcia, Región de",General,Variación trimestral,2014T3,0.5
"14 Murcia, Región de",General,Variación trimestral,2014T2,2.6
"14 Murcia, Región de",General,Variación trimestral,2014T1,0.5
"14 Murcia, Región de",General,Variación trimestral,2013T4,-2.1
"14 Murcia, Región de",General,Variación trimestral,2013T3,0.2
"14 Murcia, Región de",General,Variación trimestral,2013T2,-3.0
"14 Murcia, Región de",General,Variación trimestral,2013T1,-9.4
"14 Murcia, Región de",General,Variación trimestral,2012T4,-3.5
"14 Murcia, Región de",General,Variación trimestral,2012T3,-1.6
"14 Murcia, Región de",General,Variación trimestral,2012T2,-2.0
"14 Murcia, Región de",General,Variación trimestral,2012T1,-4.9
"14 Murcia, Región de",General,Variación trimestral,2011T4,-3.2
"14 Murcia, Región de",General,Variación trimestral,2011T3,-1.8
"14 Murcia, Región de",General,Variación trimestral,2011T2,-0.9
"14 Murcia, Región de",General,Variación trimestral,2011T1,-1.4
"14 Murcia, Región de",General,Variación trimestral,2010T4,-1.5
"14 Murcia, Región de",General,Variación trimestral,2010T3,-1.5
"14 Murcia, Región de",General,Variación trimestral,2010T2,2.0
"14 Murcia, Región de",General,Variación trimestral,2010T1,-1.6
"14 Murcia, Región de",General,Variación trimestral,2009T4,-0.1
"14 Murcia, Región de",General,Variación trimestral,2009T3,0.4
"14 Murcia, Región de",General,Variación trimestral,2009T2,0.2
"14 Murcia, Región de",General,Variación trimestral,2009T1,-0.5
"14 Murcia, Región de",General,Variación trimestral,2008T4,-1.1
"14 Murcia, Región de",General,Variación trimestral,2008T3,0.2
"14 Murcia, Región de",General,Variación trimestral,2008T2,-0.2
"14 Murcia, Región de",General,Variación trimestral,2008T1,0.3
"14 Murcia, Región de",General,Variación trimestral,2007T4,1.8
"14 Murcia, Región de",General,Variación trimestral,2007T3,2.6
"14 Murcia, Región de",General,Variación trimestral,2007T2,3.6
"14 Murcia, Región de",General,Variación trimestral,2007T1,4.4
"14 Murcia, Región de",General,Variación anual,2025T1,13.3
"14 Murcia, Región de",General,Variación anual,2024T4,11.7
"14 Murcia, Región de",General,Variación anual,2024T3,9.0
"14 Murcia, Región de",General,Variación anual,2024T2,7.5
"14 Murcia, Región de",General,Variación anual,2024T1,5.7
"14 Murcia, Región de",General,Variación anual,2023T4,3.8
"14 Murcia, Región de",General,Variación anual,2023T3,2.3
"14 Murcia, Región de",General,Variación anual,2023T2,1.4
"14 Murcia, Región de",General,Variación anual,2023T1,1.7
"14 Murcia, Región de",General,Variación anual,2022T4,4.8
"14 Murcia, Región de",General,Variación anual,2022T3,7.1
"14 Murcia, Región de",General,Variación anual,2022T2,9.3
"14 Murcia, Región de",General,Variación anual,2022T1,9.5
"14 Murcia, Región de",General,Variación anual,2021T4,6.6
"14 Murcia, Región de",General,Variación anual,2021T3,6.3
"14 Murcia, Región de",General,Variación anual,2021T2,4.4
"14 Murcia, Región de",General,Variación anual,2021T1,3.5
"14 Murcia, Región de",General,Variación anual,2020T4,3.0
"14 Murcia, Región de",General,Variación anual,2020T3,3.0
"14 Murcia, Región de",General,Variación anual,2020T2,2.9
"14 Murcia, Región de",General,Variación anual,2020T1,3.3
"14 Murcia, Región de",General,Variación anual,2019T4,4.6
"14 Murcia, Región de",General,Variación anual,2019T3,3.7
"14 Murcia, Región de",General,Variación anual,2019T2,5.5
"14 Murcia, Región de",General,Variación anual,2019T1,4.5
"14 Murcia, Región de",General,Variación anual,2018T4,4.5
"14 Murcia, Región de",General,Variación anual,2018T3,3.9
"14 Murcia, Región de",General,Variación anual,2018T2,2.6
"14 Murcia, Región de",General,Variación anual,2018T1,2.7
"14 Murcia, Región de",General,Variación anual,2017T4,1.9
"14 Murcia, Región de",General,Variación anual,2017T3,1.8
"14 Murcia, Región de",General,Variación anual,2017T2,0.3
"14 Murcia, Región de",General,Variación anual,2017T1,0.9
"14 Murcia, Región de",General,Variación anual,2016T4,0.7
"14 Murcia, Región de",General,Variación anual,2016T3,0.7
"14 Murcia, Región de",General,Variación anual,2016T2,1.4
"14 Murcia, Región de",General,Variación anual,2016T1,2.9
"14 Murcia, Región de",General,Variación anual,2015T4,1.8
"14 Murcia, Región de",General,Variación anual,2015T3,1.8
"14 Murcia, Región de",General,Variación anual,2015T2,1.9
"14 Murcia, Región de",General,Variación anual,2015T1,1.2
"14 Murcia, Región de",General,Variación anual,2014T4,2.7
"14 Murcia, Región de",General,Variación anual,2014T3,1.5
"14 Murcia, Región de",General,Variación anual,2014T2,1.2
"14 Murcia, Región de",General,Variación anual,2014T1,-4.4
"14 Murcia, Región de",General,Variación anual,2013T4,-13.8
"14 Murcia, Región de",General,Variación anual,2013T3,-15.0
"14 Murcia, Región de",General,Variación anual,2013T2,-16.6
"14 Murcia, Región de",General,Variación anual,2013T1,-15.7
"14 Murcia, Región de",General,Variación anual,2012T4,-11.5
"14 Murcia, Región de",General,Variación anual,2012T3,-11.3
"14 Murcia, Región de",General,Variación anual,2012T2,-11.4
"14 Murcia, Región de",General,Variación anual,2012T1,-10.4
"14 Murcia, Región de",General,Variación anual,2011T4,-7.1
"14 Murcia, Región de",General,Variación anual,2011T3,-5.5
"14 Murcia, Región de",General,Variación anual,2011T2,-5.2
"14 Murcia, Región de",General,Variación anual,2011T1,-2.4
"14 Murcia, Región de",General,Variación anual,2010T4,-2.6
"14 Murcia, Región de",General,Variación anual,2010T3,-1.2
"14 Murcia, Región de",General,Variación anual,2010T2,0.7
"14 Murcia, Región de",General,Variación anual,2010T1,-1.1
"14 Murcia, Región de",General,Variación anual,2009T4,0.0
"14 Murcia, Región de",General,Variación anual,2009T3,-1.1
"14 Murcia, Región de",General,Variación anual,2009T2,-1.3
"14 Murcia, Región de",General,Variación anual,2009T1,-1.6
"14 Murcia, Región de",General,Variación anual,2008T4,-0.8
"14 Murcia, Región de",General,Variación anual,2008T3,2.1
"14 Murcia, Región de",General,Variación anual,2008T2,4.6
"14 Murcia, Región de",General,Variación anual,2008T1,8.5
"14 Murcia, Región de",General,Variación anual,2007T4,13.0
"14 Murcia, Región de",General,Variación anual,2007T3,15.0
"14 Murcia, Región de",General,Variación anual,2007T2,15.6
"14 Murcia, Región de",General,Variación anual,2007T1,15.5
"14 Murcia, Región de",General,Variación en lo que va de año,2025T1,3.2
"14 Murcia, Región de",General,Variación en lo que va de año,2024T4,11.7
"14 Murcia, Región de",General,Variación en lo que va de año,2024T3,8.6
"14 Murcia, Región de",General,Variación en lo que va de año,2024T2,5.6
"14 Murcia, Región de",General,Variación en lo que va de año,2024T1,1.7
"14 Murcia, Región de",General,Variación en lo que va de año,2023T4,3.8
"14 Murcia, Región de",General,Variación en lo que va de año,2023T3,3.4
"14 Murcia, Región de",General,Variación en lo que va de año,2023T2,2.0
"14 Murcia, Región de",General,Variación en lo que va de año,2023T1,-0.1
"14 Murcia, Región de",General,Variación en lo que va de año,2022T4,4.8
"14 Murcia, Región de",General,Variación en lo que va de año,2022T3,6.0
"14 Murcia, Región de",General,Variación en lo que va de año,2022T2,5.4
"14 Murcia, Región de",General,Variación en lo que va de año,2022T1,3.0
"14 Murcia, Región de",General,Variación en lo que va de año,2021T4,6.6
"14 Murcia, Región de",General,Variación en lo que va de año,2021T3,5.6
"14 Murcia, Región de",General,Variación en lo que va de año,2021T2,2.8
"14 Murcia, Región de",General,Variación en lo que va de año,2021T1,0.3
"14 Murcia, Región de",General,Variación en lo que va de año,2020T4,3.0
"14 Murcia, Región de",General,Variación en lo que va de año,2020T3,2.3
"14 Murcia, Región de",General,Variación en lo que va de año,2020T2,1.5
"14 Murcia, Región de",General,Variación en lo que va de año,2020T1,-0.1
"14 Murcia, Región de",General,Variación en lo que va de año,2019T4,4.6
"14 Murcia, Región de",General,Variación en lo que va de año,2019T3,3.9
"14 Murcia, Región de",General,Variación en lo que va de año,2019T2,3.2
"14 Murcia, Región de",General,Variación en lo que va de año,2019T1,1.1
"14 Murcia, Región de",General,Variación en lo que va de año,2018T4,4.5
"14 Murcia, Región de",General,Variación en lo que va de año,2018T3,4.7
"14 Murcia, Región de",General,Variación en lo que va de año,2018T2,2.2
"14 Murcia, Región de",General,Variación en lo que va de año,2018T1,1.1
"14 Murcia, Región de",General,Variación en lo que va de año,2017T4,1.9
"14 Murcia, Región de",General,Variación en lo que va de año,2017T3,2.6
"14 Murcia, Región de",General,Variación en lo que va de año,2017T2,1.4
"14 Murcia, Región de",General,Variación en lo que va de año,2017T1,0.3
"14 Murcia, Región de",General,Variación en lo que va de año,2016T4,0.7
"14 Murcia, Región de",General,Variación en lo que va de año,2016T3,1.6
"14 Murcia, Región de",General,Variación en lo que va de año,2016T2,1.8
"14 Murcia, Región de",General,Variación en lo que va de año,2016T1,0.0
"14 Murcia, Región de",General,Variación en lo que va de año,2015T4,1.8
"14 Murcia, Región de",General,Variación en lo que va de año,2015T3,2.6
"14 Murcia, Región de",General,Variación en lo que va de año,2015T2,2.3
"14 Murcia, Región de",General,Variación en lo que va de año,2015T1,-1.0
"14 Murcia, Región de",General,Variación en lo que va de año,2014T4,2.7
"14 Murcia, Región de",General,Variación en lo que va de año,2014T3,3.6
"14 Murcia, Región de",General,Variación en lo que va de año,2014T2,3.1
"14 Murcia, Región de",General,Variación en lo que va de año,2014T1,0.5
"14 Murcia, Región de",General,Variación en lo que va de año,2013T4,-13.8
"14 Murcia, Región de",General,Variación en lo que va de año,2013T3,-12.0
"14 Murcia, Región de",General,Variación en lo que va de año,2013T2,-12.1
"14 Murcia, Región de",General,Variación en lo que va de año,2013T1,-9.4
"14 Murcia, Región de",General,Variación en lo que va de año,2012T4,-11.5
"14 Murcia, Región de",General,Variación en lo que va de año,2012T3,-8.3
"14 Murcia, Región de",General,Variación en lo que va de año,2012T2,-6.8
"14 Murcia, Región de",General,Variación en lo que va de año,2012T1,-4.9
"14 Murcia, Región de",General,Variación en lo que va de año,2011T4,-7.1
"14 Murcia, Región de",General,Variación en lo que va de año,2011T3,-4.1
"14 Murcia, Región de",General,Variación en lo que va de año,2011T2,-2.3
"14 Murcia, Región de",General,Variación en lo que va de año,2011T1,-1.4
"14 Murcia, Región de",General,Variación en lo que va de año,2010T4,-2.6
"14 Murcia, Región de",General,Variación en lo que va de año,2010T3,-1.1
"14 Murcia, Región de",General,Variación en lo que va de año,2010T2,0.4
"14 Murcia, Región de",General,Variación en lo que va de año,2010T1,-1.6
"14 Murcia, Región de",General,Variación en lo que va de año,2009T4,0.0
"14 Murcia, Región de",General,Variación en lo que va de año,2009T3,0.0
"14 Murcia, Región de",General,Variación en lo que va de año,2009T2,-0.4
"14 Murcia, Región de",General,Variación en lo que va de año,2009T1,-0.5
"14 Murcia, Región de",General,Variación en lo que va de año,2008T4,-0.8
"14 Murcia, Región de",General,Variación en lo que va de año,2008T3,0.3
"14 Murcia, Región de",General,Variación en lo que va de año,2008T2,0.1
"14 Murcia, Región de",General,Variación en lo que va de año,2008T1,0.3
"14 Murcia, Región de",General,Variación en lo que va de año,2007T4,13.0
"14 Murcia, Región de",General,Variación en lo que va de año,2007T3,10.9
"14 Murcia, Región de",General,Variación en lo que va de año,2007T2,8.1
"14 Murcia, Región de",General,Variación en lo que va de año,2007T1,4.4
"14 Murcia, Región de",Vivienda nueva,Índice,2025T1,191.756
"14 Murcia, Región de",Vivienda nueva,Índice,2024T4,185.959
"14 Murcia, Región de",Vivienda nueva,Índice,2024T3,176.335
"14 Murcia, Región de",Vivienda nueva,Índice,2024T2,175.354
"14 Murcia, Región de",Vivienda nueva,Índice,2024T1,172.668
"14 Murcia, Región de",Vivienda nueva,Índice,2023T4,165.316
"14 Murcia, Región de",Vivienda nueva,Índice,2023T3,163.918
"14 Murcia, Región de",Vivienda nueva,Índice,2023T2,162.88
"14 Murcia, Región de",Vivienda nueva,Índice,2023T1,158.58
"14 Murcia, Región de",Vivienda nueva,Índice,2022T4,157.926
"14 Murcia, Región de",Vivienda nueva,Índice,2022T3,153.549
"14 Murcia, Región de",Vivienda nueva,Índice,2022T2,154.729
"14 Murcia, Región de",Vivienda nueva,Índice,2022T1,149.674
"14 Murcia, Región de",Vivienda nueva,Índice,2021T4,147.422
"14 Murcia, Región de",Vivienda nueva,Índice,2021T3,146.555
"14 Murcia, Región de",Vivienda nueva,Índice,2021T2,141.186
"14 Murcia, Región de",Vivienda nueva,Índice,2021T1,136.227
"14 Murcia, Región de",Vivienda nueva,Índice,2020T4,137.4
"14 Murcia, Región de",Vivienda nueva,Índice,2020T3,138.89
"14 Murcia, Región de",Vivienda nueva,Índice,2020T2,132.253
"14 Murcia, Región de",Vivienda nueva,Índice,2020T1,127.081
"14 Murcia, Región de",Vivienda nueva,Índice,2019T4,127.612
"14 Murcia, Región de",Vivienda nueva,Índice,2019T3,126.011
"14 Murcia, Región de",Vivienda nueva,Índice,2019T2,125.967
"14 Murcia, Región de",Vivienda nueva,Índice,2019T1,121.474
"14 Murcia, Región de",Vivienda nueva,Índice,2018T4,116.677
"14 Murcia, Región de",Vivienda nueva,Índice,2018T3,118.974
"14 Murcia, Región de",Vivienda nueva,Índice,2018T2,113.399
"14 Murcia, Región de",Vivienda nueva,Índice,2018T1,111.502
"14 Murcia, Región de",Vivienda nueva,Índice,2017T4,108.465
"14 Murcia, Región de",Vivienda nueva,Índice,2017T3,110.661
"14 Murcia, Región de",Vivienda nueva,Índice,2017T2,108.716
"14 Murcia, Región de",Vivienda nueva,Índice,2017T1,107.184
"14 Murcia, Región de",Vivienda nueva,Índice,2016T4,105.402
"14 Murcia, Región de",Vivienda nueva,Índice,2016T3,107.13
"14 Murcia, Región de",Vivienda nueva,Índice,2016T2,109.076
"14 Murcia, Región de",Vivienda nueva,Índice,2016T1,102.969
"14 Murcia, Región de",Vivienda nueva,Índice,2015T4,101.242
"14 Murcia, Región de",Vivienda nueva,Índice,2015T3,100.915
"14 Murcia, Región de",Vivienda nueva,Índice,2015T2,100.098
"14 Murcia, Región de",Vivienda nueva,Índice,2015T1,97.746
"14 Murcia, Región de",Vivienda nueva,Índice,2014T4,96.767
"14 Murcia, Región de",Vivienda nueva,Índice,2014T3,97.673
"14 Murcia, Región de",Vivienda nueva,Índice,2014T2,96.491
"14 Murcia, Región de",Vivienda nueva,Índice,2014T1,95.374
"14 Murcia, Región de",Vivienda nueva,Índice,2013T4,94.475
"14 Murcia, Región de",Vivienda nueva,Índice,2013T3,98.186
"14 Murcia, Región de",Vivienda nueva,Índice,2013T2,97.161
"14 Murcia, Región de",Vivienda nueva,Índice,2013T1,102.928
"14 Murcia, Región de",Vivienda nueva,Índice,2012T4,113.791
"14 Murcia, Región de",Vivienda nueva,Índice,2012T3,117.988
"14 Murcia, Región de",Vivienda nueva,Índice,2012T2,119.058
"14 Murcia, Región de",Vivienda nueva,Índice,2012T1,121.391
"14 Murcia, Región de",Vivienda nueva,Índice,2011T4,127.117
"14 Murcia, Región de",Vivienda nueva,Índice,2011T3,130.504
"14 Murcia, Región de",Vivienda nueva,Índice,2011T2,132.865
"14 Murcia, Región de",Vivienda nueva,Índice,2011T1,133.625
"14 Murcia, Región de",Vivienda nueva,Índice,2010T4,133.899
"14 Murcia, Región de",Vivienda nueva,Índice,2010T3,137.129
"14 Murcia, Región de",Vivienda nueva,Índice,2010T2,138.792
"14 Murcia, Región de",Vivienda nueva,Índice,2010T1,135.725
"14 Murcia, Región de",Vivienda nueva,Índice,2009T4,138.362
"14 Murcia, Región de",Vivienda nueva,Índice,2009T3,138.658
"14 Murcia, Región de",Vivienda nueva,Índice,2009T2,138.08
"14 Murcia, Región de",Vivienda nueva,Índice,2009T1,137.76
"14 Murcia, Región de",Vivienda nueva,Índice,2008T4,138.187
"14 Murcia, Región de",Vivienda nueva,Índice,2008T3,138.26
"14 Murcia, Región de",Vivienda nueva,Índice,2008T2,135.771
"14 Murcia, Región de",Vivienda nueva,Índice,2008T1,135.057
"14 Murcia, Región de",Vivienda nueva,Índice,2007T4,134.51
"14 Murcia, Región de",Vivienda nueva,Índice,2007T3,130.257
"14 Murcia, Región de",Vivienda nueva,Índice,2007T2,126.329
"14 Murcia, Región de",Vivienda nueva,Índice,2007T1,122.384
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2025T1,3.1
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2024T4,5.5
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2024T3,0.6
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2024T2,1.6
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2024T1,4.4
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2023T4,0.9
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2023T3,0.6
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2023T2,2.7
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2023T1,0.4
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2022T4,2.9
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2022T3,-0.8
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2022T2,3.4
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2022T1,1.5
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2021T4,0.6
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2021T3,3.8
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2021T2,3.6
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2021T1,-0.9
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2020T4,-1.1
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2020T3,5.0
"14 Murcia, Región de",Vivienda nueva,Variación trimestral,2020T2,4.1
