Comunidades y Ciudades Autónomas,Superficie Util,Tamaño Hogar,Año,Total
06 Cantabria,Entre 76 y 105 m2,3 personas,2017,20.9
06 Cantabria,Entre 76 y 105 m2,3 personas,2016,21.4
06 Cantabria,Entre 76 y 105 m2,3 personas,2015,17.8
06 Cantabria,Entre 76 y 105 m2,3 personas,2014,21.4
06 Cantabria,Entre 76 y 105 m2,3 personas,2013,18.9
06 Cantabria,Entre 76 y 105 m2,4 personas,2020,14.8
06 Cantabria,Entre 76 y 105 m2,4 personas,2019,15.2
06 Cantabria,Entre 76 y 105 m2,4 personas,2018,15.0
06 Cantabria,Entre 76 y 105 m2,4 personas,2017,14.3
06 Cantabria,Entre 76 y 105 m2,4 personas,2016,13.4
06 Cantabria,Entre 76 y 105 m2,4 personas,2015,15.9
06 Cantabria,Entre 76 y 105 m2,4 personas,2014,14.0
06 Cantabria,Entre 76 y 105 m2,4 personas,2013,15.7
06 Cantabria,Entre 76 y 105 m2,5 personas,2020,2.2
06 Cantabria,Entre 76 y 105 m2,5 personas,2019,3.5
06 Cantabria,Entre 76 y 105 m2,5 personas,2018,2.8
06 Cantabria,Entre 76 y 105 m2,5 personas,2017,2.9
06 Cantabria,Entre 76 y 105 m2,5 personas,2016,2.1
06 Cantabria,Entre 76 y 105 m2,5 personas,2015,3.4
06 Cantabria,Entre 76 y 105 m2,5 personas,2014,2.9
06 Cantabria,Entre 76 y 105 m2,5 personas,2013,3.1
06 Cantabria,Entre 76 y 105 m2,6 personas,2020,0.4
06 Cantabria,Entre 76 y 105 m2,6 personas,2019,0.6
06 Cantabria,Entre 76 y 105 m2,6 personas,2018,0.3
06 Cantabria,Entre 76 y 105 m2,6 personas,2017,0.9
06 Cantabria,Entre 76 y 105 m2,6 personas,2016,1.7
06 Cantabria,Entre 76 y 105 m2,6 personas,2015,0.7
06 Cantabria,Entre 76 y 105 m2,6 personas,2014,1.3
06 Cantabria,Entre 76 y 105 m2,6 personas,2013,0.5
06 Cantabria,Entre 76 y 105 m2,7 personas,2019,0.1
06 Cantabria,Entre 76 y 105 m2,7 personas,2018,0.1
06 Cantabria,Entre 76 y 105 m2,7 personas,2017,0.1
06 Cantabria,Entre 76 y 105 m2,7 personas,2016,0.1
06 Cantabria,Entre 76 y 105 m2,7 personas,2015,0.1
06 Cantabria,Entre 76 y 105 m2,8 personas o más,2018,0.4
06 Cantabria,Entre 76 y 105 m2,8 personas o más,2013,0.3
06 Cantabria,Entre 106 y 150 m2,Total,2020,38.9
06 Cantabria,Entre 106 y 150 m2,Total,2019,36.2
06 Cantabria,Entre 106 y 150 m2,Total,2018,39.0
06 Cantabria,Entre 106 y 150 m2,Total,2017,35.0
06 Cantabria,Entre 106 y 150 m2,Total,2016,36.4
06 Cantabria,Entre 106 y 150 m2,Total,2015,41.7
06 Cantabria,Entre 106 y 150 m2,Total,2014,34.6
06 Cantabria,Entre 106 y 150 m2,Total,2013,38.1
06 Cantabria,Entre 106 y 150 m2,1 persona,2020,8.0
06 Cantabria,Entre 106 y 150 m2,1 persona,2019,7.8
06 Cantabria,Entre 106 y 150 m2,1 persona,2018,8.8
06 Cantabria,Entre 106 y 150 m2,1 persona,2017,8.4
06 Cantabria,Entre 106 y 150 m2,1 persona,2016,8.5
06 Cantabria,Entre 106 y 150 m2,1 persona,2015,6.8
06 Cantabria,Entre 106 y 150 m2,1 persona,2014,5.7
06 Cantabria,Entre 106 y 150 m2,1 persona,2013,5.6
06 Cantabria,Entre 106 y 150 m2,2 personas,2020,12.8
06 Cantabria,Entre 106 y 150 m2,2 personas,2019,9.8
06 Cantabria,Entre 106 y 150 m2,2 personas,2018,12.3
06 Cantabria,Entre 106 y 150 m2,2 personas,2017,10.8
06 Cantabria,Entre 106 y 150 m2,2 personas,2016,11.9
06 Cantabria,Entre 106 y 150 m2,2 personas,2015,15.0
06 Cantabria,Entre 106 y 150 m2,2 personas,2014,8.4
06 Cantabria,Entre 106 y 150 m2,2 personas,2013,11.2
06 Cantabria,Entre 106 y 150 m2,3 personas,2020,8.8
06 Cantabria,Entre 106 y 150 m2,3 personas,2019,9.8
06 Cantabria,Entre 106 y 150 m2,3 personas,2018,8.7
06 Cantabria,Entre 106 y 150 m2,3 personas,2017,6.6
06 Cantabria,Entre 106 y 150 m2,3 personas,2016,7.6
06 Cantabria,Entre 106 y 150 m2,3 personas,2015,10.5
06 Cantabria,Entre 106 y 150 m2,3 personas,2014,9.7
06 Cantabria,Entre 106 y 150 m2,3 personas,2013,10.1
06 Cantabria,Entre 106 y 150 m2,4 personas,2020,7.7
06 Cantabria,Entre 106 y 150 m2,4 personas,2019,6.6
06 Cantabria,Entre 106 y 150 m2,4 personas,2018,7.5
06 Cantabria,Entre 106 y 150 m2,4 personas,2017,7.2
06 Cantabria,Entre 106 y 150 m2,4 personas,2016,6.2
06 Cantabria,Entre 106 y 150 m2,4 personas,2015,7.2
06 Cantabria,Entre 106 y 150 m2,4 personas,2014,7.7
06 Cantabria,Entre 106 y 150 m2,4 personas,2013,7.7
06 Cantabria,Entre 106 y 150 m2,5 personas,2020,1.4
06 Cantabria,Entre 106 y 150 m2,5 personas,2019,1.6
06 Cantabria,Entre 106 y 150 m2,5 personas,2018,1.5
06 Cantabria,Entre 106 y 150 m2,5 personas,2017,1.5
06 Cantabria,Entre 106 y 150 m2,5 personas,2016,1.8
06 Cantabria,Entre 106 y 150 m2,5 personas,2015,1.6
06 Cantabria,Entre 106 y 150 m2,5 personas,2014,3.1
06 Cantabria,Entre 106 y 150 m2,5 personas,2013,2.2
06 Cantabria,Entre 106 y 150 m2,6 personas,2019,0.5
06 Cantabria,Entre 106 y 150 m2,6 personas,2018,0.2
06 Cantabria,Entre 106 y 150 m2,6 personas,2017,0.6
06 Cantabria,Entre 106 y 150 m2,6 personas,2016,0.2
06 Cantabria,Entre 106 y 150 m2,6 personas,2015,0.5
06 Cantabria,Entre 106 y 150 m2,6 personas,2014,0.2
06 Cantabria,Entre 106 y 150 m2,6 personas,2013,1.2
06 Cantabria,Entre 106 y 150 m2,7 personas,2020,0.1
06 Cantabria,Entre 106 y 150 m2,7 personas,2019,0.1
06 Cantabria,Entre 106 y 150 m2,7 personas,2015,0.1
06 Cantabria,Más de 150 m2,Total,2020,37.9
06 Cantabria,Más de 150 m2,Total,2019,27.4
06 Cantabria,Más de 150 m2,Total,2018,30.1
06 Cantabria,Más de 150 m2,Total,2017,24.4
06 Cantabria,Más de 150 m2,Total,2016,26.3
06 Cantabria,Más de 150 m2,Total,2015,24.7
06 Cantabria,Más de 150 m2,Total,2014,24.9
06 Cantabria,Más de 150 m2,Total,2013,29.9
06 Cantabria,Más de 150 m2,1 persona,2020,6.7
06 Cantabria,Más de 150 m2,1 persona,2019,4.6
06 Cantabria,Más de 150 m2,1 persona,2018,5.5
06 Cantabria,Más de 150 m2,1 persona,2017,4.2
06 Cantabria,Más de 150 m2,1 persona,2016,4.9
06 Cantabria,Más de 150 m2,1 persona,2015,4.3
06 Cantabria,Más de 150 m2,1 persona,2014,5.0
06 Cantabria,Más de 150 m2,1 persona,2013,3.6
06 Cantabria,Más de 150 m2,2 personas,2020,9.8
06 Cantabria,Más de 150 m2,2 personas,2019,9.0
06 Cantabria,Más de 150 m2,2 personas,2018,7.3
06 Cantabria,Más de 150 m2,2 personas,2017,6.3
06 Cantabria,Más de 150 m2,2 personas,2016,7.3
06 Cantabria,Más de 150 m2,2 personas,2015,5.8
06 Cantabria,Más de 150 m2,2 personas,2014,7.1
06 Cantabria,Más de 150 m2,2 personas,2013,10.1
06 Cantabria,Más de 150 m2,3 personas,2020,9.0
06 Cantabria,Más de 150 m2,3 personas,2019,5.3
06 Cantabria,Más de 150 m2,3 personas,2018,6.7
06 Cantabria,Más de 150 m2,3 personas,2017,6.0
06 Cantabria,Más de 150 m2,3 personas,2016,5.0
06 Cantabria,Más de 150 m2,3 personas,2015,7.0
06 Cantabria,Más de 150 m2,3 personas,2014,4.2
06 Cantabria,Más de 150 m2,3 personas,2013,5.8
06 Cantabria,Más de 150 m2,4 personas,2020,9.0
06 Cantabria,Más de 150 m2,4 personas,2019,5.8
06 Cantabria,Más de 150 m2,4 personas,2018,8.3
06 Cantabria,Más de 150 m2,4 personas,2017,5.9
06 Cantabria,Más de 150 m2,4 personas,2016,7.9
06 Cantabria,Más de 150 m2,4 personas,2015,5.5
06 Cantabria,Más de 150 m2,4 personas,2014,6.2
06 Cantabria,Más de 150 m2,4 personas,2013,7.5
06 Cantabria,Más de 150 m2,5 personas,2020,2.2
06 Cantabria,Más de 150 m2,5 personas,2019,2.1
06 Cantabria,Más de 150 m2,5 personas,2018,1.5
06 Cantabria,Más de 150 m2,5 personas,2017,1.8
06 Cantabria,Más de 150 m2,5 personas,2016,0.9
06 Cantabria,Más de 150 m2,5 personas,2015,1.9
06 Cantabria,Más de 150 m2,5 personas,2014,1.6
06 Cantabria,Más de 150 m2,5 personas,2013,2.0
06 Cantabria,Más de 150 m2,6 personas,2020,0.9
06 Cantabria,Más de 150 m2,6 personas,2019,0.4
06 Cantabria,Más de 150 m2,6 personas,2018,0.7
06 Cantabria,Más de 150 m2,6 personas,2017,0.1
06 Cantabria,Más de 150 m2,6 personas,2016,0.2
06 Cantabria,Más de 150 m2,6 personas,2015,0.3
06 Cantabria,Más de 150 m2,6 personas,2013,0.8
06 Cantabria,Más de 150 m2,7 personas,2020,0.3
06 Cantabria,Más de 150 m2,7 personas,2019,0.1
06 Cantabria,Más de 150 m2,7 personas,2018,0.1
06 Cantabria,Más de 150 m2,7 personas,2017,0.1
06 Cantabria,Más de 150 m2,7 personas,2014,0.6
06 Cantabria,Más de 150 m2,7 personas,2013,0.2
06 Cantabria,Más de 150 m2,8 personas o más,2020,0.1
06 Cantabria,Más de 150 m2,8 personas o más,2019,0.1
06 Cantabria,Más de 150 m2,8 personas o más,2017,0.1
06 Cantabria,Más de 150 m2,8 personas o más,2016,0.0
07 Castilla y León,Total,Total,2020,1020.5
07 Castilla y León,Total,Total,2019,1018.9
07 Castilla y León,Total,Total,2018,1015.5
07 Castilla y León,Total,Total,2017,1019.0
07 Castilla y León,Total,Total,2016,1023.2
07 Castilla y León,Total,Total,2015,1028.0
07 Castilla y León,Total,Total,2014,1030.7
07 Castilla y León,Total,Total,2013,1031.3
07 Castilla y León,Total,1 persona,2020,307.9
07 Castilla y León,Total,1 persona,2019,301.9
07 Castilla y León,Total,1 persona,2018,297.7
07 Castilla y León,Total,1 persona,2017,295.5
07 Castilla y León,Total,1 persona,2016,294.2
07 Castilla y León,Total,1 persona,2015,292.9
07 Castilla y León,Total,1 persona,2014,289.7
07 Castilla y León,Total,1 persona,2013,283.4
07 Castilla y León,Total,2 personas,2020,330.2
07 Castilla y León,Total,2 personas,2019,329.9
07 Castilla y León,Total,2 personas,2018,329.2
07 Castilla y León,Total,2 personas,2017,329.6
07 Castilla y León,Total,2 personas,2016,330.5
07 Castilla y León,Total,2 personas,2015,331.7
07 Castilla y León,Total,2 personas,2014,332.3
07 Castilla y León,Total,2 personas,2013,331.4
07 Castilla y León,Total,3 personas,2020,198.9
07 Castilla y León,Total,3 personas,2019,200.7
07 Castilla y León,Total,3 personas,2018,201.1
07 Castilla y León,Total,3 personas,2017,203.4
07 Castilla y León,Total,3 personas,2016,205.5
07 Castilla y León,Total,3 personas,2015,207.6
07 Castilla y León,Total,3 personas,2014,209.1
07 Castilla y León,Total,3 personas,2013,211.2
07 Castilla y León,Total,4 personas,2020,148.8
07 Castilla y León,Total,4 personas,2019,151.1
07 Castilla y León,Total,4 personas,2018,150.6
07 Castilla y León,Total,4 personas,2017,153.0
07 Castilla y León,Total,4 personas,2016,154.8
07 Castilla y León,Total,4 personas,2015,156.6
07 Castilla y León,Total,4 personas,2014,159.0
07 Castilla y León,Total,4 personas,2013,162.7
07 Castilla y León,Total,5 personas,2020,31.4
07 Castilla y León,Total,5 personas,2019,31.7
07 Castilla y León,Total,5 personas,2018,29.7
07 Castilla y León,Total,5 personas,2017,31.6
07 Castilla y León,Total,5 personas,2016,31.1
07 Castilla y León,Total,5 personas,2015,30.9
07 Castilla y León,Total,5 personas,2014,31.6
07 Castilla y León,Total,5 personas,2013,34.0
07 Castilla y León,Total,6 personas,2020,2.8
07 Castilla y León,Total,6 personas,2019,3.5
07 Castilla y León,Total,6 personas,2018,4.6
07 Castilla y León,Total,6 personas,2017,5.1
07 Castilla y León,Total,6 personas,2016,4.4
07 Castilla y León,Total,6 personas,2015,5.8
07 Castilla y León,Total,6 personas,2014,7.0
07 Castilla y León,Total,6 personas,2013,5.2
07 Castilla y León,Total,7 personas,2020,0.5
07 Castilla y León,Total,7 personas,2019,0.1
07 Castilla y León,Total,7 personas,2018,1.5
07 Castilla y León,Total,7 personas,2017,0.7
07 Castilla y León,Total,7 personas,2016,1.7
07 Castilla y León,Total,7 personas,2015,1.9
07 Castilla y León,Total,7 personas,2014,1.7
07 Castilla y León,Total,7 personas,2013,2.7
07 Castilla y León,Total,8 personas o más,2019,0.1
07 Castilla y León,Total,8 personas o más,2018,1.1
07 Castilla y León,Total,8 personas o más,2017,0.0
07 Castilla y León,Total,8 personas o más,2016,1.0
07 Castilla y León,Total,8 personas o más,2015,0.7
07 Castilla y León,Total,8 personas o más,2014,0.4
07 Castilla y León,Total,8 personas o más,2013,0.7
07 Castilla y León,Menos de 46 m2,Total,2020,16.0
07 Castilla y León,Menos de 46 m2,Total,2019,15.5
07 Castilla y León,Menos de 46 m2,Total,2018,16.1
07 Castilla y León,Menos de 46 m2,Total,2017,20.1
07 Castilla y León,Menos de 46 m2,Total,2016,22.5
07 Castilla y León,Menos de 46 m2,Total,2015,17.7
07 Castilla y León,Menos de 46 m2,Total,2014,19.7
07 Castilla y León,Menos de 46 m2,Total,2013,15.2
07 Castilla y León,Menos de 46 m2,1 persona,2020,11.8
07 Castilla y León,Menos de 46 m2,1 persona,2019,9.1
07 Castilla y León,Menos de 46 m2,1 persona,2018,11.1
07 Castilla y León,Menos de 46 m2,1 persona,2017,12.7
07 Castilla y León,Menos de 46 m2,1 persona,2016,11.3
07 Castilla y León,Menos de 46 m2,1 persona,2015,13.3
07 Castilla y León,Menos de 46 m2,1 persona,2014,15.0
07 Castilla y León,Menos de 46 m2,1 persona,2013,8.3
07 Castilla y León,Menos de 46 m2,2 personas,2020,3.3
07 Castilla y León,Menos de 46 m2,2 personas,2019,1.8
07 Castilla y León,Menos de 46 m2,2 personas,2018,2.6
07 Castilla y León,Menos de 46 m2,2 personas,2017,4.0
07 Castilla y León,Menos de 46 m2,2 personas,2016,5.4
07 Castilla y León,Menos de 46 m2,2 personas,2015,2.4
07 Castilla y León,Menos de 46 m2,2 personas,2014,3.2
07 Castilla y León,Menos de 46 m2,2 personas,2013,5.1
07 Castilla y León,Menos de 46 m2,3 personas,2020,0.8
07 Castilla y León,Menos de 46 m2,3 personas,2019,3.7
07 Castilla y León,Menos de 46 m2,3 personas,2018,2.2
07 Castilla y León,Menos de 46 m2,3 personas,2017,0.2
07 Castilla y León,Menos de 46 m2,3 personas,2016,4.5
07 Castilla y León,Menos de 46 m2,3 personas,2015,1.6
07 Castilla y León,Menos de 46 m2,3 personas,2014,0.5
07 Castilla y León,Menos de 46 m2,3 personas,2013,1.6
07 Castilla y León,Menos de 46 m2,4 personas,2019,0.9
07 Castilla y León,Menos de 46 m2,4 personas,2018,0.2
07 Castilla y León,Menos de 46 m2,4 personas,2017,2.1
07 Castilla y León,Menos de 46 m2,4 personas,2016,0.5
07 Castilla y León,Menos de 46 m2,4 personas,2014,1.0
07 Castilla y León,Menos de 46 m2,4 personas,2013,0.2
07 Castilla y León,Menos de 46 m2,5 personas,2020,0.1
07 Castilla y León,Menos de 46 m2,5 personas,2017,0.9
07 Castilla y León,Menos de 46 m2,5 personas,2016,0.5
07 Castilla y León,Menos de 46 m2,6 personas,2017,0.1
07 Castilla y León,Menos de 46 m2,6 personas,2016,0.2
07 Castilla y León,Menos de 46 m2,7 personas,2015,0.3
07 Castilla y León,Menos de 46 m2,8 personas o más,2017,0.0
07 Castilla y León,Entre 46 y 75 m2,Total,2020,251.7
07 Castilla y León,Entre 46 y 75 m2,Total,2019,271.4
07 Castilla y León,Entre 46 y 75 m2,Total,2018,266.0
07 Castilla y León,Entre 46 y 75 m2,Total,2017,279.7
07 Castilla y León,Entre 46 y 75 m2,Total,2016,275.2
07 Castilla y León,Entre 46 y 75 m2,Total,2015,299.6
07 Castilla y León,Entre 46 y 75 m2,Total,2014,271.7
07 Castilla y León,Entre 46 y 75 m2,Total,2013,295.5
07 Castilla y León,Entre 46 y 75 m2,1 persona,2020,108.2
07 Castilla y León,Entre 46 y 75 m2,1 persona,2019,108.1
07 Castilla y León,Entre 46 y 75 m2,1 persona,2018,97.6
07 Castilla y León,Entre 46 y 75 m2,1 persona,2017,112.4
07 Castilla y León,Entre 46 y 75 m2,1 persona,2016,104.8
07 Castilla y León,Entre 46 y 75 m2,1 persona,2015,113.6
07 Castilla y León,Entre 46 y 75 m2,1 persona,2014,106.2
07 Castilla y León,Entre 46 y 75 m2,1 persona,2013,107.0
07 Castilla y León,Entre 46 y 75 m2,2 personas,2020,75.1
07 Castilla y León,Entre 46 y 75 m2,2 personas,2019,77.6
07 Castilla y León,Entre 46 y 75 m2,2 personas,2018,82.6
07 Castilla y León,Entre 46 y 75 m2,2 personas,2017,83.1
07 Castilla y León,Entre 46 y 75 m2,2 personas,2016,81.4
07 Castilla y León,Entre 46 y 75 m2,2 personas,2015,97.8
07 Castilla y León,Entre 46 y 75 m2,2 personas,2014,85.0
07 Castilla y León,Entre 46 y 75 m2,2 personas,2013,89.4
07 Castilla y León,Entre 46 y 75 m2,3 personas,2020,39.9
07 Castilla y León,Entre 46 y 75 m2,3 personas,2019,50.8
07 Castilla y León,Entre 46 y 75 m2,3 personas,2018,53.3
07 Castilla y León,Entre 46 y 75 m2,3 personas,2017,45.3
07 Castilla y León,Entre 46 y 75 m2,3 personas,2016,51.3
07 Castilla y León,Entre 46 y 75 m2,3 personas,2015,52.5
07 Castilla y León,Entre 46 y 75 m2,3 personas,2014,47.9
07 Castilla y León,Entre 46 y 75 m2,3 personas,2013,56.0
07 Castilla y León,Entre 46 y 75 m2,4 personas,2020,21.5
07 Castilla y León,Entre 46 y 75 m2,4 personas,2019,31.0
07 Castilla y León,Entre 46 y 75 m2,4 personas,2018,25.9
07 Castilla y León,Entre 46 y 75 m2,4 personas,2017,32.8
07 Castilla y León,Entre 46 y 75 m2,4 personas,2016,32.1
07 Castilla y León,Entre 46 y 75 m2,4 personas,2015,27.5
07 Castilla y León,Entre 46 y 75 m2,4 personas,2014,25.2
07 Castilla y León,Entre 46 y 75 m2,4 personas,2013,32.3
07 Castilla y León,Entre 46 y 75 m2,5 personas,2020,6.0
07 Castilla y León,Entre 46 y 75 m2,5 personas,2019,3.2
07 Castilla y León,Entre 46 y 75 m2,5 personas,2018,5.7
07 Castilla y León,Entre 46 y 75 m2,5 personas,2017,4.8
07 Castilla y León,Entre 46 y 75 m2,5 personas,2016,4.0
07 Castilla y León,Entre 46 y 75 m2,5 personas,2015,6.2
07 Castilla y León,Entre 46 y 75 m2,5 personas,2014,6.0
07 Castilla y León,Entre 46 y 75 m2,5 personas,2013,8.2
07 Castilla y León,Entre 46 y 75 m2,6 personas,2020,0.5
07 Castilla y León,Entre 46 y 75 m2,6 personas,2019,0.6
07 Castilla y León,Entre 46 y 75 m2,6 personas,2018,0.9
07 Castilla y León,Entre 46 y 75 m2,6 personas,2017,1.2
07 Castilla y León,Entre 46 y 75 m2,6 personas,2016,0.4
07 Castilla y León,Entre 46 y 75 m2,6 personas,2015,1.5
07 Castilla y León,Entre 46 y 75 m2,6 personas,2014,1.3
07 Castilla y León,Entre 46 y 75 m2,6 personas,2013,2.1
07 Castilla y León,Entre 46 y 75 m2,7 personas,2020,0.5
07 Castilla y León,Entre 46 y 75 m2,7 personas,2019,0.0
07 Castilla y León,Entre 46 y 75 m2,7 personas,2017,0.0
07 Castilla y León,Entre 46 y 75 m2,7 personas,2016,0.7
07 Castilla y León,Entre 46 y 75 m2,7 personas,2015,0.3
07 Castilla y León,Entre 46 y 75 m2,7 personas,2014,0.1
07 Castilla y León,Entre 46 y 75 m2,7 personas,2013,0.3
07 Castilla y León,Entre 46 y 75 m2,8 personas o más,2017,0.0
07 Castilla y León,Entre 46 y 75 m2,8 personas o más,2016,0.4
07 Castilla y León,Entre 46 y 75 m2,8 personas o más,2015,0.3
07 Castilla y León,Entre 46 y 75 m2,8 personas o más,2013,0.4
07 Castilla y León,Entre 76 y 105 m2,Total,2020,436.2
07 Castilla y León,Entre 76 y 105 m2,Total,2019,429.2
07 Castilla y León,Entre 76 y 105 m2,Total,2018,455.5
07 Castilla y León,Entre 76 y 105 m2,Total,2017,452.2
07 Castilla y León,Entre 76 y 105 m2,Total,2016,428.9
07 Castilla y León,Entre 76 y 105 m2,Total,2015,406.8
07 Castilla y León,Entre 76 y 105 m2,Total,2014,450.8
07 Castilla y León,Entre 76 y 105 m2,Total,2013,435.0
07 Castilla y León,Entre 76 y 105 m2,1 persona,2020,116.0
07 Castilla y León,Entre 76 y 105 m2,1 persona,2019,110.4
07 Castilla y León,Entre 76 y 105 m2,1 persona,2018,119.6
07 Castilla y León,Entre 76 y 105 m2,1 persona,2017,109.3
07 Castilla y León,Entre 76 y 105 m2,1 persona,2016,116.1
07 Castilla y León,Entre 76 y 105 m2,1 persona,2015,103.9
07 Castilla y León,Entre 76 y 105 m2,1 persona,2014,110.0
07 Castilla y León,Entre 76 y 105 m2,1 persona,2013,106.1
07 Castilla y León,Entre 76 y 105 m2,2 personas,2020,151.7
07 Castilla y León,Entre 76 y 105 m2,2 personas,2019,148.3
07 Castilla y León,Entre 76 y 105 m2,2 personas,2018,150.8
07 Castilla y León,Entre 76 y 105 m2,2 personas,2017,151.0
07 Castilla y León,Entre 76 y 105 m2,2 personas,2016,142.0
07 Castilla y León,Entre 76 y 105 m2,2 personas,2015,134.2
07 Castilla y León,Entre 76 y 105 m2,2 personas,2014,150.7
07 Castilla y León,Entre 76 y 105 m2,2 personas,2013,147.1
07 Castilla y León,Entre 76 y 105 m2,3 personas,2020,87.8
07 Castilla y León,Entre 76 y 105 m2,3 personas,2019,87.5
07 Castilla y León,Entre 76 y 105 m2,3 personas,2018,95.1
07 Castilla y León,Entre 76 y 105 m2,3 personas,2017,105.3
07 Castilla y León,Entre 76 y 105 m2,3 personas,2016,89.7
07 Castilla y León,Entre 76 y 105 m2,3 personas,2015,88.2
07 Castilla y León,Entre 76 y 105 m2,3 personas,2014,98.2
07 Castilla y León,Entre 76 y 105 m2,3 personas,2013,91.8
07 Castilla y León,Entre 76 y 105 m2,4 personas,2020,65.7
07 Castilla y León,Entre 76 y 105 m2,4 personas,2019,67.4
07 Castilla y León,Entre 76 y 105 m2,4 personas,2018,77.2
07 Castilla y León,Entre 76 y 105 m2,4 personas,2017,72.7
07 Castilla y León,Entre 76 y 105 m2,4 personas,2016,65.6
07 Castilla y León,Entre 76 y 105 m2,4 personas,2015,65.9
07 Castilla y León,Entre 76 y 105 m2,4 personas,2014,74.4
07 Castilla y León,Entre 76 y 105 m2,4 personas,2013,71.8
07 Castilla y León,Entre 76 y 105 m2,5 personas,2020,13.7
07 Castilla y León,Entre 76 y 105 m2,5 personas,2019,14.1
07 Castilla y León,Entre 76 y 105 m2,5 personas,2018,8.7
07 Castilla y León,Entre 76 y 105 m2,5 personas,2017,12.1
07 Castilla y León,Entre 76 y 105 m2,5 personas,2016,12.9
07 Castilla y León,Entre 76 y 105 m2,5 personas,2015,12.2
07 Castilla y León,Entre 76 y 105 m2,5 personas,2014,13.1
07 Castilla y León,Entre 76 y 105 m2,5 personas,2013,14.2
07 Castilla y León,Entre 76 y 105 m2,6 personas,2020,1.2
07 Castilla y León,Entre 76 y 105 m2,6 personas,2019,1.5
07 Castilla y León,Entre 76 y 105 m2,6 personas,2018,3.1
07 Castilla y León,Entre 76 y 105 m2,6 personas,2017,1.6
07 Castilla y León,Entre 76 y 105 m2,6 personas,2016,1.4
07 Castilla y León,Entre 76 y 105 m2,6 personas,2015,1.6
07 Castilla y León,Entre 76 y 105 m2,6 personas,2014,3.2
07 Castilla y León,Entre 76 y 105 m2,6 personas,2013,2.1
07 Castilla y León,Entre 76 y 105 m2,7 personas,2019,0.0
07 Castilla y León,Entre 76 y 105 m2,7 personas,2018,0.5
07 Castilla y León,Entre 76 y 105 m2,7 personas,2017,0.3
07 Castilla y León,Entre 76 y 105 m2,7 personas,2016,0.6
07 Castilla y León,Entre 76 y 105 m2,7 personas,2015,0.6
07 Castilla y León,Entre 76 y 105 m2,7 personas,2014,0.8
07 Castilla y León,Entre 76 y 105 m2,7 personas,2013,1.9
07 Castilla y León,Entre 76 y 105 m2,8 personas o más,2019,0.1
07 Castilla y León,Entre 76 y 105 m2,8 personas o más,2018,0.5
07 Castilla y León,Entre 76 y 105 m2,8 personas o más,2016,0.6
07 Castilla y León,Entre 76 y 105 m2,8 personas o más,2015,0.2
07 Castilla y León,Entre 76 y 105 m2,8 personas o más,2014,0.2
07 Castilla y León,Entre 76 y 105 m2,8 personas o más,2013,0.2
07 Castilla y León,Entre 106 y 150 m2,Total,2020,201.7
07 Castilla y León,Entre 106 y 150 m2,Total,2019,187.3
07 Castilla y León,Entre 106 y 150 m2,Total,2018,173.4
07 Castilla y León,Entre 106 y 150 m2,Total,2017,176.6
07 Castilla y León,Entre 106 y 150 m2,Total,2016,177.9
07 Castilla y León,Entre 106 y 150 m2,Total,2015,176.5
07 Castilla y León,Entre 106 y 150 m2,Total,2014,194.6
07 Castilla y León,Entre 106 y 150 m2,Total,2013,182.4
07 Castilla y León,Entre 106 y 150 m2,1 persona,2020,49.6
07 Castilla y León,Entre 106 y 150 m2,1 persona,2019,49.2
07 Castilla y León,Entre 106 y 150 m2,1 persona,2018,45.7
07 Castilla y León,Entre 106 y 150 m2,1 persona,2017,41.7
07 Castilla y León,Entre 106 y 150 m2,1 persona,2016,39.3
07 Castilla y León,Entre 106 y 150 m2,1 persona,2015,39.4
07 Castilla y León,Entre 106 y 150 m2,1 persona,2014,40.2
07 Castilla y León,Entre 106 y 150 m2,1 persona,2013,42.7
