Comunidades y Ciudades Autónomas,Superficie Util,Tamaño Hogar,Año,Total
09 Cataluña,Entre 76 y 105 m2,Total,2019,1113.3
09 Cataluña,Entre 76 y 105 m2,Total,2018,1115.7
09 Cataluña,Entre 76 y 105 m2,Total,2017,1158.5
09 Cataluña,Entre 76 y 105 m2,Total,2016,1124.8
09 Cataluña,Entre 76 y 105 m2,Total,2015,1101.7
09 Cataluña,Entre 76 y 105 m2,Total,2014,1092.0
09 Cataluña,Entre 76 y 105 m2,Total,2013,1105.3
09 Cataluña,Entre 76 y 105 m2,1 persona,2020,271.5
09 Cataluña,Entre 76 y 105 m2,1 persona,2019,242.4
09 Cataluña,Entre 76 y 105 m2,1 persona,2018,246.8
09 Cataluña,Entre 76 y 105 m2,1 persona,2017,261.0
09 Cataluña,Entre 76 y 105 m2,1 persona,2016,240.4
09 Cataluña,Entre 76 y 105 m2,1 persona,2015,247.5
09 Cataluña,Entre 76 y 105 m2,1 persona,2014,241.7
09 Cataluña,Entre 76 y 105 m2,1 persona,2013,226.7
09 Cataluña,Entre 76 y 105 m2,2 personas,2020,371.9
09 Cataluña,Entre 76 y 105 m2,2 personas,2019,364.8
09 Cataluña,Entre 76 y 105 m2,2 personas,2018,340.9
09 Cataluña,Entre 76 y 105 m2,2 personas,2017,352.8
09 Cataluña,Entre 76 y 105 m2,2 personas,2016,341.8
09 Cataluña,Entre 76 y 105 m2,2 personas,2015,341.3
09 Cataluña,Entre 76 y 105 m2,2 personas,2014,344.0
09 Cataluña,Entre 76 y 105 m2,2 personas,2013,356.5
09 Cataluña,Entre 76 y 105 m2,3 personas,2020,233.1
09 Cataluña,Entre 76 y 105 m2,3 personas,2019,248.1
09 Cataluña,Entre 76 y 105 m2,3 personas,2018,252.5
09 Cataluña,Entre 76 y 105 m2,3 personas,2017,259.3
09 Cataluña,Entre 76 y 105 m2,3 personas,2016,255.5
09 Cataluña,Entre 76 y 105 m2,3 personas,2015,235.9
09 Cataluña,Entre 76 y 105 m2,3 personas,2014,240.7
09 Cataluña,Entre 76 y 105 m2,3 personas,2013,233.5
09 Cataluña,Entre 76 y 105 m2,4 personas,2020,204.0
09 Cataluña,Entre 76 y 105 m2,4 personas,2019,190.8
09 Cataluña,Entre 76 y 105 m2,4 personas,2018,216.2
09 Cataluña,Entre 76 y 105 m2,4 personas,2017,221.8
09 Cataluña,Entre 76 y 105 m2,4 personas,2016,222.1
09 Cataluña,Entre 76 y 105 m2,4 personas,2015,217.1
09 Cataluña,Entre 76 y 105 m2,4 personas,2014,210.2
09 Cataluña,Entre 76 y 105 m2,4 personas,2013,222.6
09 Cataluña,Entre 76 y 105 m2,5 personas,2020,40.1
09 Cataluña,Entre 76 y 105 m2,5 personas,2019,38.2
09 Cataluña,Entre 76 y 105 m2,5 personas,2018,41.0
09 Cataluña,Entre 76 y 105 m2,5 personas,2017,52.8
09 Cataluña,Entre 76 y 105 m2,5 personas,2016,52.5
09 Cataluña,Entre 76 y 105 m2,5 personas,2015,44.1
09 Cataluña,Entre 76 y 105 m2,5 personas,2014,42.7
09 Cataluña,Entre 76 y 105 m2,5 personas,2013,53.0
09 Cataluña,Entre 76 y 105 m2,6 personas,2020,13.5
09 Cataluña,Entre 76 y 105 m2,6 personas,2019,24.1
09 Cataluña,Entre 76 y 105 m2,6 personas,2018,15.5
09 Cataluña,Entre 76 y 105 m2,6 personas,2017,7.4
09 Cataluña,Entre 76 y 105 m2,6 personas,2016,9.1
09 Cataluña,Entre 76 y 105 m2,6 personas,2015,12.8
09 Cataluña,Entre 76 y 105 m2,6 personas,2014,9.1
09 Cataluña,Entre 76 y 105 m2,6 personas,2013,9.5
09 Cataluña,Entre 76 y 105 m2,7 personas,2020,9.3
09 Cataluña,Entre 76 y 105 m2,7 personas,2019,3.9
09 Cataluña,Entre 76 y 105 m2,7 personas,2018,2.5
09 Cataluña,Entre 76 y 105 m2,7 personas,2017,2.8
09 Cataluña,Entre 76 y 105 m2,7 personas,2016,2.3
09 Cataluña,Entre 76 y 105 m2,7 personas,2015,2.9
09 Cataluña,Entre 76 y 105 m2,7 personas,2014,2.2
09 Cataluña,Entre 76 y 105 m2,7 personas,2013,2.4
09 Cataluña,Entre 76 y 105 m2,8 personas o más,2020,3.0
09 Cataluña,Entre 76 y 105 m2,8 personas o más,2019,0.9
09 Cataluña,Entre 76 y 105 m2,8 personas o más,2018,0.2
09 Cataluña,Entre 76 y 105 m2,8 personas o más,2017,0.5
09 Cataluña,Entre 76 y 105 m2,8 personas o más,2016,1.1
09 Cataluña,Entre 76 y 105 m2,8 personas o más,2014,1.5
09 Cataluña,Entre 76 y 105 m2,8 personas o más,2013,1.1
09 Cataluña,Entre 106 y 150 m2,Total,2020,407.7
09 Cataluña,Entre 106 y 150 m2,Total,2019,425.4
09 Cataluña,Entre 106 y 150 m2,Total,2018,438.0
09 Cataluña,Entre 106 y 150 m2,Total,2017,430.7
09 Cataluña,Entre 106 y 150 m2,Total,2016,411.4
09 Cataluña,Entre 106 y 150 m2,Total,2015,413.6
09 Cataluña,Entre 106 y 150 m2,Total,2014,381.9
09 Cataluña,Entre 106 y 150 m2,Total,2013,400.5
09 Cataluña,Entre 106 y 150 m2,1 persona,2020,72.4
09 Cataluña,Entre 106 y 150 m2,1 persona,2019,69.5
09 Cataluña,Entre 106 y 150 m2,1 persona,2018,78.5
09 Cataluña,Entre 106 y 150 m2,1 persona,2017,83.8
09 Cataluña,Entre 106 y 150 m2,1 persona,2016,58.8
09 Cataluña,Entre 106 y 150 m2,1 persona,2015,69.3
09 Cataluña,Entre 106 y 150 m2,1 persona,2014,68.3
09 Cataluña,Entre 106 y 150 m2,1 persona,2013,65.3
09 Cataluña,Entre 106 y 150 m2,2 personas,2020,109.4
09 Cataluña,Entre 106 y 150 m2,2 personas,2019,137.6
09 Cataluña,Entre 106 y 150 m2,2 personas,2018,138.3
09 Cataluña,Entre 106 y 150 m2,2 personas,2017,129.2
09 Cataluña,Entre 106 y 150 m2,2 personas,2016,130.5
09 Cataluña,Entre 106 y 150 m2,2 personas,2015,128.9
09 Cataluña,Entre 106 y 150 m2,2 personas,2014,116.3
09 Cataluña,Entre 106 y 150 m2,2 personas,2013,121.3
09 Cataluña,Entre 106 y 150 m2,3 personas,2020,100.8
09 Cataluña,Entre 106 y 150 m2,3 personas,2019,96.1
09 Cataluña,Entre 106 y 150 m2,3 personas,2018,96.7
09 Cataluña,Entre 106 y 150 m2,3 personas,2017,92.3
09 Cataluña,Entre 106 y 150 m2,3 personas,2016,90.6
09 Cataluña,Entre 106 y 150 m2,3 personas,2015,97.6
09 Cataluña,Entre 106 y 150 m2,3 personas,2014,84.2
09 Cataluña,Entre 106 y 150 m2,3 personas,2013,94.9
09 Cataluña,Entre 106 y 150 m2,4 personas,2020,99.1
09 Cataluña,Entre 106 y 150 m2,4 personas,2019,94.5
09 Cataluña,Entre 106 y 150 m2,4 personas,2018,88.7
09 Cataluña,Entre 106 y 150 m2,4 personas,2017,91.7
09 Cataluña,Entre 106 y 150 m2,4 personas,2016,98.1
09 Cataluña,Entre 106 y 150 m2,4 personas,2015,83.4
09 Cataluña,Entre 106 y 150 m2,4 personas,2014,85.4
09 Cataluña,Entre 106 y 150 m2,4 personas,2013,84.5
09 Cataluña,Entre 106 y 150 m2,5 personas,2020,12.3
09 Cataluña,Entre 106 y 150 m2,5 personas,2019,17.6
09 Cataluña,Entre 106 y 150 m2,5 personas,2018,27.7
09 Cataluña,Entre 106 y 150 m2,5 personas,2017,29.5
09 Cataluña,Entre 106 y 150 m2,5 personas,2016,27.3
09 Cataluña,Entre 106 y 150 m2,5 personas,2015,24.8
09 Cataluña,Entre 106 y 150 m2,5 personas,2014,23.8
09 Cataluña,Entre 106 y 150 m2,5 personas,2013,24.6
09 Cataluña,Entre 106 y 150 m2,6 personas,2020,7.6
09 Cataluña,Entre 106 y 150 m2,6 personas,2019,6.8
09 Cataluña,Entre 106 y 150 m2,6 personas,2018,5.2
09 Cataluña,Entre 106 y 150 m2,6 personas,2017,2.3
09 Cataluña,Entre 106 y 150 m2,6 personas,2016,4.2
09 Cataluña,Entre 106 y 150 m2,6 personas,2015,8.3
09 Cataluña,Entre 106 y 150 m2,6 personas,2014,3.1
09 Cataluña,Entre 106 y 150 m2,6 personas,2013,8.2
09 Cataluña,Entre 106 y 150 m2,7 personas,2020,3.8
09 Cataluña,Entre 106 y 150 m2,7 personas,2019,1.9
09 Cataluña,Entre 106 y 150 m2,7 personas,2018,1.6
09 Cataluña,Entre 106 y 150 m2,7 personas,2017,1.6
09 Cataluña,Entre 106 y 150 m2,7 personas,2016,1.5
09 Cataluña,Entre 106 y 150 m2,7 personas,2015,1.3
09 Cataluña,Entre 106 y 150 m2,7 personas,2014,0.7
09 Cataluña,Entre 106 y 150 m2,7 personas,2013,0.7
09 Cataluña,Entre 106 y 150 m2,8 personas o más,2020,2.3
09 Cataluña,Entre 106 y 150 m2,8 personas o más,2019,1.4
09 Cataluña,Entre 106 y 150 m2,8 personas o más,2018,1.2
09 Cataluña,Entre 106 y 150 m2,8 personas o más,2017,0.2
09 Cataluña,Entre 106 y 150 m2,8 personas o más,2016,0.4
09 Cataluña,Entre 106 y 150 m2,8 personas o más,2013,1.0
09 Cataluña,Más de 150 m2,Total,2020,303.9
09 Cataluña,Más de 150 m2,Total,2019,266.2
09 Cataluña,Más de 150 m2,Total,2018,290.6
09 Cataluña,Más de 150 m2,Total,2017,233.7
09 Cataluña,Más de 150 m2,Total,2016,258.2
09 Cataluña,Más de 150 m2,Total,2015,260.1
09 Cataluña,Más de 150 m2,Total,2014,263.3
09 Cataluña,Más de 150 m2,Total,2013,235.9
09 Cataluña,Más de 150 m2,1 persona,2020,42.7
09 Cataluña,Más de 150 m2,1 persona,2019,36.9
09 Cataluña,Más de 150 m2,1 persona,2018,38.8
09 Cataluña,Más de 150 m2,1 persona,2017,32.5
09 Cataluña,Más de 150 m2,1 persona,2016,42.1
09 Cataluña,Más de 150 m2,1 persona,2015,35.4
09 Cataluña,Más de 150 m2,1 persona,2014,32.9
09 Cataluña,Más de 150 m2,1 persona,2013,36.2
09 Cataluña,Más de 150 m2,2 personas,2020,83.4
09 Cataluña,Más de 150 m2,2 personas,2019,65.3
09 Cataluña,Más de 150 m2,2 personas,2018,78.6
09 Cataluña,Más de 150 m2,2 personas,2017,67.5
09 Cataluña,Más de 150 m2,2 personas,2016,74.1
09 Cataluña,Más de 150 m2,2 personas,2015,78.8
09 Cataluña,Más de 150 m2,2 personas,2014,77.9
09 Cataluña,Más de 150 m2,2 personas,2013,67.5
09 Cataluña,Más de 150 m2,3 personas,2020,71.4
09 Cataluña,Más de 150 m2,3 personas,2019,63.8
09 Cataluña,Más de 150 m2,3 personas,2018,64.8
09 Cataluña,Más de 150 m2,3 personas,2017,55.5
09 Cataluña,Más de 150 m2,3 personas,2016,54.6
09 Cataluña,Más de 150 m2,3 personas,2015,57.8
09 Cataluña,Más de 150 m2,3 personas,2014,59.7
09 Cataluña,Más de 150 m2,3 personas,2013,53.5
09 Cataluña,Más de 150 m2,4 personas,2020,66.8
09 Cataluña,Más de 150 m2,4 personas,2019,68.6
09 Cataluña,Más de 150 m2,4 personas,2018,74.8
09 Cataluña,Más de 150 m2,4 personas,2017,49.1
09 Cataluña,Más de 150 m2,4 personas,2016,57.1
09 Cataluña,Más de 150 m2,4 personas,2015,60.3
09 Cataluña,Más de 150 m2,4 personas,2014,60.6
09 Cataluña,Más de 150 m2,4 personas,2013,56.8
09 Cataluña,Más de 150 m2,5 personas,2020,18.3
09 Cataluña,Más de 150 m2,5 personas,2019,16.1
09 Cataluña,Más de 150 m2,5 personas,2018,26.5
09 Cataluña,Más de 150 m2,5 personas,2017,22.8
09 Cataluña,Más de 150 m2,5 personas,2016,23.7
09 Cataluña,Más de 150 m2,5 personas,2015,23.3
09 Cataluña,Más de 150 m2,5 personas,2014,22.3
09 Cataluña,Más de 150 m2,5 personas,2013,15.7
09 Cataluña,Más de 150 m2,6 personas,2020,10.8
09 Cataluña,Más de 150 m2,6 personas,2019,6.5
09 Cataluña,Más de 150 m2,6 personas,2018,3.3
09 Cataluña,Más de 150 m2,6 personas,2017,4.5
09 Cataluña,Más de 150 m2,6 personas,2016,4.1
09 Cataluña,Más de 150 m2,6 personas,2015,3.2
09 Cataluña,Más de 150 m2,6 personas,2014,9.3
09 Cataluña,Más de 150 m2,6 personas,2013,4.6
09 Cataluña,Más de 150 m2,7 personas,2020,7.8
09 Cataluña,Más de 150 m2,7 personas,2019,3.5
09 Cataluña,Más de 150 m2,7 personas,2018,2.3
09 Cataluña,Más de 150 m2,7 personas,2017,1.5
09 Cataluña,Más de 150 m2,7 personas,2016,1.6
09 Cataluña,Más de 150 m2,7 personas,2015,0.9
09 Cataluña,Más de 150 m2,7 personas,2014,0.7
09 Cataluña,Más de 150 m2,7 personas,2013,1.2
09 Cataluña,Más de 150 m2,8 personas o más,2020,2.8
09 Cataluña,Más de 150 m2,8 personas o más,2019,5.5
09 Cataluña,Más de 150 m2,8 personas o más,2018,1.5
09 Cataluña,Más de 150 m2,8 personas o más,2017,0.2
09 Cataluña,Más de 150 m2,8 personas o más,2016,0.9
09 Cataluña,Más de 150 m2,8 personas o más,2015,0.5
09 Cataluña,Más de 150 m2,8 personas o más,2013,0.5
10 Comunitat Valenciana,Total,Total,2020,2029.5
10 Comunitat Valenciana,Total,Total,2019,2006.7
10 Comunitat Valenciana,Total,Total,2018,1994.0
10 Comunitat Valenciana,Total,Total,2017,1996.2
10 Comunitat Valenciana,Total,Total,2016,1997.8
10 Comunitat Valenciana,Total,Total,2015,2001.1
10 Comunitat Valenciana,Total,Total,2014,2007.5
10 Comunitat Valenciana,Total,Total,2013,1996.0
10 Comunitat Valenciana,Total,1 persona,2020,542.3
10 Comunitat Valenciana,Total,1 persona,2019,525.8
10 Comunitat Valenciana,Total,1 persona,2018,516.6
10 Comunitat Valenciana,Total,1 persona,2017,516.2
10 Comunitat Valenciana,Total,1 persona,2016,517.1
10 Comunitat Valenciana,Total,1 persona,2015,517.3
10 Comunitat Valenciana,Total,1 persona,2014,517.9
10 Comunitat Valenciana,Total,1 persona,2013,505.1
10 Comunitat Valenciana,Total,2 personas,2020,618.0
10 Comunitat Valenciana,Total,2 personas,2019,613.3
10 Comunitat Valenciana,Total,2 personas,2018,609.2
10 Comunitat Valenciana,Total,2 personas,2017,611.1
10 Comunitat Valenciana,Total,2 personas,2016,613.8
10 Comunitat Valenciana,Total,2 personas,2015,617.2
10 Comunitat Valenciana,Total,2 personas,2014,622.0
10 Comunitat Valenciana,Total,2 personas,2013,618.3
10 Comunitat Valenciana,Total,3 personas,2020,422.8
10 Comunitat Valenciana,Total,3 personas,2019,422.6
10 Comunitat Valenciana,Total,3 personas,2018,423.6
10 Comunitat Valenciana,Total,3 personas,2017,425.2
10 Comunitat Valenciana,Total,3 personas,2016,425.2
10 Comunitat Valenciana,Total,3 personas,2015,425.2
10 Comunitat Valenciana,Total,3 personas,2014,425.9
10 Comunitat Valenciana,Total,3 personas,2013,426.6
10 Comunitat Valenciana,Total,4 personas,2020,343.6
10 Comunitat Valenciana,Total,4 personas,2019,344.0
10 Comunitat Valenciana,Total,4 personas,2018,346.4
10 Comunitat Valenciana,Total,4 personas,2017,347.1
10 Comunitat Valenciana,Total,4 personas,2016,346.3
10 Comunitat Valenciana,Total,4 personas,2015,345.7
10 Comunitat Valenciana,Total,4 personas,2014,345.3
10 Comunitat Valenciana,Total,4 personas,2013,346.8
10 Comunitat Valenciana,Total,5 personas,2020,70.9
10 Comunitat Valenciana,Total,5 personas,2019,65.9
10 Comunitat Valenciana,Total,5 personas,2018,77.6
10 Comunitat Valenciana,Total,5 personas,2017,88.5
10 Comunitat Valenciana,Total,5 personas,2016,81.5
10 Comunitat Valenciana,Total,5 personas,2015,87.2
10 Comunitat Valenciana,Total,5 personas,2014,76.7
10 Comunitat Valenciana,Total,5 personas,2013,78.3
10 Comunitat Valenciana,Total,6 personas,2020,19.4
10 Comunitat Valenciana,Total,6 personas,2019,22.0
10 Comunitat Valenciana,Total,6 personas,2018,14.6
10 Comunitat Valenciana,Total,6 personas,2017,7.4
10 Comunitat Valenciana,Total,6 personas,2016,13.5
10 Comunitat Valenciana,Total,6 personas,2015,6.9
10 Comunitat Valenciana,Total,6 personas,2014,15.5
10 Comunitat Valenciana,Total,6 personas,2013,15.7
10 Comunitat Valenciana,Total,7 personas,2020,5.5
10 Comunitat Valenciana,Total,7 personas,2019,7.1
10 Comunitat Valenciana,Total,7 personas,2018,5.1
10 Comunitat Valenciana,Total,7 personas,2017,0.5
10 Comunitat Valenciana,Total,7 personas,2016,0.1
10 Comunitat Valenciana,Total,7 personas,2015,1.2
10 Comunitat Valenciana,Total,7 personas,2014,3.0
10 Comunitat Valenciana,Total,7 personas,2013,3.9
10 Comunitat Valenciana,Total,8 personas o más,2020,7.0
10 Comunitat Valenciana,Total,8 personas o más,2019,6.0
10 Comunitat Valenciana,Total,8 personas o más,2018,0.9
10 Comunitat Valenciana,Total,8 personas o más,2017,0.2
10 Comunitat Valenciana,Total,8 personas o más,2016,0.2
10 Comunitat Valenciana,Total,8 personas o más,2015,0.3
10 Comunitat Valenciana,Total,8 personas o más,2014,1.1
10 Comunitat Valenciana,Total,8 personas o más,2013,1.2
10 Comunitat Valenciana,Menos de 46 m2,Total,2020,30.7
10 Comunitat Valenciana,Menos de 46 m2,Total,2019,26.1
10 Comunitat Valenciana,Menos de 46 m2,Total,2018,18.3
10 Comunitat Valenciana,Menos de 46 m2,Total,2017,32.5
10 Comunitat Valenciana,Menos de 46 m2,Total,2016,29.3
10 Comunitat Valenciana,Menos de 46 m2,Total,2015,25.6
10 Comunitat Valenciana,Menos de 46 m2,Total,2014,27.9
10 Comunitat Valenciana,Menos de 46 m2,Total,2013,30.4
10 Comunitat Valenciana,Menos de 46 m2,1 persona,2020,20.7
10 Comunitat Valenciana,Menos de 46 m2,1 persona,2019,14.9
10 Comunitat Valenciana,Menos de 46 m2,1 persona,2018,13.4
10 Comunitat Valenciana,Menos de 46 m2,1 persona,2017,20.8
10 Comunitat Valenciana,Menos de 46 m2,1 persona,2016,14.1
10 Comunitat Valenciana,Menos de 46 m2,1 persona,2015,17.9
10 Comunitat Valenciana,Menos de 46 m2,1 persona,2014,19.8
10 Comunitat Valenciana,Menos de 46 m2,1 persona,2013,20.4
10 Comunitat Valenciana,Menos de 46 m2,2 personas,2020,4.6
10 Comunitat Valenciana,Menos de 46 m2,2 personas,2019,7.5
10 Comunitat Valenciana,Menos de 46 m2,2 personas,2018,3.1
10 Comunitat Valenciana,Menos de 46 m2,2 personas,2017,8.2
10 Comunitat Valenciana,Menos de 46 m2,2 personas,2016,9.3
10 Comunitat Valenciana,Menos de 46 m2,2 personas,2015,6.2
10 Comunitat Valenciana,Menos de 46 m2,2 personas,2014,6.4
10 Comunitat Valenciana,Menos de 46 m2,2 personas,2013,5.7
10 Comunitat Valenciana,Menos de 46 m2,3 personas,2020,4.5
10 Comunitat Valenciana,Menos de 46 m2,3 personas,2019,3.7
10 Comunitat Valenciana,Menos de 46 m2,3 personas,2018,1.5
10 Comunitat Valenciana,Menos de 46 m2,3 personas,2017,2.5
10 Comunitat Valenciana,Menos de 46 m2,3 personas,2016,3.6
10 Comunitat Valenciana,Menos de 46 m2,3 personas,2015,1.3
10 Comunitat Valenciana,Menos de 46 m2,3 personas,2014,1.2
10 Comunitat Valenciana,Menos de 46 m2,3 personas,2013,3.9
10 Comunitat Valenciana,Menos de 46 m2,4 personas,2020,0.8
10 Comunitat Valenciana,Menos de 46 m2,4 personas,2018,0.2
10 Comunitat Valenciana,Menos de 46 m2,4 personas,2017,1.0
10 Comunitat Valenciana,Menos de 46 m2,4 personas,2016,2.1
10 Comunitat Valenciana,Menos de 46 m2,4 personas,2015,0.2
10 Comunitat Valenciana,Menos de 46 m2,4 personas,2013,0.4
10 Comunitat Valenciana,Menos de 46 m2,5 personas,2016,0.2
10 Comunitat Valenciana,Menos de 46 m2,5 personas,2014,0.5
10 Comunitat Valenciana,Entre 46 y 75 m2,Total,2020,341.5
10 Comunitat Valenciana,Entre 46 y 75 m2,Total,2019,338.7
10 Comunitat Valenciana,Entre 46 y 75 m2,Total,2018,317.4
10 Comunitat Valenciana,Entre 46 y 75 m2,Total,2017,363.4
10 Comunitat Valenciana,Entre 46 y 75 m2,Total,2016,321.4
10 Comunitat Valenciana,Entre 46 y 75 m2,Total,2015,387.7
10 Comunitat Valenciana,Entre 46 y 75 m2,Total,2014,374.1
10 Comunitat Valenciana,Entre 46 y 75 m2,Total,2013,397.9
10 Comunitat Valenciana,Entre 46 y 75 m2,1 persona,2020,131.2
10 Comunitat Valenciana,Entre 46 y 75 m2,1 persona,2019,119.0
10 Comunitat Valenciana,Entre 46 y 75 m2,1 persona,2018,133.9
10 Comunitat Valenciana,Entre 46 y 75 m2,1 persona,2017,125.5
10 Comunitat Valenciana,Entre 46 y 75 m2,1 persona,2016,120.8
10 Comunitat Valenciana,Entre 46 y 75 m2,1 persona,2015,132.9
10 Comunitat Valenciana,Entre 46 y 75 m2,1 persona,2014,142.8
10 Comunitat Valenciana,Entre 46 y 75 m2,1 persona,2013,158.1
10 Comunitat Valenciana,Entre 46 y 75 m2,2 personas,2020,97.8
10 Comunitat Valenciana,Entre 46 y 75 m2,2 personas,2019,100.8
10 Comunitat Valenciana,Entre 46 y 75 m2,2 personas,2018,93.8
10 Comunitat Valenciana,Entre 46 y 75 m2,2 personas,2017,120.3
10 Comunitat Valenciana,Entre 46 y 75 m2,2 personas,2016,108.4
10 Comunitat Valenciana,Entre 46 y 75 m2,2 personas,2015,142.2
10 Comunitat Valenciana,Entre 46 y 75 m2,2 personas,2014,121.3
10 Comunitat Valenciana,Entre 46 y 75 m2,2 personas,2013,132.0
10 Comunitat Valenciana,Entre 46 y 75 m2,3 personas,2020,53.1
10 Comunitat Valenciana,Entre 46 y 75 m2,3 personas,2019,64.7
10 Comunitat Valenciana,Entre 46 y 75 m2,3 personas,2018,52.1
10 Comunitat Valenciana,Entre 46 y 75 m2,3 personas,2017,60.8
10 Comunitat Valenciana,Entre 46 y 75 m2,3 personas,2016,57.0
10 Comunitat Valenciana,Entre 46 y 75 m2,3 personas,2015,60.5
10 Comunitat Valenciana,Entre 46 y 75 m2,3 personas,2014,67.2
10 Comunitat Valenciana,Entre 46 y 75 m2,3 personas,2013,68.1
10 Comunitat Valenciana,Entre 46 y 75 m2,4 personas,2020,41.5
10 Comunitat Valenciana,Entre 46 y 75 m2,4 personas,2019,40.9
10 Comunitat Valenciana,Entre 46 y 75 m2,4 personas,2018,29.7
10 Comunitat Valenciana,Entre 46 y 75 m2,4 personas,2017,39.5
10 Comunitat Valenciana,Entre 46 y 75 m2,4 personas,2016,30.6
10 Comunitat Valenciana,Entre 46 y 75 m2,4 personas,2015,35.8
10 Comunitat Valenciana,Entre 46 y 75 m2,4 personas,2014,26.5
10 Comunitat Valenciana,Entre 46 y 75 m2,4 personas,2013,27.9
10 Comunitat Valenciana,Entre 46 y 75 m2,5 personas,2020,12.8
10 Comunitat Valenciana,Entre 46 y 75 m2,5 personas,2019,9.1
10 Comunitat Valenciana,Entre 46 y 75 m2,5 personas,2018,7.1
10 Comunitat Valenciana,Entre 46 y 75 m2,5 personas,2017,16.1
10 Comunitat Valenciana,Entre 46 y 75 m2,5 personas,2016,2.8
10 Comunitat Valenciana,Entre 46 y 75 m2,5 personas,2015,15.1
10 Comunitat Valenciana,Entre 46 y 75 m2,5 personas,2014,12.0
10 Comunitat Valenciana,Entre 46 y 75 m2,5 personas,2013,7.3
10 Comunitat Valenciana,Entre 46 y 75 m2,6 personas,2020,3.2
10 Comunitat Valenciana,Entre 46 y 75 m2,6 personas,2019,2.6
10 Comunitat Valenciana,Entre 46 y 75 m2,6 personas,2018,0.8
10 Comunitat Valenciana,Entre 46 y 75 m2,6 personas,2017,1.2
10 Comunitat Valenciana,Entre 46 y 75 m2,6 personas,2016,1.7
10 Comunitat Valenciana,Entre 46 y 75 m2,6 personas,2015,0.7
10 Comunitat Valenciana,Entre 46 y 75 m2,6 personas,2014,3.6
10 Comunitat Valenciana,Entre 46 y 75 m2,6 personas,2013,3.9
10 Comunitat Valenciana,Entre 46 y 75 m2,7 personas,2019,0.4
10 Comunitat Valenciana,Entre 46 y 75 m2,7 personas,2015,0.4
10 Comunitat Valenciana,Entre 46 y 75 m2,7 personas,2014,0.7
10 Comunitat Valenciana,Entre 46 y 75 m2,7 personas,2013,0.6
10 Comunitat Valenciana,Entre 46 y 75 m2,8 personas o más,2020,1.9
10 Comunitat Valenciana,Entre 46 y 75 m2,8 personas o más,2019,1.2
10 Comunitat Valenciana,Entre 46 y 75 m2,8 personas o más,2017,0.0
10 Comunitat Valenciana,Entre 46 y 75 m2,8 personas o más,2016,0.0
10 Comunitat Valenciana,Entre 46 y 75 m2,8 personas o más,2015,0.0
10 Comunitat Valenciana,Entre 76 y 105 m2,Total,2020,959.4
10 Comunitat Valenciana,Entre 76 y 105 m2,Total,2019,943.4
10 Comunitat Valenciana,Entre 76 y 105 m2,Total,2018,1001.3
10 Comunitat Valenciana,Entre 76 y 105 m2,Total,2017,956.1
10 Comunitat Valenciana,Entre 76 y 105 m2,Total,2016,977.7
10 Comunitat Valenciana,Entre 76 y 105 m2,Total,2015,952.5
10 Comunitat Valenciana,Entre 76 y 105 m2,Total,2014,961.6
10 Comunitat Valenciana,Entre 76 y 105 m2,Total,2013,875.1
10 Comunitat Valenciana,Entre 76 y 105 m2,1 persona,2020,254.0
10 Comunitat Valenciana,Entre 76 y 105 m2,1 persona,2019,253.1
10 Comunitat Valenciana,Entre 76 y 105 m2,1 persona,2018,244.2
10 Comunitat Valenciana,Entre 76 y 105 m2,1 persona,2017,246.3
10 Comunitat Valenciana,Entre 76 y 105 m2,1 persona,2016,261.1
10 Comunitat Valenciana,Entre 76 y 105 m2,1 persona,2015,245.6
10 Comunitat Valenciana,Entre 76 y 105 m2,1 persona,2014,220.7
10 Comunitat Valenciana,Entre 76 y 105 m2,1 persona,2013,204.7
10 Comunitat Valenciana,Entre 76 y 105 m2,2 personas,2020,285.4
10 Comunitat Valenciana,Entre 76 y 105 m2,2 personas,2019,281.8
10 Comunitat Valenciana,Entre 76 y 105 m2,2 personas,2018,296.7
10 Comunitat Valenciana,Entre 76 y 105 m2,2 personas,2017,281.8
10 Comunitat Valenciana,Entre 76 y 105 m2,2 personas,2016,285.9
10 Comunitat Valenciana,Entre 76 y 105 m2,2 personas,2015,275.6
10 Comunitat Valenciana,Entre 76 y 105 m2,2 personas,2014,301.1
10 Comunitat Valenciana,Entre 76 y 105 m2,2 personas,2013,269.8
10 Comunitat Valenciana,Entre 76 y 105 m2,3 personas,2020,220.2
10 Comunitat Valenciana,Entre 76 y 105 m2,3 personas,2019,200.7
10 Comunitat Valenciana,Entre 76 y 105 m2,3 personas,2018,218.0
10 Comunitat Valenciana,Entre 76 y 105 m2,3 personas,2017,205.4
10 Comunitat Valenciana,Entre 76 y 105 m2,3 personas,2016,219.9
10 Comunitat Valenciana,Entre 76 y 105 m2,3 personas,2015,219.2
10 Comunitat Valenciana,Entre 76 y 105 m2,3 personas,2014,215.2
10 Comunitat Valenciana,Entre 76 y 105 m2,3 personas,2013,190.1
10 Comunitat Valenciana,Entre 76 y 105 m2,4 personas,2020,161.1
10 Comunitat Valenciana,Entre 76 y 105 m2,4 personas,2019,164.7
10 Comunitat Valenciana,Entre 76 y 105 m2,4 personas,2018,192.1
10 Comunitat Valenciana,Entre 76 y 105 m2,4 personas,2017,183.3
10 Comunitat Valenciana,Entre 76 y 105 m2,4 personas,2016,168.2
