Tipo de jornada,Comunidades y Ciudades Autónomas,Decil,Periodo,Total
Total,"15 Navarra, Comunidad Foral de",10,2008,4004.91
Total,"15 Navarra, Comunidad Foral de",10,2007,3777.4
Total,"15 Navarra, Comunidad Foral de",10,2006,3661.7
Total,16 País Vasco,Total decil,2023,2624.29
Total,16 País Vasco,Total decil,2022,2517.86
Total,16 País Vasco,Total decil,2021,2440.75
Total,16 País Vasco,Total decil,2020,2278.82
Total,16 País Vasco,Total decil,2019,2332.63
Total,16 País Vasco,Total decil,2018,2241.8
Total,16 País Vasco,Total decil,2017,2208.82
Total,16 País Vasco,Total decil,2016,2235.17
Total,16 País Vasco,Total decil,2015,2250.2
Total,16 País Vasco,Total decil,2014,2147.18
Total,16 País Vasco,Total decil,2013,2161.98
Total,16 País Vasco,Total decil,2012,2131.21
Total,16 País Vasco,Total decil,2011,2114.67
Total,16 País Vasco,Total decil,2010,2097.72
Total,16 País Vasco,Total decil,2009,2118.47
Total,16 País Vasco,Total decil,2008,2112.64
Total,16 País Vasco,Total decil,2007,1930.9
Total,16 País Vasco,Total decil,2006,1896.94
Total,16 País Vasco,1,2023,685.64
Total,16 País Vasco,1,2022,595.41
Total,16 País Vasco,1,2021,522.09
Total,16 País Vasco,1,2020,509.28
Total,16 País Vasco,1,2019,506.08
Total,16 País Vasco,1,2018,452.26
Total,16 País Vasco,1,2017,421.47
Total,16 País Vasco,1,2016,450.16
Total,16 País Vasco,1,2015,449.0
Total,16 País Vasco,1,2014,399.33
Total,16 País Vasco,1,2013,382.32
Total,16 País Vasco,1,2012,471.61
Total,16 País Vasco,1,2011,443.31
Total,16 País Vasco,1,2010,483.56
Total,16 País Vasco,1,2009,460.68
Total,16 País Vasco,1,2008,475.24
Total,16 País Vasco,1,2007,500.82
Total,16 País Vasco,1,2006,470.15
Total,16 País Vasco,2,2023,1175.37
Total,16 País Vasco,2,2022,1112.92
Total,16 País Vasco,2,2021,1038.3
Total,16 País Vasco,2,2020,1009.02
Total,16 País Vasco,2,2019,986.53
Total,16 País Vasco,2,2018,896.84
Total,16 País Vasco,2,2017,856.97
Total,16 País Vasco,2,2016,851.07
Total,16 País Vasco,2,2015,830.92
Total,16 País Vasco,2,2014,815.51
Total,16 País Vasco,2,2013,844.71
Total,16 País Vasco,2,2012,832.12
Total,16 País Vasco,2,2011,853.65
Total,16 País Vasco,2,2010,884.16
Total,16 País Vasco,2,2009,861.49
Total,16 País Vasco,2,2008,879.6
Total,16 País Vasco,2,2007,841.26
Total,16 País Vasco,2,2006,803.21
Total,16 País Vasco,3,2023,1428.96
Total,16 País Vasco,3,2022,1340.07
Total,16 País Vasco,3,2021,1262.33
Total,16 País Vasco,3,2020,1238.74
Total,16 País Vasco,3,2019,1219.05
Total,16 País Vasco,3,2018,1146.41
Total,16 País Vasco,3,2017,1128.76
Total,16 País Vasco,3,2016,1127.25
Total,16 País Vasco,3,2015,1093.05
Total,16 País Vasco,3,2014,1105.97
Total,16 País Vasco,3,2013,1099.06
Total,16 País Vasco,3,2012,1127.2
Total,16 País Vasco,3,2011,1112.16
Total,16 País Vasco,3,2010,1143.44
Total,16 País Vasco,3,2009,1126.87
Total,16 País Vasco,3,2008,1118.63
Total,16 País Vasco,3,2007,1059.23
Total,16 País Vasco,3,2006,1009.85
Total,16 País Vasco,4,2023,1649.07
Total,16 País Vasco,4,2022,1531.13
Total,16 País Vasco,4,2021,1453.01
Total,16 País Vasco,4,2020,1433.59
Total,16 País Vasco,4,2019,1419.86
Total,16 País Vasco,4,2018,1357.53
Total,16 País Vasco,4,2017,1321.51
Total,16 País Vasco,4,2016,1330.96
Total,16 País Vasco,4,2015,1314.53
Total,16 País Vasco,4,2014,1327.49
Total,16 País Vasco,4,2013,1317.81
Total,16 País Vasco,4,2012,1323.68
Total,16 País Vasco,4,2011,1309.14
Total,16 País Vasco,4,2010,1314.58
Total,16 País Vasco,4,2009,1294.49
Total,16 País Vasco,4,2008,1272.28
Total,16 País Vasco,4,2007,1209.16
Total,16 País Vasco,4,2006,1143.6
Total,16 País Vasco,5,2023,1841.67
Total,16 País Vasco,5,2022,1720.18
Total,16 País Vasco,5,2021,1644.34
Total,16 País Vasco,5,2020,1613.21
Total,16 País Vasco,5,2019,1602.49
Total,16 País Vasco,5,2018,1559.81
Total,16 País Vasco,5,2017,1502.28
Total,16 País Vasco,5,2016,1509.82
Total,16 País Vasco,5,2015,1507.02
Total,16 País Vasco,5,2014,1503.21
Total,16 País Vasco,5,2013,1518.06
Total,16 País Vasco,5,2012,1494.78
Total,16 País Vasco,5,2011,1491.21
Total,16 País Vasco,5,2010,1485.15
Total,16 País Vasco,5,2009,1443.17
Total,16 País Vasco,5,2008,1407.79
Total,16 País Vasco,5,2007,1331.14
Total,16 País Vasco,5,2006,1269.62
Total,16 País Vasco,6,2023,2055.09
Total,16 País Vasco,6,2022,1916.63
Total,16 País Vasco,6,2021,1875.53
Total,16 País Vasco,6,2020,1826.24
Total,16 País Vasco,6,2019,1795.87
Total,16 País Vasco,6,2018,1757.34
Total,16 País Vasco,6,2017,1695.07
Total,16 País Vasco,6,2016,1720.3
Total,16 País Vasco,6,2015,1704.01
Total,16 País Vasco,6,2014,1718.61
Total,16 País Vasco,6,2013,1716.37
Total,16 País Vasco,6,2012,1697.21
Total,16 País Vasco,6,2011,1674.72
Total,16 País Vasco,6,2010,1681.53
Total,16 País Vasco,6,2009,1627.77
Total,16 País Vasco,6,2008,1585.41
Total,16 País Vasco,6,2007,1497.48
Total,16 País Vasco,6,2006,1420.76
Total,16 País Vasco,7,2023,2359.55
Total,16 País Vasco,7,2022,2183.94
Total,16 País Vasco,7,2021,2143.24
Total,16 País Vasco,7,2020,2112.03
Total,16 País Vasco,7,2019,2061.07
Total,16 País Vasco,7,2018,2026.78
Total,16 País Vasco,7,2017,1974.05
Total,16 País Vasco,7,2016,1978.58
Total,16 País Vasco,7,2015,1964.71
Total,16 País Vasco,7,2014,2007.77
Total,16 País Vasco,7,2013,1980.51
Total,16 País Vasco,7,2012,1942.55
Total,16 País Vasco,7,2011,1937.3
Total,16 País Vasco,7,2010,1919.72
Total,16 País Vasco,7,2009,1878.72
Total,16 País Vasco,7,2008,1803.71
Total,16 País Vasco,7,2007,1706.03
Total,16 País Vasco,7,2006,1649.78
Total,16 País Vasco,8,2023,2775.25
Total,16 País Vasco,8,2022,2586.6
Total,16 País Vasco,8,2021,2565.43
Total,16 País Vasco,8,2020,2538.58
Total,16 País Vasco,8,2019,2433.01
Total,16 País Vasco,8,2018,2412.52
Total,16 País Vasco,8,2017,2374.36
Total,16 País Vasco,8,2016,2369.01
Total,16 País Vasco,8,2015,2367.59
Total,16 País Vasco,8,2014,2378.29
Total,16 País Vasco,8,2013,2365.43
Total,16 País Vasco,8,2012,2309.96
Total,16 País Vasco,8,2011,2282.7
Total,16 País Vasco,8,2010,2290.81
Total,16 País Vasco,8,2009,2243.95
Total,16 País Vasco,8,2008,2135.25
Total,16 País Vasco,8,2007,2048.31
Total,16 País Vasco,8,2006,1970.77
Total,16 País Vasco,9,2023,3390.84
Total,16 País Vasco,9,2022,3222.49
Total,16 País Vasco,9,2021,3193.6
Total,16 País Vasco,9,2020,3168.22
Total,16 País Vasco,9,2019,3074.54
Total,16 País Vasco,9,2018,3026.99
Total,16 País Vasco,9,2017,2950.19
Total,16 País Vasco,9,2016,2931.77
Total,16 País Vasco,9,2015,2971.71
Total,16 País Vasco,9,2014,2959.49
Total,16 País Vasco,9,2013,2916.85
Total,16 País Vasco,9,2012,2832.02
Total,16 País Vasco,9,2011,2821.63
Total,16 País Vasco,9,2010,2811.02
Total,16 País Vasco,9,2009,2833.53
Total,16 País Vasco,9,2008,2752.76
Total,16 País Vasco,9,2007,2580.56
Total,16 País Vasco,9,2006,2465.91
Total,16 País Vasco,10,2023,5151.97
Total,16 País Vasco,10,2022,4960.11
Total,16 País Vasco,10,2021,4968.97
Total,16 País Vasco,10,2020,4733.33
Total,16 País Vasco,10,2019,4666.42
Total,16 País Vasco,10,2018,4575.85
Total,16 País Vasco,10,2017,4521.83
Total,16 País Vasco,10,2016,4593.42
Total,16 País Vasco,10,2015,4702.46
Total,16 País Vasco,10,2014,4406.87
Total,16 País Vasco,10,2013,4582.42
Total,16 País Vasco,10,2012,4384.2
Total,16 País Vasco,10,2011,4271.81
Total,16 País Vasco,10,2010,4266.35
Total,16 País Vasco,10,2009,4311.94
Total,16 País Vasco,10,2008,4331.03
Total,16 País Vasco,10,2007,3659.97
Total,16 País Vasco,10,2006,3495.51
Total,"17 Rioja, La",Total decil,2023,2248.91
Total,"17 Rioja, La",Total decil,2022,2084.8
Total,"17 Rioja, La",Total decil,2021,1949.05
Total,"17 Rioja, La",Total decil,2020,1947.27
Total,"17 Rioja, La",Total decil,2019,1987.39
Total,"17 Rioja, La",Total decil,2018,1865.72
Total,"17 Rioja, La",Total decil,2017,1838.41
Total,"17 Rioja, La",Total decil,2016,1841.78
Total,"17 Rioja, La",Total decil,2015,1811.75
Total,"17 Rioja, La",Total decil,2014,1830.41
Total,"17 Rioja, La",Total decil,2013,1827.1
Total,"17 Rioja, La",Total decil,2012,1818.49
Total,"17 Rioja, La",Total decil,2011,1824.38
Total,"17 Rioja, La",Total decil,2010,1808.96
Total,"17 Rioja, La",Total decil,2009,1796.47
Total,"17 Rioja, La",Total decil,2008,1711.69
Total,"17 Rioja, La",Total decil,2007,1698.76
Total,"17 Rioja, La",Total decil,2006,1540.74
Total,"17 Rioja, La",1,2023,644.62
Total,"17 Rioja, La",1,2022,688.38
Total,"17 Rioja, La",1,2021,570.47
Total,"17 Rioja, La",1,2020,536.16
Total,"17 Rioja, La",1,2019,524.02
Total,"17 Rioja, La",1,2018,435.68
Total,"17 Rioja, La",1,2017,499.21
Total,"17 Rioja, La",1,2016,483.03
Total,"17 Rioja, La",1,2015,497.7
Total,"17 Rioja, La",1,2014,442.7
Total,"17 Rioja, La",1,2013,412.45
Total,"17 Rioja, La",1,2012,423.52
Total,"17 Rioja, La",1,2011,503.3
Total,"17 Rioja, La",1,2010,522.28
Total,"17 Rioja, La",1,2009,520.58
Total,"17 Rioja, La",1,2008,461.1
Total,"17 Rioja, La",1,2007,523.35
Total,"17 Rioja, La",1,2006,458.12
Total,"17 Rioja, La",2,2023,1209.67
Total,"17 Rioja, La",2,2022,1126.17
Total,"17 Rioja, La",2,2021,1012.68
Total,"17 Rioja, La",2,2020,986.21
Total,"17 Rioja, La",2,2019,993.19
Total,"17 Rioja, La",2,2018,912.82
Total,"17 Rioja, La",2,2017,868.24
Total,"17 Rioja, La",2,2016,838.79
Total,"17 Rioja, La",2,2015,802.83
Total,"17 Rioja, La",2,2014,824.36
Total,"17 Rioja, La",2,2013,806.32
Total,"17 Rioja, La",2,2012,835.41
Total,"17 Rioja, La",2,2011,848.8
Total,"17 Rioja, La",2,2010,893.13
Total,"17 Rioja, La",2,2009,880.95
Total,"17 Rioja, La",2,2008,887.22
Total,"17 Rioja, La",2,2007,858.35
Total,"17 Rioja, La",2,2006,817.41
Total,"17 Rioja, La",3,2023,1424.5
Total,"17 Rioja, La",3,2022,1337.4
Total,"17 Rioja, La",3,2021,1262.54
Total,"17 Rioja, La",3,2020,1231.91
Total,"17 Rioja, La",3,2019,1218.26
Total,"17 Rioja, La",3,2018,1160.97
Total,"17 Rioja, La",3,2017,1138.49
Total,"17 Rioja, La",3,2016,1124.65
Total,"17 Rioja, La",3,2015,1133.69
Total,"17 Rioja, La",3,2014,1097.79
Total,"17 Rioja, La",3,2013,1102.14
Total,"17 Rioja, La",3,2012,1107.93
Total,"17 Rioja, La",3,2011,1130.5
Total,"17 Rioja, La",3,2010,1129.66
Total,"17 Rioja, La",3,2009,1143.41
Total,"17 Rioja, La",3,2008,1125.57
Total,"17 Rioja, La",3,2007,1055.6
Total,"17 Rioja, La",3,2006,1010.76
Total,"17 Rioja, La",4,2023,1631.73
Total,"17 Rioja, La",4,2022,1524.03
Total,"17 Rioja, La",4,2021,1471.0
Total,"17 Rioja, La",4,2020,1420.96
Total,"17 Rioja, La",4,2019,1437.63
Total,"17 Rioja, La",4,2018,1362.39
Total,"17 Rioja, La",4,2017,1322.2
Total,"17 Rioja, La",4,2016,1328.44
Total,"17 Rioja, La",4,2015,1299.76
Total,"17 Rioja, La",4,2014,1311.34
Total,"17 Rioja, La",4,2013,1320.38
Total,"17 Rioja, La",4,2012,1327.27
Total,"17 Rioja, La",4,2011,1310.45
Total,"17 Rioja, La",4,2010,1317.8
Total,"17 Rioja, La",4,2009,1297.0
Total,"17 Rioja, La",4,2008,1265.32
Total,"17 Rioja, La",4,2007,1211.14
Total,"17 Rioja, La",4,2006,1142.57
Total,"17 Rioja, La",5,2023,1844.22
Total,"17 Rioja, La",5,2022,1711.67
Total,"17 Rioja, La",5,2021,1663.38
Total,"17 Rioja, La",5,2020,1615.82
Total,"17 Rioja, La",5,2019,1605.44
Total,"17 Rioja, La",5,2018,1553.55
Total,"17 Rioja, La",5,2017,1506.68
Total,"17 Rioja, La",5,2016,1487.9
Total,"17 Rioja, La",5,2015,1498.76
Total,"17 Rioja, La",5,2014,1514.66
Total,"17 Rioja, La",5,2013,1513.89
Total,"17 Rioja, La",5,2012,1505.17
Total,"17 Rioja, La",5,2011,1488.47
Total,"17 Rioja, La",5,2010,1487.11
Total,"17 Rioja, La",5,2009,1441.36
Total,"17 Rioja, La",5,2008,1415.02
Total,"17 Rioja, La",5,2007,1338.86
Total,"17 Rioja, La",5,2006,1276.24
Total,"17 Rioja, La",6,2023,2048.29
Total,"17 Rioja, La",6,2022,1918.85
Total,"17 Rioja, La",6,2021,1870.67
Total,"17 Rioja, La",6,2020,1819.12
Total,"17 Rioja, La",6,2019,1776.89
Total,"17 Rioja, La",6,2018,1756.34
Total,"17 Rioja, La",6,2017,1711.17
Total,"17 Rioja, La",6,2016,1710.94
Total,"17 Rioja, La",6,2015,1701.08
Total,"17 Rioja, La",6,2014,1718.43
Total,"17 Rioja, La",6,2013,1687.45
Total,"17 Rioja, La",6,2012,1696.41
Total,"17 Rioja, La",6,2011,1683.02
Total,"17 Rioja, La",6,2010,1684.74
Total,"17 Rioja, La",6,2009,1618.7
Total,"17 Rioja, La",6,2008,1578.26
Total,"17 Rioja, La",6,2007,1483.56
Total,"17 Rioja, La",6,2006,1434.26
Total,"17 Rioja, La",7,2023,2349.12
Total,"17 Rioja, La",7,2022,2187.49
Total,"17 Rioja, La",7,2021,2138.87
Total,"17 Rioja, La",7,2020,2120.5
Total,"17 Rioja, La",7,2019,2058.26
Total,"17 Rioja, La",7,2018,2018.58
Total,"17 Rioja, La",7,2017,1957.11
Total,"17 Rioja, La",7,2016,1964.6
Total,"17 Rioja, La",7,2015,1956.95
Total,"17 Rioja, La",7,2014,2000.1
Total,"17 Rioja, La",7,2013,1969.42
Total,"17 Rioja, La",7,2012,1920.9
Total,"17 Rioja, La",7,2011,1911.1
Total,"17 Rioja, La",7,2010,1929.57
Total,"17 Rioja, La",7,2009,1873.92
Total,"17 Rioja, La",7,2008,1796.83
Total,"17 Rioja, La",7,2007,1688.12
Total,"17 Rioja, La",7,2006,1609.2
Total,"17 Rioja, La",8,2023,2787.27
Total,"17 Rioja, La",8,2022,2591.75
Total,"17 Rioja, La",8,2021,2553.67
Total,"17 Rioja, La",8,2020,2563.2
Total,"17 Rioja, La",8,2019,2415.24
Total,"17 Rioja, La",8,2018,2430.76
Total,"17 Rioja, La",8,2017,2345.55
Total,"17 Rioja, La",8,2016,2359.07
Total,"17 Rioja, La",8,2015,2366.37
Total,"17 Rioja, La",8,2014,2413.58
Total,"17 Rioja, La",8,2013,2374.39
Total,"17 Rioja, La",8,2012,2321.43
Total,"17 Rioja, La",8,2011,2263.87
Total,"17 Rioja, La",8,2010,2287.66
Total,"17 Rioja, La",8,2009,2252.17
Total,"17 Rioja, La",8,2008,2140.77
Total,"17 Rioja, La",8,2007,2055.63
Total,"17 Rioja, La",8,2006,1961.56
Total,"17 Rioja, La",9,2023,3444.17
Total,"17 Rioja, La",9,2022,3210.7
Total,"17 Rioja, La",9,2021,3133.36
Total,"17 Rioja, La",9,2020,3215.47
Total,"17 Rioja, La",9,2019,3027.34
Total,"17 Rioja, La",9,2018,2973.5
Total,"17 Rioja, La",9,2017,2911.12
Total,"17 Rioja, La",9,2016,2869.84
Total,"17 Rioja, La",9,2015,2921.71
Total,"17 Rioja, La",9,2014,2924.99
Total,"17 Rioja, La",9,2013,2966.48
Total,"17 Rioja, La",9,2012,2899.24
Total,"17 Rioja, La",9,2011,2888.2
Total,"17 Rioja, La",9,2010,2866.73
Total,"17 Rioja, La",9,2009,2797.89
Total,"17 Rioja, La",9,2008,2665.98
Total,"17 Rioja, La",9,2007,2568.52
Total,"17 Rioja, La",9,2006,2440.21
Total,"17 Rioja, La",10,2023,5504.66
Total,"17 Rioja, La",10,2022,4890.98
Total,"17 Rioja, La",10,2021,4580.79
Total,"17 Rioja, La",10,2020,4806.97
Total,"17 Rioja, La",10,2019,4963.91
Total,"17 Rioja, La",10,2018,4458.89
Total,"17 Rioja, La",10,2017,4392.51
Total,"17 Rioja, La",10,2016,4392.39
Total,"17 Rioja, La",10,2015,4234.32
Total,"17 Rioja, La",10,2014,4640.7
Total,"17 Rioja, La",10,2013,4259.94
Total,"17 Rioja, La",10,2012,4284.89
Total,"17 Rioja, La",10,2011,4283.38
Total,"17 Rioja, La",10,2010,4260.21
Total,"17 Rioja, La",10,2009,4413.01
Total,"17 Rioja, La",10,2008,4075.19
Total,"17 Rioja, La",10,2007,3652.14
Total,"17 Rioja, La",10,2006,3593.28
Total,18 Ceuta,Total decil,2023,2284.51
Total,18 Ceuta,Total decil,2022,2169.51
Total,18 Ceuta,Total decil,2021,2243.91
Total,18 Ceuta,Total decil,2020,2257.24
Total,18 Ceuta,Total decil,2019,2323.25
Total,18 Ceuta,Total decil,2018,2156.99
Total,18 Ceuta,Total decil,2017,2115.36
Total,18 Ceuta,Total decil,2016,2288.49
Total,18 Ceuta,Total decil,2015,2064.94
Total,18 Ceuta,Total decil,2014,2173.59
Total,18 Ceuta,Total decil,2013,2293.58
Total,18 Ceuta,Total decil,2012,2202.87
Total,18 Ceuta,Total decil,2011,1923.62
Total,18 Ceuta,Total decil,2010,2456.32
Total,18 Ceuta,Total decil,2009,2101.45
Total,18 Ceuta,Total decil,2008,2104.21
Total,18 Ceuta,Total decil,2007,1887.79
Total,18 Ceuta,Total decil,2006,1926.66
Total,18 Ceuta,1,2023,706.76
Total,18 Ceuta,1,2022,709.49
Total,18 Ceuta,1,2021,764.55
Total,18 Ceuta,1,2020,602.32
Total,18 Ceuta,1,2019,630.12
Total,18 Ceuta,1,2018,634.25
Total,18 Ceuta,1,2017,621.37
Total,18 Ceuta,1,2016,530.19
Total,18 Ceuta,1,2015,392.75
Total,18 Ceuta,1,2014,466.38
Total,18 Ceuta,1,2013,402.63
Total,18 Ceuta,1,2012,512.3
Total,18 Ceuta,1,2011,549.5
Total,18 Ceuta,1,2010,416.98
Total,18 Ceuta,1,2009,247.13
Total,18 Ceuta,1,2008,393.7
Total,18 Ceuta,1,2007,450.84
Total,18 Ceuta,1,2006,588.21
Total,18 Ceuta,2,2023,1233.55
Total,18 Ceuta,2,2022,1137.86
Total,18 Ceuta,2,2021,1021.95
Total,18 Ceuta,2,2020,988.59
Total,18 Ceuta,2,2019,986.92
Total,18 Ceuta,2,2018,931.36
Total,18 Ceuta,2,2017,888.65
Total,18 Ceuta,2,2016,824.2
Total,18 Ceuta,2,2015,798.81
Total,18 Ceuta,2,2014,823.3
Total,18 Ceuta,2,2013,765.85
Total,18 Ceuta,2,2012,906.8
Total,18 Ceuta,2,2011,908.95
Total,18 Ceuta,2,2010,838.16
Total,18 Ceuta,2,2009,902.85
Total,18 Ceuta,2,2008,873.82
Total,18 Ceuta,2,2007,873.43
Total,18 Ceuta,2,2006,763.2
Total,18 Ceuta,3,2023,1413.33
Total,18 Ceuta,3,2022,1355.04
Total,18 Ceuta,3,2021,1285.16
Total,18 Ceuta,3,2020,1265.04
Total,18 Ceuta,3,2019,1228.82
Total,18 Ceuta,3,2018,1115.46
Total,18 Ceuta,3,2017,1184.2
Total,18 Ceuta,3,2016,1123.79
Total,18 Ceuta,3,2015,1084.19
Total,18 Ceuta,3,2014,1081.6
Total,18 Ceuta,3,2013,1070.66
Total,18 Ceuta,3,2012,1125.33
Total,18 Ceuta,3,2011,1105.08
Total,18 Ceuta,3,2010,1132.64
Total,18 Ceuta,3,2009,1110.2
Total,18 Ceuta,3,2008,1118.44
Total,18 Ceuta,3,2007,1093.04
Total,18 Ceuta,3,2006,999.03
Total,18 Ceuta,4,2023,1592.94
Total,18 Ceuta,4,2022,1526.41
Total,18 Ceuta,4,2021,1467.37
Total,18 Ceuta,4,2020,1431.77
Total,18 Ceuta,4,2019,1429.47
Total,18 Ceuta,4,2018,1385.89
Total,18 Ceuta,4,2017,1292.27
Total,18 Ceuta,4,2016,1337.06
Total,18 Ceuta,4,2015,1307.3
Total,18 Ceuta,4,2014,1296.63
Total,18 Ceuta,4,2013,1343.23
Total,18 Ceuta,4,2012,1314.65
Total,18 Ceuta,4,2011,1329.28
Total,18 Ceuta,4,2010,1332.45
Total,18 Ceuta,4,2009,1297.89
Total,18 Ceuta,4,2008,1284.88
Total,18 Ceuta,4,2007,1206.49
Total,18 Ceuta,4,2006,1145.5
Total,18 Ceuta,5,2023,1834.23
Total,18 Ceuta,5,2022,1721.82
Total,18 Ceuta,5,2021,1643.73
Total,18 Ceuta,5,2020,1614.1
Total,18 Ceuta,5,2019,1583.02
Total,18 Ceuta,5,2018,1532.42
Total,18 Ceuta,5,2017,1509.46
Total,18 Ceuta,5,2016,1483.77
Total,18 Ceuta,5,2015,1482.01
Total,18 Ceuta,5,2014,1476.36
Total,18 Ceuta,5,2013,1545.28
Total,18 Ceuta,5,2012,1466.4
Total,18 Ceuta,5,2011,1481.73
Total,18 Ceuta,5,2010,1487.29
Total,18 Ceuta,5,2009,1426.12
Total,18 Ceuta,5,2008,1401.5
Total,18 Ceuta,5,2007,1315.86
Total,18 Ceuta,5,2006,1264.32
Total,18 Ceuta,6,2023,2096.85
Total,18 Ceuta,6,2022,1921.86
Total,18 Ceuta,6,2021,1867.18
Total,18 Ceuta,6,2020,1818.47
Total,18 Ceuta,6,2019,1776.64
Total,18 Ceuta,6,2018,1739.94
Total,18 Ceuta,6,2017,1699.06
Total,18 Ceuta,6,2016,1687.33
Total,18 Ceuta,6,2015,1701.56
Total,18 Ceuta,6,2014,1733.15
Total,18 Ceuta,6,2013,1715.28
Total,18 Ceuta,6,2012,1680.27
Total,18 Ceuta,6,2011,1742.13
Total,18 Ceuta,6,2010,1669.02
Total,18 Ceuta,6,2009,1654.07
Total,18 Ceuta,6,2008,1589.6
Total,18 Ceuta,6,2007,1511.56
Total,18 Ceuta,6,2006,1357.17
Total,18 Ceuta,7,2023,2352.17
Total,18 Ceuta,7,2022,2174.25
Total,18 Ceuta,7,2021,2111.46
Total,18 Ceuta,7,2020,2126.88
Total,18 Ceuta,7,2019,2052.96
Total,18 Ceuta,7,2018,1993.8
Total,18 Ceuta,7,2017,1982.76
Total,18 Ceuta,7,2016,1923.06
Total,18 Ceuta,7,2015,1937.43
Total,18 Ceuta,7,2014,1976.64
Total,18 Ceuta,7,2013,1968.33
Total,18 Ceuta,7,2012,1969.26
Total,18 Ceuta,7,2011,1918.13
Total,18 Ceuta,7,2010,1948.06
Total,18 Ceuta,7,2009,1878.58
Total,18 Ceuta,7,2008,1775.96
Total,18 Ceuta,7,2007,1698.58
Total,18 Ceuta,7,2006,1659.93
Total,18 Ceuta,8,2023,2771.2
Total,18 Ceuta,8,2022,2599.26
Total,18 Ceuta,8,2021,2598.36
Total,18 Ceuta,8,2020,2521.3
Total,18 Ceuta,8,2019,2377.14
Total,18 Ceuta,8,2018,2443.46
Total,18 Ceuta,8,2017,2307.47
Total,18 Ceuta,8,2016,2322.48
Total,18 Ceuta,8,2015,2373.45
Total,18 Ceuta,8,2014,2429.02
Total,18 Ceuta,8,2013,2411.89
Total,18 Ceuta,8,2012,2292.48
Total,18 Ceuta,8,2011,2250.98
Total,18 Ceuta,8,2010,2324.68
Total,18 Ceuta,8,2009,2239.5
Total,18 Ceuta,8,2008,2103.98
Total,18 Ceuta,8,2007,2020.7
Total,18 Ceuta,8,2006,1933.41
Total,18 Ceuta,9,2023,3432.46
Total,18 Ceuta,9,2022,3150.98
Total,18 Ceuta,9,2021,3051.94
Total,18 Ceuta,9,2020,3216.07
Total,18 Ceuta,9,2019,3063.32
Total,18 Ceuta,9,2018,3071.5
Total,18 Ceuta,9,2017,2983.94
Total,18 Ceuta,9,2016,3007.07
Total,18 Ceuta,9,2015,2987.26
Total,18 Ceuta,9,2014,2951.76
Total,18 Ceuta,9,2013,2839.88
Total,18 Ceuta,9,2012,2802.75
Total,18 Ceuta,9,2011,2827.22
Total,18 Ceuta,9,2010,2825.61
Total,18 Ceuta,9,2009,2828.88
Total,18 Ceuta,9,2008,2797.67
Total,18 Ceuta,9,2007,2656.58
Total,18 Ceuta,9,2006,2453.06
Total,18 Ceuta,10,2023,5120.92
Total,18 Ceuta,10,2022,4673.89
Total,18 Ceuta,10,2021,5828.79
Total,18 Ceuta,10,2020,4120.42
Total,18 Ceuta,10,2019,4293.71
Total,18 Ceuta,10,2018,4201.6
Total,18 Ceuta,10,2017,4049.76
Total,18 Ceuta,10,2016,3966.2
Total,18 Ceuta,10,2015,4635.27
Total,18 Ceuta,10,2014,4199.25
Total,18 Ceuta,10,2013,4272.7
Total,18 Ceuta,10,2012,4487.95
Total,18 Ceuta,10,2011,3989.67
Total,18 Ceuta,10,2010,4396.67
Total,18 Ceuta,10,2009,4343.27
Total,18 Ceuta,10,2008,4119.42
Total,18 Ceuta,10,2007,3610.55
Total,18 Ceuta,10,2006,3439.93
Total,19 Melilla,Total decil,2023,2363.31
Total,19 Melilla,Total decil,2022,2169.73
Total,19 Melilla,Total decil,2021,2122.12
Total,19 Melilla,Total decil,2020,2662.64
Total,19 Melilla,Total decil,2019,2291.71
Total,19 Melilla,Total decil,2018,2231.11
Total,19 Melilla,Total decil,2017,2475.84
Total,19 Melilla,Total decil,2016,2138.72
Total,19 Melilla,Total decil,2015,2147.38
Total,19 Melilla,Total decil,2014,2384.22
Total,19 Melilla,Total decil,2013,1999.8
Total,19 Melilla,Total decil,2012,2105.85
Total,19 Melilla,Total decil,2011,2543.74
Total,19 Melilla,Total decil,2010,1909.21
Total,19 Melilla,Total decil,2009,2363.99
Total,19 Melilla,Total decil,2008,2274.8
Total,19 Melilla,Total decil,2007,1933.76
Total,19 Melilla,Total decil,2006,1774.28
Total,19 Melilla,1,2023,665.42
Total,19 Melilla,1,2022,344.0
Total,19 Melilla,1,2021,696.52
Total,19 Melilla,1,2020,592.83
Total,19 Melilla,1,2019,534.96
Total,19 Melilla,1,2018,517.79
Total,19 Melilla,1,2017,597.42
Total,19 Melilla,1,2016,536.91
Total,19 Melilla,1,2015,556.17
Total,19 Melilla,1,2014,484.53
Total,19 Melilla,1,2013,423.5
Total,19 Melilla,1,2012,407.97
Total,19 Melilla,1,2011,461.45
Total,19 Melilla,1,2010,448.91
Total,19 Melilla,1,2009,484.83
Total,19 Melilla,1,2008,521.21
Total,19 Melilla,1,2007,527.84
Total,19 Melilla,1,2006,492.85
Total,19 Melilla,2,2023,1172.93
Total,19 Melilla,2,2022,1157.32
Total,19 Melilla,2,2021,1037.6
Total,19 Melilla,2,2020,988.83
Total,19 Melilla,2,2019,950.67
Total,19 Melilla,2,2018,857.18
Total,19 Melilla,2,2017,853.05
Total,19 Melilla,2,2016,883.79
Total,19 Melilla,2,2015,824.76
