Tipo de jornada,Comunidades y Ciudades Autónomas,Decil,Periodo,Total
Jornada a tiempo parcial,12 Galicia,1,2007,452.99
Jornada a tiempo parcial,12 Galicia,1,2006,446.63
Jornada a tiempo parcial,12 Galicia,2,2023,1159.94
Jornada a tiempo parcial,12 Galicia,2,2022,1081.04
Jornada a tiempo parcial,12 Galicia,2,2021,970.91
Jornada a tiempo parcial,12 Galicia,2,2020,940.39
Jornada a tiempo parcial,12 Galicia,2,2019,935.92
Jornada a tiempo parcial,12 Galicia,2,2018,869.04
Jornada a tiempo parcial,12 Galicia,2,2017,828.85
Jornada a tiempo parcial,12 Galicia,2,2016,841.64
Jornada a tiempo parcial,12 Galicia,2,2015,795.09
Jornada a tiempo parcial,12 Galicia,2,2014,784.84
Jornada a tiempo parcial,12 Galicia,2,2013,771.14
Jornada a tiempo parcial,12 Galicia,2,2012,791.55
Jornada a tiempo parcial,12 Galicia,2,2011,824.74
Jornada a tiempo parcial,12 Galicia,2,2010,866.82
Jornada a tiempo parcial,12 Galicia,2,2009,808.32
Jornada a tiempo parcial,12 Galicia,2,2008,847.42
Jornada a tiempo parcial,12 Galicia,2,2007,796.2
Jornada a tiempo parcial,12 Galicia,2,2006,746.24
Jornada a tiempo parcial,12 Galicia,3,2023,1420.5
Jornada a tiempo parcial,12 Galicia,3,2022,1340.71
Jornada a tiempo parcial,12 Galicia,3,2021,1244.08
Jornada a tiempo parcial,12 Galicia,3,2020,1212.66
Jornada a tiempo parcial,12 Galicia,3,2019,1196.45
Jornada a tiempo parcial,12 Galicia,3,2018,1164.41
Jornada a tiempo parcial,12 Galicia,3,2017,1121.42
Jornada a tiempo parcial,12 Galicia,3,2016,1106.1
Jornada a tiempo parcial,12 Galicia,3,2015,1087.34
Jornada a tiempo parcial,12 Galicia,3,2014,1073.35
Jornada a tiempo parcial,12 Galicia,3,2013,1070.07
Jornada a tiempo parcial,12 Galicia,3,2012,1101.69
Jornada a tiempo parcial,12 Galicia,3,2011,1132.68
Jornada a tiempo parcial,12 Galicia,3,2010,1135.35
Jornada a tiempo parcial,12 Galicia,3,2009,1126.23
Jornada a tiempo parcial,12 Galicia,3,2008,1105.02
Jornada a tiempo parcial,12 Galicia,3,2007,1027.71
Jornada a tiempo parcial,12 Galicia,3,2006,996.55
Jornada a tiempo parcial,12 Galicia,4,2023,1631.73
Jornada a tiempo parcial,12 Galicia,4,2022,1519.6
Jornada a tiempo parcial,12 Galicia,4,2021,1446.37
Jornada a tiempo parcial,12 Galicia,4,2020,1430.98
Jornada a tiempo parcial,12 Galicia,4,2019,1422.63
Jornada a tiempo parcial,12 Galicia,4,2018,1377.19
Jornada a tiempo parcial,12 Galicia,4,2017,1321.91
Jornada a tiempo parcial,12 Galicia,4,2016,1319.74
Jornada a tiempo parcial,12 Galicia,4,2015,1286.39
Jornada a tiempo parcial,12 Galicia,4,2014,1304.77
Jornada a tiempo parcial,12 Galicia,4,2013,1307.41
Jornada a tiempo parcial,12 Galicia,4,2012,1329.58
Jornada a tiempo parcial,12 Galicia,4,2011,1278.3
Jornada a tiempo parcial,12 Galicia,4,2010,1293.13
Jornada a tiempo parcial,12 Galicia,4,2009,1294.73
Jornada a tiempo parcial,12 Galicia,4,2008,1216.72
Jornada a tiempo parcial,12 Galicia,4,2007,1189.65
Jornada a tiempo parcial,12 Galicia,4,2006,1124.16
Jornada a tiempo parcial,12 Galicia,5,2023,1791.38
Jornada a tiempo parcial,12 Galicia,5,2022,1692.65
Jornada a tiempo parcial,12 Galicia,5,2021,1631.55
Jornada a tiempo parcial,12 Galicia,5,2020,1578.79
Jornada a tiempo parcial,12 Galicia,5,2019,1561.4
Jornada a tiempo parcial,12 Galicia,5,2018,1560.48
Jornada a tiempo parcial,12 Galicia,5,2017,1503.37
Jornada a tiempo parcial,12 Galicia,5,2016,1507.96
Jornada a tiempo parcial,12 Galicia,5,2015,1509.96
Jornada a tiempo parcial,12 Galicia,5,2014,1468.05
Jornada a tiempo parcial,12 Galicia,5,2013,1485.94
Jornada a tiempo parcial,12 Galicia,5,2012,1468.04
Jornada a tiempo parcial,12 Galicia,5,2011,1495.82
Jornada a tiempo parcial,12 Galicia,5,2010,1497.6
Jornada a tiempo parcial,12 Galicia,5,2009,1420.84
Jornada a tiempo parcial,12 Galicia,5,2008,1380.64
Jornada a tiempo parcial,12 Galicia,5,2007,1338.5
Jornada a tiempo parcial,12 Galicia,5,2006,1269.69
Jornada a tiempo parcial,12 Galicia,6,2023,2068.1
Jornada a tiempo parcial,12 Galicia,6,2022,1880.67
Jornada a tiempo parcial,12 Galicia,6,2021,1862.19
Jornada a tiempo parcial,12 Galicia,6,2020,1816.47
Jornada a tiempo parcial,12 Galicia,6,2019,1811.02
Jornada a tiempo parcial,12 Galicia,6,2018,1734.41
Jornada a tiempo parcial,12 Galicia,6,2017,1717.7
Jornada a tiempo parcial,12 Galicia,6,2016,1744.39
Jornada a tiempo parcial,12 Galicia,6,2015,1719.07
Jornada a tiempo parcial,12 Galicia,6,2014,1688.17
Jornada a tiempo parcial,12 Galicia,6,2013,1711.85
Jornada a tiempo parcial,12 Galicia,6,2012,1709.96
Jornada a tiempo parcial,12 Galicia,6,2011,1665.89
Jornada a tiempo parcial,12 Galicia,6,2010,1652.17
Jornada a tiempo parcial,12 Galicia,6,2009,1658.23
Jornada a tiempo parcial,12 Galicia,6,2007,1466.6
Jornada a tiempo parcial,12 Galicia,6,2006,1427.71
Jornada a tiempo parcial,12 Galicia,7,2023,2359.0
Jornada a tiempo parcial,12 Galicia,7,2022,2297.67
Jornada a tiempo parcial,12 Galicia,7,2021,2147.97
Jornada a tiempo parcial,12 Galicia,7,2020,2060.6
Jornada a tiempo parcial,12 Galicia,7,2019,2080.73
Jornada a tiempo parcial,12 Galicia,7,2018,1944.09
Jornada a tiempo parcial,12 Galicia,7,2017,1940.14
Jornada a tiempo parcial,12 Galicia,7,2016,1834.13
Jornada a tiempo parcial,12 Galicia,7,2015,1890.52
Jornada a tiempo parcial,12 Galicia,7,2014,1965.11
Jornada a tiempo parcial,12 Galicia,7,2013,1906.59
Jornada a tiempo parcial,12 Galicia,7,2012,2031.62
Jornada a tiempo parcial,12 Galicia,7,2011,1868.83
Jornada a tiempo parcial,12 Galicia,7,2010,1836.05
Jornada a tiempo parcial,12 Galicia,7,2009,1818.15
Jornada a tiempo parcial,12 Galicia,7,2007,1674.27
Jornada a tiempo parcial,12 Galicia,7,2006,1605.52
Jornada a tiempo parcial,12 Galicia,8,2023,2826.56
Jornada a tiempo parcial,12 Galicia,8,2022,2699.0
Jornada a tiempo parcial,12 Galicia,8,2021,2341.48
Jornada a tiempo parcial,12 Galicia,8,2020,2606.52
Jornada a tiempo parcial,12 Galicia,8,2019,2384.47
Jornada a tiempo parcial,12 Galicia,8,2018,2506.26
Jornada a tiempo parcial,12 Galicia,8,2017,2398.47
Jornada a tiempo parcial,12 Galicia,8,2016,2287.52
Jornada a tiempo parcial,12 Galicia,8,2015,2232.08
Jornada a tiempo parcial,12 Galicia,8,2014,2386.58
Jornada a tiempo parcial,12 Galicia,8,2013,2295.72
Jornada a tiempo parcial,12 Galicia,8,2012,2311.05
Jornada a tiempo parcial,12 Galicia,8,2011,2256.8
Jornada a tiempo parcial,12 Galicia,8,2010,2285.46
Jornada a tiempo parcial,12 Galicia,8,2009,2365.42
Jornada a tiempo parcial,12 Galicia,8,2008,2232.91
Jornada a tiempo parcial,12 Galicia,8,2006,2055.92
Jornada a tiempo parcial,12 Galicia,9,2022,3202.14
Jornada a tiempo parcial,12 Galicia,9,2020,3142.53
Jornada a tiempo parcial,12 Galicia,9,2019,2860.36
Jornada a tiempo parcial,12 Galicia,9,2018,2830.78
Jornada a tiempo parcial,12 Galicia,9,2017,2746.24
Jornada a tiempo parcial,12 Galicia,9,2015,3222.24
Jornada a tiempo parcial,12 Galicia,9,2014,2987.19
Jornada a tiempo parcial,12 Galicia,9,2013,2705.18
Jornada a tiempo parcial,12 Galicia,9,2012,2677.03
Jornada a tiempo parcial,12 Galicia,9,2010,2646.05
Jornada a tiempo parcial,12 Galicia,9,2008,2642.83
Jornada a tiempo parcial,12 Galicia,9,2007,2436.56
Jornada a tiempo parcial,12 Galicia,9,2006,2375.98
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2023,925.88
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2022,967.15
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2021,816.64
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2020,838.44
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2019,870.27
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2018,771.65
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2017,739.03
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2016,774.99
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2015,746.52
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2014,789.76
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2013,770.3
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2012,674.91
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2011,743.22
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2010,736.26
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2009,768.17
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2008,731.6
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2007,701.48
Jornada a tiempo parcial,"13 Madrid, Comunidad de",Total decil,2006,628.11
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2023,611.21
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2022,610.26
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2021,532.7
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2020,515.95
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2019,524.78
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2018,475.06
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2017,477.01
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2016,454.15
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2015,424.58
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2014,422.79
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2013,423.01
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2012,402.36
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2011,451.3
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2010,456.4
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2009,470.08
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2008,472.65
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2007,470.06
Jornada a tiempo parcial,"13 Madrid, Comunidad de",1,2006,472.86
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2023,1134.89
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2022,1061.91
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2021,994.79
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2020,961.24
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2019,952.17
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2018,875.92
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2017,851.14
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2016,828.31
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2015,817.22
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2014,793.03
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2013,772.45
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2012,808.25
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2011,839.23
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2010,837.72
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2009,831.83
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2008,864.53
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2007,815.75
Jornada a tiempo parcial,"13 Madrid, Comunidad de",2,2006,772.84
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2023,1398.54
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2022,1362.58
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2021,1253.24
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2020,1221.85
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2019,1219.69
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2018,1132.89
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2017,1131.2
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2016,1094.72
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2015,1099.3
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2014,1094.23
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2013,1075.33
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2012,1116.9
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2011,1141.43
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2010,1133.68
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2009,1103.78
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2008,1120.44
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2007,1047.06
Jornada a tiempo parcial,"13 Madrid, Comunidad de",3,2006,1004.72
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2023,1643.66
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2022,1509.62
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2021,1443.52
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2020,1418.62
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2019,1413.39
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2018,1336.96
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2017,1319.0
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2016,1319.58
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2015,1301.03
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2014,1320.68
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2013,1341.69
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2012,1304.71
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2011,1303.49
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2010,1300.23
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2009,1276.57
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2008,1264.8
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2007,1213.26
Jornada a tiempo parcial,"13 Madrid, Comunidad de",4,2006,1144.81
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2023,1820.44
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2022,1742.71
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2021,1618.27
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2020,1597.3
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2019,1590.49
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2018,1565.21
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2017,1532.29
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2016,1541.55
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2015,1523.62
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2014,1481.52
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2013,1509.84
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2012,1487.62
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2011,1507.69
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2010,1477.56
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2009,1396.92
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2008,1403.28
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2007,1355.02
Jornada a tiempo parcial,"13 Madrid, Comunidad de",5,2006,1254.36
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2023,2007.51
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2022,1939.45
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2021,1859.95
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2020,1848.52
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2019,1795.41
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2017,1626.89
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2016,1712.75
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2015,1719.67
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2014,1673.67
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2013,1696.46
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2012,1666.54
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2011,1667.08
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2010,1625.26
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2009,1641.63
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2008,1549.69
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2007,1494.54
Jornada a tiempo parcial,"13 Madrid, Comunidad de",6,2006,1461.5
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2023,2399.51
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2022,2135.16
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2021,2099.1
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2020,2170.19
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2019,2060.28
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2018,2083.95
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2017,1996.51
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2016,1924.85
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2015,1913.15
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2014,1924.67
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2013,1904.83
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2012,1886.9
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2011,1924.62
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2010,1949.72
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2009,1840.35
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2008,1861.13
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2007,1715.77
Jornada a tiempo parcial,"13 Madrid, Comunidad de",7,2006,1732.41
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2023,2825.22
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2022,2566.41
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2021,2523.25
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2020,2564.7
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2019,2568.06
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2018,2505.81
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2016,2430.59
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2015,2354.64
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2014,2364.32
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2013,2492.47
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2012,2192.67
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2011,2287.72
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2010,2165.24
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2009,2082.79
Jornada a tiempo parcial,"13 Madrid, Comunidad de",8,2008,2234.77
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2023,3050.46
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2022,3017.63
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2021,2831.47
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2020,3244.67
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2019,2860.36
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2018,2743.19
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2017,3041.43
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2016,2686.87
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2014,2935.91
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2013,2688.83
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2011,2523.19
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2010,3059.63
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2009,2908.78
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2008,2688.06
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2007,2563.7
Jornada a tiempo parcial,"13 Madrid, Comunidad de",9,2006,2207.54
Jornada a tiempo parcial,"13 Madrid, Comunidad de",10,2022,4104.9
Jornada a tiempo parcial,"13 Madrid, Comunidad de",10,2015,3487.48
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2023,954.46
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2022,805.66
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2021,843.04
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2020,828.63
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2019,669.57
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2018,739.49
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2017,716.0
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2016,755.14
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2015,612.23
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2014,676.37
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2013,607.81
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2012,594.59
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2011,620.83
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2010,638.38
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2009,640.07
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2008,647.03
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2007,606.12
Jornada a tiempo parcial,"14 Murcia, Región de",Total decil,2006,603.47
Jornada a tiempo parcial,"14 Murcia, Región de",1,2023,625.15
Jornada a tiempo parcial,"14 Murcia, Región de",1,2022,578.66
